Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000146,14.418112,[22 40] ; [ 9 80],[12.72847682 49.27152318] ; [18.27152318 70.72847682],1
d1,1,0.004273,8.163989,[41 23] ; [38 55],[32.20382166 31.79617834] ; [46.79617834 46.20382166],0
a3,1,0.008764,6.870203,[47 17] ; [49 44],[39.13375796 24.86624204] ; [56.86624204 36.13375796],0
r3,1,0.011284,6.42005,[63  1] ; [81 12],[58.70063694  5.29936306] ; [85.29936306  7.70063694],0
u1,1,0.014425,5.98539,[10 54] ; [ 4 89],[ 5.70700637 58.29299363] ; [ 8.29299363 84.70700637],0
r2,1,0.015945,5.808951,[61  3] ; [75 16],[56.15483871  7.84516129] ; [79.84516129 11.15483871],0
d5,1,0.022226,5.227995,[53 11] ; [61 31],[46.76923077 17.23076923] ; [67.23076923 24.76923077],0
r1,1,0.037814,4.313364,[48 15] ; [56 37],[42. 21.] ; [62. 31.],0
a5,1,0.038202,4.296024,[43 21] ; [47 46],[36.68789809 27.31210191] ; [53.31210191 39.68789809],0
s5,1,0.084674,2.972825,[19 40] ; [18 73],[14.55333333 44.44666667] ; [22.44666667 68.55333333],0
d4,1,0.102963,2.659036,[55  9] ; [70 23],[50.95541401 13.04458599] ; [74.04458599 18.95541401],0
a8,1,0.134333,2.241708,[ 1 60] ; [ 6 80],[ 2.9047619 58.0952381] ; [ 4.0952381 81.9047619],0
s6,1,0.150052,2.071721,[35 29] ; [40 53],[30.57324841 33.42675159] ; [44.42675159 48.57324841],0
u2,1,0.152008,2.051984,[ 6 11] ; [24 19],[8.5 8.5] ; [21.5 21.5],0
d2,1,0.152455,2.047518,[30 34] ; [33 60],[25.68152866 38.31847134] ; [37.31847134 55.68152866],0
p12,1,0.158097,1.992334,[ 3 61] ; [ 1 92],[ 1.63057325 62.36942675] ; [ 2.36942675 90.63057325],0
b5,1,0.160636,1.968232,[32 32] ; [57 36],[36.28025478 27.71974522] ; [52.71974522 40.28025478],0
a6,1,0.222516,1.488072,[42 22] ; [52 41],[38.31847134 25.68152866] ; [55.68152866 37.31847134],0
b1,1,0.247682,1.336329,[21 43] ; [39 54],[24.45859873 39.54140127] ; [35.54140127 57.45859873],0
p2,1,0.264138,1.246941,[42 22] ; [68 24],[45.12820513 18.87179487] ; [64.87179487 27.12820513],0
r4,1,0.281993,1.157458,[54 10] ; [72 21],[51.36305732 12.63694268] ; [74.63694268 18.36305732],0
s7,1,0.302232,1.064318,[21 42] ; [22 64],[18.18120805 44.81879195] ; [24.81879195 61.18120805],0
u3,1,0.306592,1.045302,[ 7 10] ; [24 19],[8.78333333 8.21666667] ; [22.21666667 20.78333333],0
d3,1,0.310443,1.028791,[46 18] ; [59 33],[43.07692308 20.92307692] ; [61.92307692 30.07692308],0
s2,1,0.350499,0.871648,[26 38] ; [31 62],[23.23566879 40.76433121] ; [33.76433121 59.23566879],0
p6,1,0.351413,0.868347,[12 50] ; [24 69],[14.4 47.6] ; [21.6 71.4],0
p10,1,0.352811,0.863321,[42 22] ; [53 38],[39.22580645 24.77419355] ; [55.77419355 35.22580645],0
p9,1,0.35554,0.853584,[44 20] ; [56 35],[41.29032258 22.70967742] ; [58.70967742 32.29032258],0
a2,1,0.368232,0.809622,[10 54] ; [10 83],[ 8.15286624 55.84713376] ; [11.84713376 81.15286624],0
s3,1,0.391702,0.733653,[30 33] ; [37 54],[27.40909091 35.59090909] ; [39.59090909 51.40909091],0
s4,1,0.398753,0.712084,[16 48] ; [18 75],[13.85987261 50.14012739] ; [20.14012739 72.85987261],0
n4,1,0.477091,0.505505,[27 37] ; [34 59],[24.86624204 39.13375796] ; [36.13375796 56.86624204],0
s8,1,0.52771,0.398799,[18 46] ; [22 71],[16.30573248 47.69426752] ; [23.69426752 69.30573248],0
n3,1,0.536594,0.381888,[14  4] ; [23 10],[13.05882353  4.94117647] ; [23.94117647  9.05882353],0
n6,1,0.58028,0.305783,[42 22] ; [57 36],[40.3566879 23.6433121] ; [58.6433121 34.3566879],0
a4,1,0.580704,0.305098,[18 46] ; [30 63],[19.56687898 44.43312102] ; [28.43312102 64.56687898],0
n1,1,0.632797,0.228287,[ 5 14] ; [ 7 27],[ 4.30188679 14.69811321] ; [ 7.69811321 26.30188679],0
p5,1,0.648562,0.207717,[ 3 61] ; [ 3 89],[ 2.46153846 61.53846154] ; [ 3.53846154 88.46153846],0
b3,1,0.704685,0.143644,[ 9 26] ; [12 42],[ 8.25842697 26.74157303] ; [12.74157303 41.25842697],0
b2,1,0.704685,0.143644,[ 9 26] ; [12 42],[ 8.25842697 26.74157303] ; [12.74157303 41.25842697],0
a1,1,0.70565,0.142661,[ 2 62] ; [ 4 89],[ 2.44585987 61.55414013] ; [ 3.55414013 89.44585987],0
n2,1,0.716544,0.131828,[11  7] ; [19 15],[10.38461538  7.61538462] ; [19.61538462 14.38461538],0
p3,1,0.735704,0.113938,[23 41] ; [31 62],[22.01273885 41.98726115] ; [31.98726115 61.01273885],0
p8,1,0.736413,0.113304,[23 39] ; [37 56],[24. 38.] ; [36. 57.],0
p7,1,0.811519,0.056867,[35 29] ; [48 43],[34.27096774 29.72903226] ; [48.72903226 42.27096774],0
a7,1,0.846599,0.037427,[45 19] ; [66 26],[45.53846154 18.46153846] ; [65.46153846 26.53846154],0
p4,1,0.852866,0.034397,[26 37] ; [37 56],[25.44230769 37.55769231] ; [37.55769231 55.44230769],0
b4,1,0.878176,0.023495,[40 24] ; [57 36],[39.54140127 24.45859873] ; [57.45859873 35.54140127],0
v4,1,0.918684,0.010423,[56  8] ; [81 11],[56.20512821  7.79487179] ; [80.79487179 11.20512821],0
p1,1,0.931336,0.007424,[ 3 61] ; [ 4 87],[ 2.89032258 61.10967742] ; [ 4.10967742 86.89032258],0
p11,1,0.964451,0.001986,[39 25] ; [57 36],[39.13375796 24.86624204] ; [56.86624204 36.13375796],0
