Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.1e-05,18.082453,[12 76] ; [27 33],[23.18918919 64.81081081] ; [15.81081081 44.18918919],1
d3,1,0.000453,12.298474,[33 54] ; [41 20],[43.5 43.5] ; [30.5 30.5],1
s8,1,0.000576,11.853012,[11 78] ; [22 39],[19.58 69.42] ; [13.42 47.58],1
d1,1,0.000959,10.904622,[16 73] ; [26 35],[24.92 64.08] ; [17.08 43.92],1
d5,1,0.003818,8.368246,[41 47] ; [43 18],[49.61073826 38.38926174] ; [34.38926174 26.61073826],0
a4,1,0.004883,7.922282,[ 7 81] ; [15 46],[12.99328859 75.00671141] ; [ 9.00671141 51.99328859],0
a3,1,0.004905,7.914006,[31 56] ; [36 25],[39.38513514 47.61486486] ; [27.61486486 33.38513514],0
v1,1,0.006216,7.486585,[22 66] ; [28 32],[29.72972973 58.27027027] ; [20.27027027 39.72972973],0
d4,1,0.007968,7.040577,[51 38] ; [47 13],[58.53691275 30.46308725] ; [39.46308725 20.53691275],0
v4,1,0.013224,6.138854,[67 21] ; [56  5],[72.6442953 15.3557047] ; [50.3557047 10.6442953],0
r3,1,0.017942,5.601799,[68 21] ; [54  5],[73.36486486 15.63513514] ; [48.63513514 10.36486486],0
n4,1,0.018357,5.561723,[38 51] ; [38 23],[45.09333333 43.90666667] ; [30.90666667 30.09333333],0
p11,1,0.028087,4.822718,[50 39] ; [45 16],[56.36666667 32.63333333] ; [38.63333333 22.36666667],0
r1,1,0.03093,4.656866,[44 45] ; [41 20],[50.43333333 38.56666667] ; [34.56666667 26.43333333],0
p7,1,0.03851,4.282339,[32 53] ; [33 27],[38.10344828 46.89655172] ; [26.89655172 33.10344828],0
n6,1,0.049188,3.868928,[55 34] ; [47 14],[60.52 28.48] ; [41.48 19.52],0
a7,1,0.074758,3.17533,[52 36] ; [44 16],[57.08108108 30.91891892] ; [38.91891892 21.08108108],0
p8,1,0.077342,3.119886,[30 59] ; [12 47],[25.25675676 63.74324324] ; [16.74324324 42.25675676],0
s7,1,0.081086,3.043,[18 68] ; [20 39],[22.53793103 63.46206897] ; [15.46206897 43.53793103],0
p10,1,0.130822,2.282722,[46 41] ; [38 20],[50.4 36.6] ; [33.6 24.4],0
s6,1,0.147864,2.094148,[36 53] ; [31 28],[40.29054054 48.70945946] ; [26.70945946 32.29054054],0
s2,1,0.161805,1.957274,[28 61] ; [26 35],[32.04 56.96] ; [21.96 39.04],0
n1,1,0.208446,1.582187,[12 21] ; [ 4 16],[ 9.96226415 23.03773585] ; [ 6.03773585 13.96226415],0
r4,1,0.209736,1.57325,[57 32] ; [45 16],[60.52 28.48] ; [41.48 19.52],0
p3,1,0.222092,1.490805,[11 78] ; [12 49],[13.64666667 75.35333333] ; [ 9.35333333 51.64666667],0
n3,1,0.283471,1.150373,[20 13] ; [15  5],[21.79245283 11.20754717] ; [13.20754717  6.79245283],0
a6,1,0.289981,1.119708,[36 53] ; [30 31],[39.16 49.84] ; [26.84 34.16],0
p9,1,0.329974,0.948998,[53 33] ; [41 18],[55.75172414 30.24827586] ; [38.24827586 20.75172414],0
d2,1,0.358121,0.844472,[18 71] ; [16 44],[20.30872483 68.69127517] ; [13.69127517 46.30872483],0
s1,1,0.365365,0.819367,[ 6 83] ; [ 2 58],[ 4.77852349 84.22147651] ; [ 3.22147651 56.77852349],0
r2,1,0.381375,0.766264,[74 15] ; [53  7],[75.8590604 13.1409396] ; [51.1409396  8.8590604],0
u2,1,0.441012,0.593647,[26 32] ; [13 11],[27.58536585 30.41463415] ; [11.41463415 12.58536585],0
s4,1,0.454464,0.559495,[16 73] ; [14 47],[17.8 71.2] ; [12.2 48.8],0
s3,1,0.472337,0.516505,[39 48] ; [31 30],[41.14864865 45.85135135] ; [28.85135135 32.14864865],0
b1,1,0.542253,0.37138,[35 54] ; [21 40],[33.22666667 55.77333333] ; [22.77333333 38.22666667],0
p2,1,0.554569,0.349195,[55 33] ; [41 20],[56.69798658 31.30201342] ; [39.30201342 21.69798658],0
b2,1,0.582777,0.301767,[15 33] ; [ 9 26],[13.87951807 34.12048193] ; [10.12048193 24.87951807],0
b3,1,0.582777,0.301767,[15 33] ; [ 9 26],[13.87951807 34.12048193] ; [10.12048193 24.87951807],0
a8,1,0.602335,0.271488,[ 8 76] ; [ 7 50],[ 8.93617021 75.06382979] ; [ 6.06382979 50.93617021],0
p6,1,0.624324,0.239837,[15 71] ; [12 46],[16.125 69.875] ; [10.875 47.125],0
a1,1,0.634776,0.22564,[ 3 86] ; [ 3 58],[ 3.56 85.44] ; [ 2.44 58.56],0
s5,1,0.773095,0.083133,[17 72] ; [12 45],[17.67808219 71.32191781] ; [11.32191781 45.67808219],0
u3,1,0.830491,0.045827,[27 31] ; [11 14],[26.55421687 31.44578313] ; [11.44578313 13.55421687],0
b5,1,0.892044,0.01842,[53 36] ; [37 24],[53.4 35.6] ; [36.6 24.4],0
n5,1,0.907849,0.013398,[49 40] ; [33 28],[48.65333333 40.34666667] ; [33.34666667 27.65333333],0
n2,1,0.920071,0.010069,[21 12] ; [13  7],[21.16981132 11.83018868] ; [12.83018868  7.16981132],0
p1,1,0.935508,0.006548,[ 6 81] ; [ 4 57],[ 5.87837838 81.12162162] ; [ 4.12162162 56.87837838],0
b4,1,0.947838,0.00428,[53 36] ; [36 25],[52.80666667 36.19333333] ; [36.19333333 24.80666667],0
u1,1,0.975376,0.000953,[ 3 86] ; [ 2 59],[ 2.96666667 86.03333333] ; [ 2.03333333 58.96666667],0
