Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.757911,[311  37] ; [38 24],[296.22439024  51.77560976] ; [52.77560976  9.22439024],1
p10,1,0.0,31.990173,[287  58] ; [31 30],[270.22167488  74.77832512] ; [47.77832512 13.22167488],1
v4,1,0.0,26.418334,[327  21] ; [44 16],[316.44117647  31.55882353] ; [54.55882353  5.44117647],1
n5,1,0.0,25.866573,[299  47] ; [37 25],[284.94117647  61.05882353] ; [51.05882353 10.94117647],1
r3,1,7e-06,20.281808,[324  22] ; [47 15],[314.62254902  31.37745098] ; [56.37745098  5.62254902],1
p9,1,1.5e-05,18.711896,[293  50] ; [38 23],[281.02227723  61.97772277] ; [49.97772277 11.02227723],1
p8,1,2.8e-05,17.515999,[182 161] ; [15 47],[166.84197531 176.15802469] ; [30.15802469 31.84197531],1
p11,1,0.000193,13.899712,[282  66] ; [37 25],[270.76097561  77.23902439] ; [48.23902439 13.76097561],1
s6,1,0.000302,13.056555,[235 106] ; [28 34],[222.53846154 118.46153846] ; [40.46153846 21.53846154],1
s2,1,0.000328,12.903556,[169 177] ; [15 47],[156.03921569 189.96078431] ; [27.96078431 34.03921569],1
s8,1,0.000383,12.613874,[144 203] ; [11 51],[131.50366748 215.49633252] ; [23.49633252 38.50366748],1
p4,1,0.000431,12.393366,[212 135] ; [23 39],[199.37652812 147.62347188] ; [35.62347188 26.37652812],1
p6,1,0.00058,11.837964,[137 207] ; [10 50],[125.16831683 218.83168317] ; [21.83168317 38.16831683],1
p2,1,0.001636,9.919132,[292  55] ; [41 20],[283.21323529  63.78676471] ; [49.78676471 11.21323529],0
n3,1,0.003493,8.530354,[56 15] ; [12 13],[50.29166667 20.70833333] ; [17.70833333  7.29166667],0
r2,1,0.004094,8.24165,[321  21] ; [49 10],[315.56109726  26.43890274] ; [54.43890274  4.56109726],0
u1,1,0.004267,8.166647,[ 69 279] ; [ 3 59],[ 61.11219512 286.88780488] ; [10.88780488 51.11219512],0
a1,1,0.006144,7.507709,[  9 339] ; [ 6 56],[ 12.73170732 335.26829268] ; [ 2.26829268 59.73170732],0
p3,1,0.00859,6.906119,[169 178] ; [19 43],[159.50122249 187.49877751] ; [28.49877751 33.50122249],0
b1,1,0.018656,5.533449,[130 218] ; [33 29],[138.35121951 209.64878049] ; [24.64878049 37.35121951],0
a5,1,0.021923,5.251857,[262  86] ; [38 24],[254.63414634  93.36585366] ; [45.36585366 16.63414634],0
r1,1,0.027845,4.837667,[273  73] ; [41 21],[266.28431373  79.71568627] ; [47.71568627 14.28431373],0
d1,1,0.029256,4.752466,[198 150] ; [26 36],[190.12682927 157.87317073] ; [33.87317073 28.12682927],0
p7,1,0.054926,3.684346,[211 132] ; [29 31],[204.26799007 138.73200993] ; [35.73200993 24.26799007],0
s7,1,0.06686,3.358483,[159 176] ; [20 38],[152.5826972 182.4173028] ; [26.4173028 31.5826972],0
s5,1,0.071133,3.256688,[109 226] ; [12 46],[103.14249364 231.85750636] ; [17.85750636 40.14249364],0
s3,1,0.080226,3.06031,[195 151] ; [27 34],[188.72727273 157.27272727] ; [33.27272727 27.72727273],0
a7,1,0.0848,2.970426,[251  97] ; [38 24],[245.29756098 102.70243902] ; [43.70243902 18.29756098],0
u2,1,0.111091,2.538634,[52 55] ; [13  6],[55.1984127 51.8015873] ; [9.8015873 9.1984127],0
p5,1,0.169866,1.884126,[ 36 310] ; [ 3 59],[ 33.07352941 312.92647059] ; [ 5.92647059 56.07352941],0
v1,1,0.21327,1.549092,[156 183] ; [22 37],[151.61306533 187.38693467] ; [26.38693467 32.61306533],0
d4,1,0.26006,1.268439,[280  68] ; [46 16],[276.70243902  71.29756098] ; [49.29756098 12.70243902],0
a4,1,0.264081,1.247236,[160 185] ; [24 38],[155.97051597 189.02948403] ; [28.02948403 33.97051597],0
p12,1,0.344251,0.894536,[ 22 323] ; [ 2 59],[ 20.39408867 324.60591133] ; [ 3.60591133 57.39408867],0
b3,1,0.384777,0.755384,[ 85 133] ; [12 26],[ 82.6015625 135.3984375] ; [14.3984375 23.6015625],0
b2,1,0.384777,0.755384,[ 85 133] ; [12 26],[ 82.6015625 135.3984375] ; [14.3984375 23.6015625],0
p1,1,0.388811,0.742657,[ 28 318] ; [ 3 58],[ 26.35380835 319.64619165] ; [ 4.64619165 56.35380835],0
s4,1,0.423891,0.639501,[ 64 277] ; [ 9 53],[ 61.76923077 279.23076923] ; [11.23076923 50.76923077],0
d5,1,0.432624,0.615769,[279  69] ; [47 15],[276.70243902  71.29756098] ; [49.29756098 12.70243902],0
d2,1,0.467371,0.528186,[168 178] ; [27 35],[165.36764706 180.63235294] ; [29.63235294 32.36764706],0
a8,1,0.512952,0.428041,[ 48 272] ; [11 49],[ 49.68421053 270.31578947] ; [ 9.31578947 50.68421053],0
d3,1,0.520639,0.412628,[228 120] ; [38 24],[225.77560976 122.22439024] ; [40.22439024 21.77560976],0
v2,1,0.579759,0.306624,[139 199] ; [22 37],[137.07304786 200.92695214] ; [23.92695214 35.07304786],0
b4,1,0.607734,0.263488,[203 145] ; [34 28],[201.16097561 146.83902439] ; [35.83902439 26.16097561],0
n1,1,0.666449,0.185784,[34 38] ; [11 15],[33.06122449 38.93877551] ; [11.93877551 14.06122449],0
a2,1,0.690397,0.158656,[ 81 267] ; [13 49],[ 79.78536585 268.21463415] ; [14.21463415 47.78536585],0
a6,1,0.707712,0.140573,[233 115] ; [40 22],[231.71707317 116.28292683] ; [41.28292683 20.71707317],0
u3,1,0.745882,0.105024,[55 52] ; [ 9 10],[54.34920635 52.65079365] ; [9.65079365 9.34920635],0
u4,1,0.759351,0.09384,[  4 344] ; [ 1 61],[  4.24390244 343.75609756] ; [ 0.75609756 61.24390244],0
a3,1,0.835679,0.043025,[240 107] ; [43 18],[240.68872549 106.31127451] ; [42.31127451 18.68872549],0
n2,1,0.933365,0.006991,[52 20] ; [19  7],[52.16326531 19.83673469] ; [18.83673469  7.16326531],0
b5,1,0.943265,0.005065,[206 142] ; [37 25],[206.25365854 141.74634146] ; [36.74634146 25.25365854],0
