Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,48.645032,[ 25 113] ; [167 146],[58.74944568 79.25055432] ; [133.25055432 179.74944568],1
b3,1,0.426084,0.633474,[27 52] ; [ 79 122],[29.90714286 49.09285714] ; [ 76.09285714 124.90714286],0
n1,1,0.462047,0.540932,[13 22] ; [33 41],[14.7706422 20.2293578] ; [31.2293578 42.7706422],0
s2,1,0.711376,0.136907,[53 85] ; [126 187],[54.77161863 83.22838137] ; [124.22838137 188.77161863],0
p6,1,0.739494,0.110572,[44 92] ; [ 96 216],[42.5 93.5] ; [ 97.5 214.5],0
b1,1,0.739583,0.110494,[54 85] ; [128 188],[55.6 83.4] ; [126.4 189.6],0
p1,1,0.83725,0.042194,[ 10 129] ; [ 21 294],[  9.49118943 129.50881057] ; [ 21.50881057 293.49118943],0
b5,1,0.858466,0.031801,[87 52] ; [195 121],[86.14945055 52.85054945] ; [195.85054945 120.14945055],0
s6,1,0.872455,0.025773,[79 60] ; [181 133],[79.77924945 59.22075055] ; [180.22075055 133.77924945],0
s1,1,0.919978,0.010092,[  5 132] ; [ 12 300],[  5.18708241 131.81291759] ; [ 11.81291759 300.18708241],0
p7,1,0.921681,0.009666,[78 56] ; [182 128],[78.46846847 55.53153153] ; [181.53153153 128.46846847],0
b4,1,0.96619,0.001797,[78 61] ; [178 138],[78.20659341 60.79340659] ; [177.79340659 138.20659341],0
