Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,98.704205,[262  54] ; [52 91],[216.17429194  99.82570806] ; [97.82570806 45.17429194],1
n6,1,1.3e-05,19.05213,[270  46] ; [97 46],[252.66230937  63.33769063] ; [114.33769063  28.66230937],1
a5,1,0.000445,12.333228,[226  91] ; [78 65],[209.49565217 107.50434783] ; [94.50434783 48.49565217],1
p10,1,0.000562,11.898879,[245  67] ; [89 52],[230.0397351  81.9602649] ; [103.9602649  37.0397351],1
s6,1,0.001175,10.530027,[208 105] ; [70 69],[192.50884956 120.49115044] ; [85.49115044 53.50884956],0
s7,1,0.001399,10.207436,[137 169] ; [40 99],[121.71235955 184.28764045] ; [55.28764045 83.71235955],0
p9,1,0.002148,9.418548,[254  55] ; [97 43],[241.55679287  67.44320713] ; [109.44320713  30.55679287],0
p11,1,0.003754,8.399316,[243  74] ; [91 52],[230.16956522  86.83043478] ; [103.83043478  39.16956522],0
a2,1,0.004307,8.149509,[ 74 243] ; [ 17 126],[ 62.71086957 254.28913043] ; [ 28.28913043 114.71086957],0
v1,1,0.006323,7.455958,[154 154] ; [51 90],[140.62360802 167.37639198] ; [64.37639198 76.62360802],0
p6,1,0.007507,7.147348,[ 89 222] ; [ 24 118],[ 77.57836645 233.42163355] ; [ 35.42163355 106.57836645],0
s8,1,0.014914,5.926606,[124 192] ; [ 39 103],[112.4628821 203.5371179] ; [50.5371179 91.4628821],0
a4,1,0.015646,5.842227,[139 176] ; [46 97],[127.23799127 187.76200873] ; [57.76200873 85.23799127],0
p8,1,0.031957,4.600827,[128 180] ; [44 98],[117.72444444 190.27555556] ; [54.27555556 87.72444444],0
p7,1,0.032107,4.592776,[161 140] ; [60 81],[150.5 150.5] ; [70.5 70.5],0
p4,1,0.032264,4.584408,[128 186] ; [43 99],[117.75 196.25] ; [53.25 88.75],0
s3,1,0.033008,4.545367,[171 139] ; [63 79],[160.48672566 149.51327434] ; [73.51327434 68.48672566],0
d2,1,0.035224,4.434268,[145 169] ; [51 92],[134.66958425 179.33041575] ; [61.33041575 81.66958425],0
p2,1,0.037238,4.339504,[252  65] ; [101  42],[243.26304348  73.73695652] ; [109.73695652  33.26304348],0
n2,1,0.037868,4.310921,[76 18] ; [34 18],[70.82191781 23.17808219] ; [39.17808219 12.82191781],0
a3,1,0.040015,4.217252,[218  98] ; [84 58],[208.36681223 107.63318777] ; [93.63318777 48.36681223],0
p5,1,0.070098,3.28072,[ 19 296] ; [  3 139],[ 15.16411379 299.83588621] ; [  6.83588621 135.16411379],0
a8,1,0.073342,3.206587,[ 45 245] ; [ 12 120],[ 39.17061611 250.82938389] ; [ 17.82938389 114.17061611],0
n1,1,0.076405,3.139754,[37 53] ; [14 39],[32.0979021 57.9020979] ; [18.9020979 34.0979021],0
s2,1,0.08572,2.952962,[155 158] ; [58 84],[146.52527473 166.47472527] ; [66.47472527 75.52527473],0
p1,1,0.089919,2.875818,[ 18 298] ; [  3 139],[ 14.48908297 301.51091703] ; [  6.51091703 135.48908297],0
s5,1,0.11471,2.488101,[ 89 217] ; [ 30 107],[ 82.1986456 223.8013544] ; [ 36.8013544 100.1986456],0
b2,1,0.121455,2.398451,[ 67 117] ; [18 51],[ 61.81818182 122.18181818] ; [23.18181818 45.81818182],0
b3,1,0.121455,2.398451,[ 67 117] ; [18 51],[ 61.81818182 122.18181818] ; [23.18181818 45.81818182],0
b1,1,0.131087,2.279585,[116 201] ; [ 42 101],[108.8826087 208.1173913] ; [49.1173913 93.8826087],0
v3,1,0.152405,2.04801,[106 198] ; [38 98],[ 99.49090909 204.50909091] ; [44.50909091 91.49090909],0
r2,1,0.175887,1.832039,[297  16] ; [131  12],[293.78070175  19.21929825] ; [134.21929825   8.78070175],0
a7,1,0.19443,1.683726,[217  99] ; [106  36],[222.8558952  93.1441048] ; [100.1441048  41.8558952],0
r3,1,0.197662,1.659563,[289  26] ; [136   7],[292.30349345  22.69650655] ; [132.69650655  10.30349345],0
r1,1,0.210844,1.565623,[248  67] ; [105  38],[242.78384279  72.21615721] ; [110.21615721  32.78384279],0
d1,1,0.258032,1.279287,[171 146] ; [69 74],[165.39130435 151.60869565] ; [74.60869565 68.39130435],0
p12,1,0.279816,1.167985,[ 16 299] ; [  4 137],[ 13.81578947 301.18421053] ; [  6.18421053 134.81578947],0
u1,1,0.293659,1.102771,[ 42 275] ; [ 14 129],[ 38.59130435 278.40869565] ; [ 17.40869565 125.59130435],0
s4,1,0.350305,0.872351,[ 50 262] ; [ 28 115],[ 53.48571429 258.51428571] ; [ 24.51428571 118.48571429],0
r4,1,0.423156,0.641533,[279  38] ; [122  21],[276.34130435  40.65869565] ; [124.65869565  18.34130435],0
d5,1,0.447012,0.578216,[244  72] ; [105  37],[240.79475983  75.20524017] ; [108.20524017  33.79475983],0
d3,1,0.562529,0.335344,[211 104] ; [99 43],[213.6761488 101.3238512] ; [96.3238512 45.6761488],0
a1,1,0.572672,0.318232,[ 10 307] ; [  6 137],[ 11.02608696 305.97391304] ; [  4.97391304 138.02608696],0
a6,1,0.609781,0.260494,[211 105] ; [92 51],[208.60130719 107.39869281] ; [94.39869281 48.60130719],0
u2,1,0.668417,0.183459,[54 44] ; [34 24],[55.28205128 42.71794872] ; [32.71794872 25.28205128],0
b4,1,0.682758,0.167037,[186 131] ; [81 62],[183.99782609 133.00217391] ; [83.00217391 59.99782609],0
b5,1,0.748095,0.103139,[199 118] ; [92 51],[200.53695652 116.46304348] ; [90.46304348 52.53695652],0
s1,1,0.755897,0.096642,[ 11 295] ; [  6 137],[ 11.5857461 294.4142539] ; [  5.4142539 137.5857461],0
n3,1,0.841418,0.040032,[64 28] ; [37 15],[64.52777778 27.47222222] ; [36.47222222 15.52777778],0
u3,1,0.847065,0.037197,[54 45] ; [32 25],[54.57692308 44.42307692] ; [31.42307692 25.57692308],0
d4,1,0.860133,0.031048,[249  66] ; [112  31],[248.2860262  66.7139738] ; [112.7139738  30.2860262],0
v2,1,0.871549,0.026144,[147 152] ; [68 68],[147.7816092 151.2183908] ; [67.2183908 68.7816092],0
