Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.646577,[44 19] ; [11 34],[32.08333333 30.91666667] ; [22.91666667 22.08333333],1
a8,1,0.001864,9.679024,[15 42] ; [ 1 39],[ 9.40206186 47.59793814] ; [ 6.59793814 33.40206186],0
s5,1,0.009337,6.757219,[27 33] ; [ 9 35],[20.76923077 39.23076923] ; [15.23076923 28.76923077],0
s7,1,0.015998,5.803091,[31 26] ; [13 30],[25.08 31.92] ; [18.92 24.08],0
s8,1,0.020899,5.335202,[28 35] ; [10 34],[22.37383178 40.62616822] ; [15.62616822 28.37383178],0
s6,1,0.031664,4.616573,[46 14] ; [25 19],[40.96153846 19.03846154] ; [30.03846154 13.96153846],0
d2,1,0.038274,4.292821,[36 26] ; [17 28],[30.71028037 31.28971963] ; [22.28971963 22.71028037],0
r3,1,0.060098,3.534681,[59  3] ; [38  7],[56.20560748  5.79439252] ; [40.79439252  4.20560748],0
p4,1,0.160073,1.973534,[38 25] ; [21 24],[34.41666667 28.58333333] ; [24.58333333 20.41666667],0
p1,1,0.194733,1.681443,[ 5 57] ; [ 1 44],[ 3.47663551 58.52336449] ; [ 2.52336449 42.47663551],0
s1,1,0.194733,1.681443,[ 5 57] ; [ 1 44],[ 3.47663551 58.52336449] ; [ 2.52336449 42.47663551],0
n2,1,0.224551,1.475048,[17  3] ; [8 4],[15.625  4.375] ; [9.375 2.625],0
b4,1,0.254809,1.296741,[35 28] ; [20 25],[32.08333333 30.91666667] ; [22.91666667 22.08333333],0
n3,1,0.257899,1.28,[18  2] ; [9 3],[16.875  3.125] ; [10.125  1.875],0
u1,1,0.264193,1.246653,[12 51] ; [ 5 40],[ 9.91666667 53.08333333] ; [ 7.08333333 37.91666667],0
r1,1,0.265013,1.242379,[47 15] ; [29 15],[44.45283019 17.54716981] ; [31.54716981 12.45283019],0
v4,1,0.294365,1.099548,[54  8] ; [42  3],[55.62616822  6.37383178] ; [40.37383178  4.62616822],0
p3,1,0.297562,1.085086,[30 33] ; [26 19],[32.66666667 30.33333333] ; [23.33333333 21.66666667],0
p5,1,0.309645,1.032191,[ 6 56] ; [ 2 43],[ 4.63551402 57.36448598] ; [ 3.36448598 41.63551402],0
a1,1,0.314282,1.012594,[ 4 59] ; [ 1 44],[ 2.91666667 60.08333333] ; [ 2.08333333 42.91666667],0
s4,1,0.347755,0.881633,[16 47] ; [ 8 37],[14. 49.] ; [10. 35.],0
b5,1,0.362541,0.829071,[41 22] ; [33 12],[43.16666667 19.83333333] ; [30.83333333 14.16666667],0
a6,1,0.378096,0.776885,[41 21] ; [26 19],[38.82242991 23.17757009] ; [28.17757009 16.82242991],0
v2,1,0.382634,0.762221,[30 29] ; [19 26],[27.79807692 31.20192308] ; [21.20192308 23.79807692],0
b1,1,0.396377,0.719291,[36 27] ; [22 23],[33.83333333 29.16666667] ; [24.16666667 20.83333333],0
r4,1,0.432111,0.617143,[54  9] ; [36  9],[52.5 10.5] ; [37.5  7.5],0
u2,1,0.433273,0.614035,[ 8 12] ; [8 7],[ 9.14285714 10.85714286] ; [6.85714286 8.14285714],0
d5,1,0.46815,0.526339,[44 18] ; [34 10],[45.62264151 16.37735849] ; [32.37735849 11.62264151],0
p9,1,0.50084,0.453155,[44 19] ; [28 16],[42.39252336 20.60747664] ; [29.60747664 14.39252336],0
n6,1,0.509572,0.434947,[44 17] ; [35 10],[45.46226415 15.53773585] ; [33.53773585 11.46226415],0
p2,1,0.512102,0.429769,[47 16] ; [36  9],[48.41666667 14.58333333] ; [34.58333333 10.41666667],0
d3,1,0.572518,0.318487,[37 25] ; [28 15],[38.38095238 23.61904762] ; [26.61904762 16.38095238],0
n5,1,0.574265,0.315599,[39 23] ; [30 14],[40.35849057 21.64150943] ; [28.64150943 15.35849057],0
a4,1,0.577038,0.311047,[26 37] ; [21 24],[27.41666667 35.58333333] ; [19.58333333 25.41666667],0
r2,1,0.579644,0.30681,[56  6] ; [42  3],[56.78504673  5.21495327] ; [41.21495327  3.78504673],0
v3,1,0.581757,0.303403,[17 43] ; [15 30],[18.28571429 41.71428571] ; [13.71428571 31.28571429],0
n4,1,0.594161,0.283892,[41 20] ; [28 17],[39.70754717 21.29245283] ; [29.29245283 15.70754717],0
p10,1,0.616582,0.2507,[37 25] ; [29 16],[38.24299065 23.75700935] ; [27.75700935 17.24299065],0
d1,1,0.625051,0.238832,[31 32] ; [20 25],[29.75 33.25] ; [21.25 23.75],0
d4,1,0.692651,0.156231,[44 17] ; [34 11],[44.88679245 16.11320755] ; [33.11320755 11.88679245],0
p6,1,0.694473,0.154286,[27 36] ; [21 24],[28. 35.] ; [20. 25.],0
v1,1,0.702828,0.145546,[28 34] ; [22 23],[28.97196262 33.02803738] ; [21.02803738 23.97196262],0
a5,1,0.726185,0.122644,[44 19] ; [30 15],[43.16666667 19.83333333] ; [30.83333333 14.16666667],0
p12,1,0.766525,0.088163,[ 2 61] ; [ 1 44],[ 1.75 61.25] ; [ 1.25 43.75],0
n1,1,0.768398,0.086713,[ 8 12] ; [5 6],[ 8.38709677 11.61290323] ; [4.61290323 6.38709677],0
a2,1,0.787207,0.072867,[14 49] ; [11 34],[14.58333333 48.41666667] ; [10.41666667 34.58333333],0
p8,1,0.795799,0.066971,[26 36] ; [20 25],[26.65420561 35.34579439] ; [19.34579439 25.65420561],0
u3,1,0.830494,0.045825,[10  9] ; [9 7],[10.31428571  8.68571429] ; [8.68571429 7.31428571],0
a3,1,0.843269,0.039091,[42 20] ; [29 15],[41.52830189 20.47169811] ; [29.47169811 14.52830189],0
b3,1,0.981048,0.000564,[ 8 26] ; [ 5 16],[ 8.03636364 25.96363636] ; [ 4.96363636 16.03636364],0
b2,1,0.981048,0.000564,[ 8 26] ; [ 5 16],[ 8.03636364 25.96363636] ; [ 4.96363636 16.03636364],0
a7,1,0.993707,6.2e-05,[43 20] ; [30 14],[42.98130841 20.01869159] ; [30.01869159 13.98130841],0
