Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000341,12.829206,[ 5 38] ; [9 7],[10.20338983 32.79661017] ; [ 3.79661017 12.20338983],1
p7,1,0.003509,8.522009,[14 29] ; [12  4],[18.94915254 24.05084746] ; [7.05084746 8.94915254],0
p4,1,0.037396,4.332302,[14 29] ; [10  6],[17.49152542 25.50847458] ; [6.50847458 9.49152542],0
s6,1,0.043232,4.086297,[12 31] ; [9 7],[15.30508475 27.69491525] ; [ 5.69491525 10.30508475],0
u2,1,0.083392,2.997528,[11 14] ; [5 1],[12.90322581 12.09677419] ; [3.09677419 2.90322581],0
s1,1,0.083861,2.988431,[ 2 41] ; [ 3 13],[ 3.6440678 39.3559322] ; [ 1.3559322 14.6440678],0
b2,1,0.100512,2.697407,[ 7 15] ; [ 1 12],[ 5.02857143 16.97142857] ; [ 2.97142857 10.02857143],0
b3,1,0.100512,2.697407,[ 7 15] ; [ 1 12],[ 5.02857143 16.97142857] ; [ 2.97142857 10.02857143],0
p3,1,0.146415,2.109205,[ 9 34] ; [6 9],[11.12068966 31.87931034] ; [ 3.87931034 11.12068966],0
n6,1,0.155822,2.014312,[27 15] ; [7 9],[24.62068966 17.37931034] ; [9.37931034 6.62068966],0
n1,1,0.168598,1.895363,[ 4 15] ; [3 3],[ 5.32 13.68] ; [1.68 4.32],0
a3,1,0.180889,1.790306,[18 24] ; [10  6],[20.27586207 21.72413793] ; [7.72413793 8.27586207],0
b4,1,0.188237,1.731359,[27 16] ; [7 9],[24.77966102 18.22033898] ; [9.22033898 6.77966102],0
p2,1,0.218066,1.517056,[29 14] ; [8 8],[26.96610169 16.03389831] ; [10.03389831  5.96610169],0
r1,1,0.231487,1.431704,[15 28] ; [ 3 13],[13.11864407 29.88135593] ; [ 4.88135593 11.11864407],0
p10,1,0.239939,1.380952,[23 19] ; [ 6 10],[21. 21.] ; [8. 8.],0
d3,1,0.250266,1.321819,[17 26] ; [9 7],[18.94915254 24.05084746] ; [7.05084746 8.94915254],0
p1,1,0.28636,1.136654,[ 2 41] ; [ 2 14],[ 2.91525424 40.08474576] ; [ 1.08474576 14.91525424],0
a6,1,0.323985,0.972793,[18 25] ; [9 7],[19.6779661 23.3220339] ; [7.3220339 8.6779661],0
s7,1,0.339096,0.913846,[ 6 33] ; [ 4 11],[ 7.22222222 31.77777778] ; [ 2.77777778 12.22222222],0
d1,1,0.361515,0.832622,[10 33] ; [ 2 14],[ 8.74576271 34.25423729] ; [ 3.25423729 12.74576271],0
a8,1,0.459816,0.546341,[ 5 36] ; [ 3 12],[ 5.85714286 35.14285714] ; [ 2.14285714 12.85714286],0
u3,1,0.483008,0.492063,[ 5 20] ; [2 4],[ 5.64516129 19.35483871] ; [1.35483871 4.64516129],0
p8,1,0.487676,0.48165,[13 30] ; [6 9],[14.0862069 28.9137931] ; [ 4.9137931 10.0862069],0
a7,1,0.505928,0.44248,[23 20] ; [7 9],[21.86440678 21.13559322] ; [8.13559322 7.86440678],0
v2,1,0.539792,0.375926,[14 28] ; [ 4 12],[13.03448276 28.96551724] ; [ 4.96551724 11.03448276],0
n3,1,0.56628,0.328947,[12  7] ; [3 3],[11.4  7.6] ; [3.6 2.4],0
s4,1,0.587435,0.294367,[ 8 35] ; [ 4 12],[ 8.74576271 34.25423729] ; [ 3.25423729 12.74576271],0
b5,1,0.644052,0.213482,[24 19] ; [10  6],[24.77966102 18.22033898] ; [9.22033898 6.77966102],0
n5,1,0.64698,0.209729,[27 16] ; [9 7],[26.23728814 16.76271186] ; [9.76271186 6.23728814],0
s8,1,0.648711,0.207529,[ 6 37] ; [ 3 13],[ 6.55932203 36.44067797] ; [ 2.44067797 13.55932203],0
v1,1,0.663262,0.189585,[11 32] ; [ 5 11],[11.66101695 31.33898305] ; [ 4.33898305 11.66101695],0
a5,1,0.690257,0.158807,[19 24] ; [8 8],[19.6779661 23.3220339] ; [7.3220339 8.6779661],0
a1,1,0.717892,0.130521,[ 4 39] ; [ 2 14],[ 4.37288136 38.62711864] ; [ 1.62711864 14.37288136],0
s5,1,0.719654,0.128824,[ 7 36] ; [ 2 14],[ 6.55932203 36.44067797] ; [ 2.44067797 13.55932203],0
