Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000341,12.829206,[ 5 38] ; [9 7],[10.20338983 32.79661017] ; [ 3.79661017 12.20338983],1
d5,1,0.727924,0.121026,[21 22] ; [7 9],[20.40677966 22.59322034] ; [7.59322034 8.40677966],0
n2,1,0.734139,0.115345,[11  8] ; [3 3],[10.64  8.36] ; [3.36 2.64],0
d4,1,0.761799,0.091881,[25 18] ; [10  6],[25.50847458 17.49152542] ; [9.49152542 6.50847458],0
p11,1,0.761799,0.091881,[25 18] ; [10  6],[25.50847458 17.49152542] ; [9.49152542 6.50847458],0
b1,1,0.761799,0.091881,[25 18] ; [10  6],[25.50847458 17.49152542] ; [9.49152542 6.50847458],0
p6,1,0.770772,0.084894,[ 7 35] ; [ 3 12],[ 7.36842105 34.63157895] ; [ 2.63157895 12.36842105],0
p12,1,0.803728,0.061765,[ 2 41] ; [ 1 15],[ 2.18644068 40.81355932] ; [ 0.81355932 15.18644068],0
n4,1,0.811453,0.056907,[23 20] ; [8 8],[22.59322034 20.40677966] ; [8.40677966 7.59322034],0
r4,1,0.853259,0.034211,[ 9 34] ; [ 3 13],[ 8.74576271 34.25423729] ; [ 3.25423729 12.74576271],0
p9,1,0.875155,0.024685,[24 17] ; [9 7],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
r3,1,0.879901,0.02283,[28 14] ; [11  5],[28.24137931 13.75862069] ; [10.75862069  5.24137931],0
v4,1,0.89611,0.01705,[25 18] ; [9 7],[24.77966102 18.22033898] ; [9.22033898 6.77966102],0
d2,1,0.963633,0.002079,[11 32] ; [ 4 12],[10.93220339 32.06779661] ; [ 4.06779661 11.93220339],0
a4,1,0.963633,0.002079,[11 32] ; [ 4 12],[10.93220339 32.06779661] ; [ 4.06779661 11.93220339],0
