Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000127,14.683981,[ 8 28] ; [32 18],[16.74418605 19.25581395] ; [23.25581395 26.74418605],1
r2,1,0.000316,12.973963,[19 13] ; [47  4],[25.44578313  6.55421687] ; [40.55421687 10.44578313],1
n6,1,0.00043,12.395804,[22 14] ; [47  4],[28.55172414  7.44827586] ; [40.44827586 10.55172414],1
p10,1,0.00067,11.569444,[17 17] ; [43  8],[24. 10.] ; [36. 15.],1
b1,1,0.001141,10.58373,[24 12] ; [16 35],[16.55172414 19.44827586] ; [23.44827586 27.55172414],0
r3,1,0.005444,7.725731,[29  7] ; [50  1],[32.68965517  3.31034483] ; [46.31034483  4.68965517],0
p9,1,0.023959,5.097579,[23 12] ; [44  7],[27.26744186  7.73255814] ; [39.73255814 11.26744186],0
s5,1,0.028242,4.813223,[ 5 28] ; [17 28],[ 9.30769231 23.69230769] ; [12.69230769 32.30769231],0
p7,1,0.03306,4.542672,[17 19] ; [35 15],[21.76744186 14.23255814] ; [30.23255814 19.76744186],0
p2,1,0.041783,4.143965,[22 13] ; [42  9],[26.04651163  8.95348837] ; [37.95348837 13.04651163],0
p8,1,0.061964,3.484029,[11 23] ; [26 23],[15.15662651 18.84337349] ; [21.84337349 27.15662651],0
p3,1,0.076013,3.148148,[12 22] ; [28 23],[16. 18.] ; [24. 27.],0
s3,1,0.080351,3.057778,[14 22] ; [29 21],[18. 18.] ; [25. 25.],0
p4,1,0.081315,3.038422,[15 20] ; [31 19],[18.94117647 16.05882353] ; [27.05882353 22.94117647],0
n4,1,0.085588,2.955453,[23 13] ; [41 10],[26.48275862  9.51724138] ; [37.51724138 13.48275862],0
b4,1,0.089746,2.878919,[19 17] ; [36 15],[22.75862069 13.24137931] ; [32.24137931 18.75862069],0
v4,1,0.09688,2.756169,[27  8] ; [46  5],[29.70930233  5.29069767] ; [43.29069767  7.70930233],0
d4,1,0.103513,2.650568,[26 10] ; [44  7],[28.96551724  7.03448276] ; [41.03448276  9.96551724],0
d5,1,0.107485,2.590809,[27  9] ; [45  6],[29.79310345  6.20689655] ; [42.20689655  8.79310345],0
p6,1,0.136793,2.213665,[11 22] ; [24 24],[14.25925926 18.74074074] ; [20.74074074 27.25925926],0
s8,1,0.143401,2.141076,[10 26] ; [22 29],[13.24137931 22.75862069] ; [18.75862069 32.24137931],0
p5,1,0.144532,2.12903,[ 2 34] ; [ 8 43],[ 4.13793103 31.86206897] ; [ 5.86206897 45.13793103],0
s1,1,0.168858,1.893049,[ 3 33] ; [ 1 49],[ 1.6744186 34.3255814] ; [ 2.3255814 47.6744186],0
n5,1,0.183368,1.770116,[22 14] ; [38 13],[24.82758621 11.17241379] ; [35.17241379 15.82758621],0
v1,1,0.191467,1.706296,[18 15] ; [35 16],[20.82142857 12.17857143] ; [32.17857143 18.82142857],0
