Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4e-06,21.061767,[25  7] ; [15 40],[14.71264368 17.28735632] ; [25.28735632 29.71264368],1
p6,1,0.000293,13.112586,[20 11] ; [13 40],[12.17857143 18.82142857] ; [20.82142857 32.17857143],1
p11,1,0.003745,8.403703,[29  3] ; [34 21],[23.17241379  8.82758621] ; [39.82758621 15.17241379],0
p4,1,0.00456,8.045979,[24  8] ; [24 31],[17.65517241 14.34482759] ; [30.34482759 24.65517241],0
r4,1,0.007742,7.092135,[25  7] ; [27 28],[19.12643678 12.87356322] ; [32.87356322 22.12643678],0
p10,1,0.010693,6.51556,[28  4] ; [34 21],[22.8045977  9.1954023] ; [39.1954023 15.8045977],0
p3,1,0.016505,5.748264,[21 11] ; [21 33],[15.62790698 16.37209302] ; [26.37209302 27.62790698],0
v4,1,0.017094,5.686736,[30  2] ; [40 15],[25.74712644  6.25287356] ; [44.25287356 10.74712644],0
s8,1,0.020106,5.402626,[18 14] ; [17 38],[12.87356322 19.12643678] ; [22.12643678 32.87356322],0
v3,1,0.022636,5.196204,[16 16] ; [13 38],[11.18072289 20.81927711] ; [17.81927711 33.18072289],0
v1,1,0.031691,4.615125,[19 13] ; [18 33],[14.26506024 17.73493976] ; [22.73493976 28.26506024],0
p2,1,0.051352,3.796745,[25  7] ; [31 23],[20.8372093 11.1627907] ; [35.1627907 18.8372093],0
n6,1,0.054126,3.708815,[28  3] ; [40 15],[24.51162791  6.48837209] ; [43.48837209 11.51162791],0
d3,1,0.082789,3.009278,[30  2] ; [44 11],[27.2183908  4.7816092] ; [46.7816092  8.2183908],0
s6,1,0.089592,2.881688,[22 10] ; [27 27],[18.23255814 13.76744186] ; [30.76744186 23.23255814],0
a4,1,0.094449,2.796856,[13 19] ; [32 22],[16.74418605 15.25581395] ; [28.25581395 25.74418605],0
b1,1,0.104567,2.634475,[10 22] ; [27 28],[13.6091954 18.3908046] ; [23.3908046 31.6091954],0
p5,1,0.11272,2.515668,[ 6 26] ; [ 4 50],[ 3.72093023 28.27906977] ; [ 6.27906977 47.72093023],0
n5,1,0.116431,2.464679,[25  7] ; [34 21],[21.70114943 10.29885057] ; [37.29885057 17.70114943],0
u3,1,0.137564,2.205,[6 2] ; [4 6],[4.44444444 3.55555556] ; [5.55555556 4.44444444],0
u2,1,0.167938,1.90125,[5 3] ; [3 7],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
p9,1,0.181894,1.782078,[27  5] ; [38 15],[24.47058824  7.52941176] ; [40.52941176 12.47058824],0
d2,1,0.185055,1.756551,[20 12] ; [41 13],[22.69767442  9.30232558] ; [38.30232558 15.69767442],0
r2,1,0.198796,1.651198,[29  3] ; [40 10],[26.92682927  5.07317073] ; [42.07317073  7.92682927],0
b4,1,0.201526,1.631278,[23  9] ; [32 23],[20.22988506 11.77011494] ; [34.77011494 20.22988506],0
s7,1,0.241058,1.374398,[15 16] ; [18 33],[12.47560976 18.52439024] ; [20.52439024 30.47560976],0
a7,1,0.341273,0.905643,[23  9] ; [34 21],[20.96551724 11.03448276] ; [36.03448276 18.96551724],0
a6,1,0.393534,0.727996,[18 14] ; [36 19],[19.86206897 12.13793103] ; [34.13793103 20.86206897],0
s5,1,0.394578,0.724788,[11 20] ; [13 36],[ 9.3 21.7] ; [14.7 34.3],0
a8,1,0.408074,0.684405,[ 1 30] ; [ 4 48],[ 1.86746988 29.13253012] ; [ 3.13253012 48.86746988],0
a3,1,0.449021,0.573123,[24  8] ; [45 10],[25.37931034  6.62068966] ; [43.62068966 11.37931034],0
v2,1,0.45498,0.558217,[19 13] ; [26 25],[17.34939759 14.65060241] ; [27.65060241 23.34939759],0
a2,1,0.482357,0.493529,[ 5 27] ; [12 43],[ 6.25287356 25.74712644] ; [10.74712644 44.25287356],0
n2,1,0.498495,0.458139,[8 3] ; [14  9],[7.11764706 3.88235294] ; [14.88235294  8.11764706],0
s4,1,0.522263,0.409423,[ 7 25] ; [ 9 46],[ 5.88505747 26.11494253] ; [10.11494253 44.88505747],0
n3,1,0.528871,0.396561,[7 4] ; [12 11],[6.14705882 4.85294118] ; [12.85294118 10.14705882],0
b5,1,0.570672,0.32156,[19 13] ; [36 19],[20.22988506 11.77011494] ; [34.77011494 20.22988506],0
s1,1,0.587824,0.293756,[ 2 30] ; [ 2 52],[ 1.48837209 30.51162791] ; [ 2.51162791 51.48837209],0
b2,1,0.599042,0.276443,[ 7 13] ; [16 22],[ 7.93103448 12.06896552] ; [15.06896552 22.93103448],0
b3,1,0.599042,0.276443,[ 7 13] ; [16 22],[ 7.93103448 12.06896552] ; [15.06896552 22.93103448],0
n1,1,0.601508,0.272727,[3 8] ; [ 8 14],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
r3,1,0.625944,0.237602,[28  4] ; [46  9],[27.2183908  4.7816092] ; [46.7816092  8.2183908],0
s3,1,0.682125,0.167743,[16 16] ; [25 30],[15.08045977 16.91954023] ; [25.91954023 29.08045977],0
s2,1,0.682125,0.167743,[16 16] ; [25 30],[15.08045977 16.91954023] ; [25.91954023 29.08045977],0
u4,1,0.694911,0.15382,[ 1 31] ; [ 1 54],[ 0.73563218 31.26436782] ; [ 1.26436782 53.73563218],0
a1,1,0.728122,0.120843,[ 3 29] ; [ 4 51],[ 2.57471264 29.42528736] ; [ 4.42528736 50.57471264],0
a5,1,0.733762,0.115685,[24  8] ; [43 12],[24.64367816  7.35632184] ; [42.35632184 12.64367816],0
n4,1,0.784425,0.074833,[23  9] ; [38 17],[22.43678161  9.56321839] ; [38.56321839 16.43678161],0
p1,1,0.789624,0.071182,[ 4 28] ; [ 8 47],[ 4.4137931 27.5862069] ; [ 7.5862069 47.4137931],0
u1,1,0.82076,0.051333,[ 3 29] ; [ 6 49],[ 3.31034483 28.68965517] ; [ 5.68965517 49.31034483],0
