Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000164,14.206083,[91  9] ; [3 4],[87.85046729 12.14953271] ; [6.14953271 0.85046729],1
a7,1,0.004417,8.103704,[67 32] ; [1 6],[63.50943396 35.49056604] ; [4.49056604 2.50943396],0
r2,1,0.006063,7.531432,[91  9] ; [4 3],[88.78504673 11.21495327] ; [6.21495327 0.78504673],0
p9,1,0.007402,7.17267,[83 16] ; [3 4],[80.32075472 18.67924528] ; [5.67924528 1.32075472],0
p10,1,0.01168,6.358735,[80 17] ; [3 4],[77.41346154 19.58653846] ; [5.58653846 1.41346154],0
p11,1,0.017552,5.640286,[81 19] ; [3 4],[78.5046729 21.4953271] ; [5.4953271 1.5046729],0
p2,1,0.046588,3.960203,[76 23] ; [3 4],[73.78301887 25.21698113] ; [5.21698113 1.78301887],0
r3,1,0.046827,3.951582,[93  7] ; [5 2],[91.58878505  8.41121495] ; [6.41121495 0.58878505],0
n4,1,0.11909,2.429252,[71 29] ; [3 4],[69.1588785 30.8411215] ; [4.8411215 2.1588785],0
s8,1,0.135543,2.227843,[43 57] ; [1 6],[41.12149533 58.87850467] ; [2.87850467 4.12149533],0
s5,1,0.153069,2.0414,[40 56] ; [1 6],[38.21359223 57.78640777] ; [2.78640777 4.21359223],0
s7,1,0.163245,1.943905,[53 42] ; [2 5],[51.2254902 43.7745098] ; [3.7745098 3.2254902],0
s4,1,0.18016,1.796302,[21 79] ; [3 4],[22.42990654 77.57009346] ; [1.57009346 5.42990654],0
a6,1,0.22413,1.477727,[65 34] ; [3 4],[63.50943396 35.49056604] ; [4.49056604 2.50943396],0
p4,1,0.273126,1.20098,[49 49] ; [5 2],[50.4 47.6] ; [3.6 3.4],0
s1,1,0.316993,1.001312,[ 5 92] ; [1 6],[ 5.59615385 91.40384615] ; [0.40384615 6.59615385],0
d3,1,0.358032,0.844786,[46 53] ; [2 5],[44.83018868 54.16981132] ; [3.16981132 3.83018868],0
r1,1,0.366557,0.815304,[73 27] ; [4 3],[71.96261682 28.03738318] ; [5.03738318 1.96261682],0
d1,1,0.3914,0.734588,[ 6 94] ; [1 6],[ 6.54205607 93.45794393] ; [0.45794393 6.54205607],0
b4,1,0.402924,0.699582,[59 41] ; [3 4],[57.94392523 42.05607477] ; [4.05607477 2.94392523],0
p3,1,0.415841,0.662039,[41 58] ; [4 3],[42.02830189 56.97169811] ; [2.97169811 4.02830189],0
b5,1,0.425382,0.635398,[56 44] ; [5 2],[57.00934579 42.99065421] ; [3.99065421 3.00934579],0
n6,1,0.487942,0.481061,[82 18] ; [5 2],[81.30841121 18.69158879] ; [5.69158879 1.30841121],0
s2,1,0.490499,0.475431,[57 41] ; [5 2],[57.86666667 40.13333333] ; [4.13333333 2.86666667],0
u2,1,0.576887,0.311294,[32 18] ; [2 2],[31.48148148 18.51851852] ; [2.51851852 1.48148148],0
p6,1,0.593633,0.284706,[32 65] ; [3 4],[32.64423077 64.35576923] ; [2.35576923 4.64423077],0
v3,1,0.664142,0.188531,[36 62] ; [2 5],[35.46666667 62.53333333] ; [2.53333333 4.46666667],0
n3,1,0.667167,0.184934,[15  8] ; [1 1],[14.72  8.28] ; [1.28 0.72],0
d2,1,0.686982,0.162372,[22 78] ; [2 5],[22.42990654 77.57009346] ; [1.57009346 5.42990654],0
a3,1,0.754195,0.098039,[48 50] ; [3 4],[47.6 50.4] ; [3.4 3.6],0
v1,1,0.794003,0.068182,[47 51] ; [3 4],[46.66666667 51.33333333] ; [3.33333333 3.66666667],0
n5,1,0.833427,0.044229,[75 25] ; [5 2],[74.76635514 25.23364486] ; [5.23364486 1.76635514],0
p5,1,0.844192,0.038626,[17 82] ; [1 6],[16.81132075 82.18867925] ; [1.18867925 5.81132075],0
u3,1,0.849624,0.035948,[28 23] ; [2 2],[27.81818182 23.18181818] ; [2.18181818 1.81818182],0
a5,1,0.853223,0.034228,[53 46] ; [4 3],[53.23584906 45.76415094] ; [3.76415094 3.23584906],0
b1,1,0.88151,0.022218,[40 60] ; [3 4],[40.18691589 59.81308411] ; [2.81308411 4.18691589],0
s3,1,0.882466,0.021858,[66 30] ; [5 2],[66.17475728 29.82524272] ; [4.82524272 2.17475728],0
p7,1,0.890202,0.019058,[58 39] ; [4 3],[57.82692308 39.17307692] ; [4.17307692 2.82692308],0
d4,1,0.934888,0.006674,[55 44] ; [4 3],[55.10377358 43.89622642] ; [3.89622642 3.10377358],0
p8,1,0.934888,0.006674,[55 44] ; [4 3],[55.10377358 43.89622642] ; [3.89622642 3.10377358],0
v2,1,0.944515,0.004844,[42 53] ; [3 4],[41.91176471 53.08823529] ; [3.08823529 3.91176471],0
a8,1,0.990932,0.000129,[13 79] ; [1 6],[13.01010101 78.98989899] ; [0.98989899 6.01010101],0
p1,1,0.991554,0.000112,[14 85] ; [1 6],[14.00943396 84.99056604] ; [0.99056604 6.00943396],0
