Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.720832,[33 71] ; [37 12],[47.58169935 56.41830065] ; [22.41830065 26.58169935],1
r1,1,0.000102,15.095828,[64 44] ; [45  5],[74.50632911 33.49367089] ; [34.49367089 15.50632911],1
n4,1,0.001332,10.298099,[66 43] ; [43  7],[74.72327044 34.27672956] ; [34.27672956 15.72327044],0
p3,1,0.011105,6.448403,[43 66] ; [30 19],[50.36075949 58.63924051] ; [22.63924051 26.36075949],0
v1,1,0.027164,4.880357,[43 64] ; [29 20],[49.38461538 57.61538462] ; [22.61538462 26.38461538],0
s5,1,0.031996,4.598724,[19 88] ; [16 32],[24.16129032 82.83870968] ; [10.83870968 37.16129032],0
p12,1,0.046428,3.965989,[  3 107] ; [ 5 44],[  5.53459119 104.46540881] ; [ 2.46540881 46.53459119],0
p5,1,0.0472,3.938249,[  7 103] ; [ 8 41],[10.37735849 99.62264151] ; [ 4.62264151 44.37735849],0
n5,1,0.082058,3.023653,[75 34] ; [41  9],[79.52201258 29.47798742] ; [36.47798742 13.52201258],0
r2,1,0.085223,2.962366,[95 14] ; [48  2],[98.03144654 10.96855346] ; [44.96855346  5.03144654],0
s3,1,0.104187,2.640258,[51 59] ; [29 19],[55.69620253 54.30379747] ; [24.30379747 23.69620253],0
d3,1,0.119854,2.419232,[26 82] ; [18 32],[30.07594937 77.92405063] ; [13.92405063 36.07594937],0
p4,1,0.121169,2.402145,[55 55] ; [31 18],[59.49685535 50.50314465] ; [26.50314465 22.49685535],0
a5,1,0.129345,2.300349,[54 56] ; [31 19],[58.4375 51.5625] ; [26.5625 23.4375],0
p1,1,0.141799,2.158324,[11 99] ; [ 9 40],[13.83647799 96.16352201] ; [ 6.16352201 42.83647799],0
s4,1,0.147381,2.099154,[24 85] ; [ 6 43],[20.69620253 88.30379747] ; [ 9.30379747 39.69620253],0
v4,1,0.172582,1.860374,[100   8] ; [49  1],[101.84810127   6.15189873] ; [47.15189873  2.84810127],0
p8,1,0.177902,1.81506,[47 61] ; [27 22],[50.9044586 57.0955414] ; [23.0955414 25.9044586],0
p10,1,0.195438,1.67614,[77 30] ; [40  9],[80.25 26.75] ; [36.75 12.25],0
s7,1,0.213268,1.549099,[39 67] ; [21 23],[42.4 63.6] ; [17.6 26.4],0
a3,1,0.216105,1.530047,[50 60] ; [28 22],[53.625 56.375] ; [24.375 25.625],0
s6,1,0.226661,1.461694,[60 48] ; [31 16],[63.40645161 44.59354839] ; [27.59354839 19.40645161],0
p6,1,0.297143,1.086975,[31 78] ; [18 31],[33.80379747 75.19620253] ; [15.19620253 33.80379747],0
n6,1,0.299345,1.07711,[87 23] ; [43  7],[89.375 20.625] ; [40.625  9.375],0
b4,1,0.306136,1.047273,[52 58] ; [28 22],[55. 55.] ; [25. 25.],0
a7,1,0.312216,1.021278,[65 44] ; [34 16],[67.86792453 41.13207547] ; [31.13207547 18.86792453],0
b2,1,0.354498,0.857291,[12 51] ; [ 9 24],[13.78125 49.21875] ; [ 7.21875 25.78125],0
b3,1,0.354498,0.857291,[12 51] ; [ 9 24],[13.78125 49.21875] ; [ 7.21875 25.78125],0
p7,1,0.403376,0.69824,[65 44] ; [32 16],[67.34394904 41.65605096] ; [29.65605096 18.34394904],0
d2,1,0.452353,0.56475,[28 82] ; [10 40],[26.125 83.875] ; [11.875 38.125],0
u1,1,0.581356,0.304047,[  4 106] ; [ 1 49],[  3.4375 106.5625] ; [ 1.5625 48.4375],0
d5,1,0.601548,0.272668,[55 54] ; [23 27],[53.47169811 55.52830189] ; [24.52830189 25.47169811],0
a8,1,0.616116,0.251365,[14 87] ; [ 5 41],[13.05442177 87.94557823] ; [ 5.94557823 40.05442177],0
s1,1,0.688391,0.160832,[  6 101] ; [ 2 47],[  5.48717949 101.51282051] ; [ 2.51282051 46.48717949],0
n1,1,0.697502,0.151083,[10 22] ; [2 3],[10.37837838 21.62162162] ; [1.62162162 3.37837838],0
a4,1,0.70368,0.144672,[27 82] ; [11 39],[26.05031447 82.94968553] ; [11.94968553 38.05031447],0
a2,1,0.705982,0.142323,[  9 101] ; [ 5 45],[  9.625 100.375] ; [ 4.375 45.625],0
p2,1,0.710135,0.138142,[86 24] ; [37 12],[85.09433962 24.90566038] ; [37.90566038 11.09433962],0
p9,1,0.723424,0.125236,[84 25] ; [39 10],[84.85443038 24.14556962] ; [38.14556962 10.85443038],0
p11,1,0.725814,0.12299,[83 27] ; [39 11],[83.875 26.125] ; [38.125 11.875],0
a6,1,0.727724,0.121212,[65 45] ; [31 19],[66. 44.] ; [30. 20.],0
s2,1,0.730849,0.118334,[40 69] ; [19 29],[40.96178344 68.03821656] ; [18.03821656 29.96178344],0
s8,1,0.755101,0.097295,[41 69] ; [17 32],[40.12578616 69.87421384] ; [17.87421384 31.12578616],0
u2,1,0.758645,0.094409,[25 35] ; [10 12],[25.6097561 34.3902439] ; [ 9.3902439 12.6097561],0
b1,1,0.828565,0.046891,[46 64] ; [20 30],[45.375 64.625] ; [20.625 29.375],0
d1,1,0.875755,0.024446,[  5 105] ; [ 2 48],[  4.8125 105.1875] ; [ 2.1875 47.8125],0
u3,1,1.0,0.0,[30 30] ; [11 11],[30. 30.] ; [11. 11.],0
b5,1,1.0,0.0,[66 44] ; [30 20],[66. 44.] ; [30. 20.],0
