Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,139.640826,[ 43 140] ; [139  20],[97.38596491 85.61403509] ; [84.61403509 74.38596491],1
s7,1,0.0,85.696646,[ 34 143] ; [109  48],[ 75.78143713 101.21856287] ; [67.21856287 89.78143713],1
s6,1,0.0,57.687862,[ 82 102] ; [134  25],[115.87172012  68.12827988] ; [100.12827988  58.87172012],1
s8,1,0.0,47.662357,[ 38 147] ; [91 70],[ 68.97398844 116.02601156] ; [ 60.02601156 100.97398844],1
s5,1,0.0,37.467021,[ 24 157] ; [67 89],[ 48.87537092 132.12462908] ; [ 42.12462908 113.87537092],1
r4,1,5.7e-05,16.184435,[137  48] ; [147  15],[151.41210375  33.58789625] ; [132.58789625  29.41210375],1
r3,1,0.000679,11.545986,[151  32] ; [152   9],[161.18895349  21.81104651] ; [141.81104651  19.18895349],1
p7,1,0.000698,11.49457,[ 76 104] ; [92 59],[91.35951662 88.64048338] ; [76.64048338 74.35951662],1
v2,1,0.00074,11.384741,[ 67 107] ; [88 66],[82.22560976 91.77439024] ; [72.77439024 81.22560976],1
p10,1,0.000849,11.130444,[122  59] ; [133  27],[135.35190616  45.64809384] ; [119.64809384  40.35190616],1
v4,1,0.00089,11.044507,[158  26] ; [155   6],[166.93333333  17.06666667] ; [146.06666667  14.93333333],1
r1,1,0.001992,9.556895,[124  60] ; [132  29],[136.53333333  47.46666667] ; [119.46666667  41.53333333],0
s4,1,0.002582,9.081716,[ 18 166] ; [ 34 124],[ 27.97660819 156.02339181] ; [ 24.02339181 133.97660819],0
v1,1,0.002778,8.947635,[ 73 109] ; [88 68],[86.69230769 95.30769231] ; [74.30769231 81.69230769],0
p9,1,0.003208,8.685485,[130  50] ; [135  23],[141.12426036  38.87573964] ; [123.87573964  34.12426036],0
r2,1,0.00488,7.923436,[158  24] ; [152   7],[165.45454545  16.54545455] ; [144.54545455  14.45454545],0
d1,1,0.007432,7.165404,[ 83 102] ; [96 66],[95.43227666 89.56772334] ; [83.56772334 78.43227666],0
p6,1,0.009292,6.76578,[ 38 143] ; [ 53 105],[ 48.58702065 132.41297935] ; [ 42.41297935 115.58702065],0
v3,1,0.011789,6.342275,[ 50 131] ; [63 92],[ 60.87202381 120.12797619] ; [ 52.12797619 102.87202381],0
s1,1,0.013841,6.058325,[  3 178] ; [ 11 146],[  7.49704142 173.50295858] ; [  6.50295858 150.49704142],0
p2,1,0.014202,6.01289,[129  55] ; [132  30],[138.79768786  45.20231214] ; [122.20231214  39.79768786],0
p4,1,0.016682,5.729553,[ 61 122] ; [74 87],[ 71.81686047 111.18313953] ; [63.18313953 97.81686047],0
d4,1,0.017398,5.655813,[130  53] ; [132  29],[139.37790698  43.62209302] ; [122.62209302  38.37790698],0
d3,1,0.021605,5.277306,[106  78] ; [112  49],[116.26666667  67.73333333] ; [101.73333333  59.26666667],0
a8,1,0.027937,4.831939,[ 20 150] ; [ 31 118],[ 27.17868339 142.82131661] ; [ 23.82131661 125.17868339],0
n1,1,0.054876,3.685855,[32 31] ; [13 28],[27.25961538 35.74038462] ; [17.74038462 23.25961538],0
a7,1,0.057828,3.598613,[114  70] ; [116  46],[122.31213873  61.68786127] ; [107.68786127  54.31213873],0
a3,1,0.063901,3.433116,[115  68] ; [117  45],[123.06086957  59.93913043] ; [108.93913043  53.06086957],0
u3,1,0.072738,3.220119,[30 40] ; [27 18],[34.69565217 35.30434783] ; [22.30434783 22.69565217],0
n6,1,0.097027,2.753743,[147  38] ; [138  22],[152.82608696  32.17391304] ; [132.17391304  27.82608696],0
p11,1,0.125338,2.349318,[128  57] ; [124  38],[134.35158501  50.64841499] ; [117.64841499  44.35158501],0
d5,1,0.140997,2.16704,[132  53] ; [126  35],[137.94797688  47.05202312] ; [120.05202312  40.94797688],0
u1,1,0.201114,1.634266,[ 20 165] ; [ 25 137],[ 23.99135447 161.00864553] ; [ 21.00864553 140.99135447],0
