Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.5e-05,15.685185,[2 4] ; [34  2],[5.14285714 0.85714286] ; [30.85714286  5.14285714],1
v4,1,0.007132,7.239316,[4 2] ; [35  1],[5.57142857 0.42857143] ; [33.42857143  2.57142857],0
a2,1,0.031874,4.605263,[2 4] ; [ 2 34],[0.57142857 5.42857143] ; [ 3.42857143 32.57142857],0
p2,1,0.037025,4.349265,[3 3] ; [31  5],[4.85714286 1.14285714] ; [29.14285714  6.85714286],0
n1,1,0.05778,3.6,[4 1] ; [1 4],[2.5 2.5] ; [2.5 2.5],0
v2,1,0.076523,3.137255,[1 5] ; [19 15],[3. 3.] ; [17. 17.],0
v3,1,0.076523,3.137255,[1 5] ; [19 15],[3. 3.] ; [17. 17.],0
v1,1,0.077746,3.111398,[2 4] ; [24 10],[3.9 2.1] ; [22.1 11.9],0
a4,1,0.087434,2.920988,[4 2] ; [11 25],[2.14285714 3.85714286] ; [12.85714286 23.14285714],0
p10,1,0.160739,1.967256,[4 2] ; [31  4],[5.12195122 0.87804878] ; [29.87804878  5.12195122],0
p4,1,0.165613,1.922208,[3 3] ; [27  8],[4.3902439 1.6097561] ; [25.6097561  9.3902439],0
a6,1,0.19936,1.647059,[5 1] ; [20 16],[3.57142857 2.42857143] ; [21.42857143 14.57142857],0
d2,1,0.19936,1.647059,[5 1] ; [20 16],[3.57142857 2.42857143] ; [21.42857143 14.57142857],0
b4,1,0.19936,1.647059,[5 1] ; [20 16],[3.57142857 2.42857143] ; [21.42857143 14.57142857],0
s2,1,0.243022,1.362981,[1 5] ; [15 21],[2.28571429 3.71428571] ; [13.71428571 22.28571429],0
a7,1,0.292915,1.106173,[5 1] ; [22 14],[3.85714286 2.14285714] ; [23.14285714 12.85714286],0
n2,1,0.303052,1.060714,[4 1] ; [3 3],[3.18181818 1.81818182] ; [3.81818182 2.18181818],0
s1,1,0.327877,0.957265,[1 5] ; [ 2 34],[0.42857143 5.57142857] ; [ 2.57142857 33.42857143],0
d1,1,0.349575,0.875,[5 1] ; [23 13],[4. 2.] ; [24. 12.],0
n3,1,0.376462,0.782222,[2 3] ; [4 2],[2.72727273 2.27272727] ; [3.27272727 2.72727273],0
b1,1,0.377822,0.777778,[4 2] ; [17 19],[3. 3.] ; [18. 18.],0
p9,1,0.410029,0.678716,[4 1] ; [33  3],[4.51219512 0.48780488] ; [32.48780488  3.51219512],0
d3,1,0.413598,0.668435,[5 1] ; [24 12],[4.14285714 1.85714286] ; [24.85714286 11.14285714],0
p1,1,0.442719,0.589226,[2 4] ; [ 7 29],[1.28571429 4.71428571] ; [ 7.71428571 28.28571429],0
p11,1,0.442719,0.589226,[4 2] ; [29  7],[4.71428571 1.28571429] ; [28.28571429  7.71428571],0
p7,1,0.513356,0.42722,[2 3] ; [20 16],[2.68292683 2.31707317] ; [19.31707317 16.68292683],0
b5,1,0.526853,0.400458,[4 2] ; [19 17],[3.28571429 2.71428571] ; [19.71428571 16.28571429],0
r1,1,0.566576,0.328446,[5 1] ; [26 10],[4.42857143 1.57142857] ; [26.57142857  9.42857143],0
n6,1,0.569243,0.323951,[4 1] ; [32  4],[4.3902439 0.6097561] ; [31.6097561  4.3902439],0
s5,1,0.587594,0.294118,[3 3] ; [21 13],[3.6 2.4] ; [20.4 13.6],0
s8,1,0.592219,0.286892,[3 2] ; [17 19],[2.43902439 2.56097561] ; [17.56097561 18.43902439],0
s6,1,0.601921,0.272109,[3 2] ; [25 10],[3.5 1.5] ; [24.5 10.5],0
p12,1,0.717146,0.131243,[1 5] ; [ 4 31],[0.73170732 5.26829268] ; [ 4.26829268 30.73170732],0
a3,1,0.780332,0.077778,[4 2] ; [26 10],[4.28571429 1.71428571] ; [25.71428571 10.28571429],0
s3,1,0.80017,0.064073,[3 3] ; [16 20],[2.71428571 3.28571429] ; [16.28571429 19.71428571],0
s7,1,0.810136,0.05772,[3 2] ; [19 16],[2.75 2.25] ; [19.25 15.75],0
p8,1,0.851152,0.035212,[3 2] ; [20 16],[2.80487805 2.19512195] ; [20.19512195 15.80487805],0
d4,1,0.857136,0.032407,[5 1] ; [31  5],[5.14285714 0.85714286] ; [30.85714286  5.14285714],0
u1,1,0.857136,0.032407,[1 5] ; [ 5 31],[0.85714286 5.14285714] ; [ 5.14285714 30.85714286],0
d5,1,0.872548,0.025735,[5 1] ; [29  7],[4.85714286 1.14285714] ; [29.14285714  6.85714286],0
p3,1,0.895405,0.017284,[4 2] ; [23 13],[3.85714286 2.14285714] ; [23.14285714 12.85714286],0
r2,1,1.0,0.0,[5 1] ; [30  6],[5. 1.] ; [30.  6.],0
