Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.424149,[29 32] ; [380  85],[47.43155894 13.56844106] ; [361.56844106 103.43155894],1
n4,1,0.0,32.306332,[33 29] ; [389  75],[49.74144487 12.25855513] ; [372.25855513  91.74144487],1
b1,1,5.8e-05,16.152109,[39 23] ; [169 296],[24.47058824 37.52941176] ; [183.52941176 281.47058824],1
p10,1,9.2e-05,15.294121,[43 19] ; [406  56],[53.1259542  8.8740458] ; [395.8740458  66.1259542],1
p9,1,0.000138,14.523841,[45 17] ; [413  48],[54.29445507  7.70554493] ; [403.70554493  57.29445507],1
r2,1,0.000623,11.707179,[56  6] ; [452   9],[60.22179732  1.77820268] ; [447.77820268  13.22179732],1
s5,1,0.00511,7.839918,[14 48] ; [186 267],[24.0776699 37.9223301] ; [175.9223301 277.0776699],0
s2,1,0.008056,7.021007,[22 39] ; [251 213],[31.72 29.28] ; [241.28 222.72],0
p6,1,0.011582,6.373694,[20 40] ; [234 228],[29.1954023 30.8045977] ; [224.8045977 237.1954023],0
u2,1,0.01163,6.366378,[16  4] ; [58 59],[10.80291971  9.19708029] ; [63.19708029 53.80291971],0
v1,1,0.013376,6.118629,[26 35] ; [271 186],[34.97490347 26.02509653] ; [262.02509653 194.97490347],0
s7,1,0.032123,4.591903,[23 34] ; [247 199],[30.59642147 26.40357853] ; [239.40357853 206.59642147],0
u3,1,0.036801,4.359609,[15  4] ; [63 55],[10.81751825  8.18248175] ; [67.18248175 50.81751825],0
p11,1,0.045994,3.981814,[46 16] ; [392  73],[51.52941176 10.47058824] ; [386.47058824  78.52941176],0
s1,1,0.046662,3.957531,[ 4 57] ; [ 10 450],[ 1.63915547 59.36084453] ; [ 12.36084453 447.63915547],0
b2,1,0.047871,3.914503,[ 9 29] ; [118 175],[14.58006042 23.41993958] ; [112.41993958 180.58006042],0
b3,1,0.047871,3.914503,[ 9 29] ; [118 175],[14.58006042 23.41993958] ; [112.41993958 180.58006042],0
p12,1,0.04838,3.89672,[ 1 61] ; [ 41 422],[ 4.96 57.04] ; [ 37.04 425.96],0
v3,1,0.059202,3.559609,[18 39] ; [203 251],[24.65166341 32.34833659] ; [196.34833659 257.65166341],0
p5,1,0.060499,3.523654,[ 4 58] ; [ 71 392],[ 8.85714286 53.14285714] ; [ 66.14285714 396.85714286],0
p2,1,0.068351,3.322181,[52 10] ; [423  41],[55.98859316  6.01140684] ; [419.01140684  44.98859316],0
p8,1,0.134137,2.243964,[37 25] ; [318 142],[42.16475096 19.83524904] ; [312.83524904 147.16475096],0
d4,1,0.149861,2.073667,[46 14] ; [390  74],[49.92366412 10.07633588] ; [386.07633588  77.92366412],0
s6,1,0.190886,1.710766,[39 23] ; [321 131],[43.42412451 18.57587549] ; [316.57587549 135.42412451],0
a8,1,0.206957,1.592585,[ 6 49] ; [ 75 349],[ 9.3006263 45.6993737] ; [ 71.6993737 352.3006263],0
s8,1,0.220706,1.499773,[26 36] ; [232 230],[30.52671756 31.47328244] ; [227.47328244 234.52671756],0
a3,1,0.239334,1.38451,[42 20] ; [346 117],[45.82095238 16.17904762] ; [342.17904762 120.82095238],0
b5,1,0.246451,1.343309,[40 22] ; [264 201],[35.76470588 26.23529412] ; [268.23529412 196.76470588],0
d1,1,0.252628,1.308713,[34 28] ; [290 175],[38.11764706 23.88235294] ; [285.88235294 179.11764706],0
a4,1,0.264589,1.244587,[24 38] ; [214 249],[28.10666667 33.89333333] ; [209.89333333 253.10666667],0
v2,1,0.319615,0.99052,[30 26] ; [274 179],[33.4459725 22.5540275] ; [270.5540275 182.4459725],0
a5,1,0.333556,0.935045,[44 18] ; [356 109],[47.05882353 14.94117647] ; [352.94117647 112.05882353],0
d5,1,0.338366,0.916612,[48 13] ; [387  76],[50.63931298 10.36068702] ; [384.36068702  78.63931298],0
r1,1,0.342748,0.900124,[56  6] ; [397  65],[53.59923664  8.40076336] ; [399.40076336  62.59923664],0
u1,1,0.359532,0.839528,[ 9 53] ; [ 90 375],[11.64705882 50.35294118] ; [ 87.35294118 377.64705882],0
p4,1,0.375131,0.786596,[40 22] ; [325 139],[43.02281369 18.97718631] ; [321.97718631 142.02281369],0
a1,1,0.402574,0.700623,[ 2 60] ; [ 27 438],[ 3.41176471 58.58823529] ; [ 25.58823529 439.41176471],0
p1,1,0.406197,0.689905,[ 4 58] ; [ 45 418],[ 5.78666667 56.21333333] ; [ 43.21333333 419.78666667],0
d2,1,0.408242,0.683914,[27 34] ; [232 233],[30.03612167 30.96387833] ; [228.96387833 236.03612167],0
p3,1,0.424089,0.638957,[35 27] ; [287 178],[37.88235294 24.11764706] ; [284.11764706 180.88235294],0
a6,1,0.442212,0.590537,[44 17] ; [312 152],[41.36380952 19.63619048] ; [314.63619048 149.36380952],0
n2,1,0.490283,0.475904,[11  2] ; [60 19],[10.0326087  2.9673913] ; [60.9673913 18.0326087],0
n1,1,0.510671,0.432692,[3 9] ; [27 51],[4. 8.] ; [26. 52.],0
s3,1,0.566726,0.328191,[33 27] ; [272 190],[35.05747126 24.94252874] ; [269.94252874 192.05747126],0
a7,1,0.735428,0.114186,[44 18] ; [338 125],[45.11238095 16.88761905] ; [336.88761905 126.11238095],0
b4,1,0.772847,0.08332,[36 26] ; [261 204],[34.94117647 27.05882353] ; [262.05882353 202.94117647],0
a2,1,0.812322,0.056374,[15 47] ; [119 346],[15.76470588 46.23529412] ; [118.23529412 346.76470588],0
r3,1,0.836485,0.042598,[61  1] ; [458   6],[61.17490494  0.82509506] ; [457.82509506   6.17490494],0
d3,1,0.863223,0.029678,[43 18] ; [332 132],[43.57142857 17.42857143] ; [331.42857143 132.57142857],0
v4,1,0.873479,0.025358,[60  1] ; [456   9],[59.84030418  1.15969582] ; [456.15969582   8.84030418],0
s4,1,0.898051,0.016416,[10 52] ; [ 77 382],[10.35316699 51.64683301] ; [ 76.64683301 382.35316699],0
n3,1,0.922826,0.009385,[11  2] ; [66 13],[10.88043478  2.11956522] ; [66.11956522 12.88043478],0
