Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,25.558647,[43 24] ; [124  10],[55.66666667 11.33333333] ; [111.33333333  22.66666667],1
p8,1,1.5e-05,18.700943,[36 31] ; [109  23],[48.81909548 18.18090452] ; [96.18090452 35.81909548],1
a3,1,0.005984,7.555015,[43 24] ; [108  24],[50.83919598 16.16080402] ; [100.16080402  31.83919598],0
p12,1,0.01097,6.470132,[ 3 64] ; [ 23 110],[ 8.71 58.29] ; [ 17.29 115.71],0
b1,1,0.011604,6.370436,[20 47] ; [65 69],[28.33333333 38.66666667] ; [56.66666667 77.33333333],0
s7,1,0.015301,5.88144,[34 30] ; [90 37],[41.54973822 22.45026178] ; [82.45026178 44.54973822],0
p7,1,0.023505,5.130766,[51 14] ; [120  13],[56.13636364  8.86363636] ; [114.86363636  18.13636364],0
d1,1,0.023956,5.097826,[39 28] ; [99 35],[46. 21.] ; [92. 42.],0
p5,1,0.035364,4.427515,[ 8 59] ; [ 33 101],[13.66666667 53.33333333] ; [ 27.33333333 106.66666667],0
p9,1,0.051953,3.777275,[59  8] ; [127   6],[62.31  4.69] ; [123.69   9.31],0
p10,1,0.058101,3.590765,[56 10] ; [124   9],[59.69849246  6.30150754] ; [120.30150754  12.69849246],0
a2,1,0.062614,3.466758,[14 53] ; [45 89],[19.66666667 47.33333333] ; [39.33333333 94.66666667],0
a7,1,0.063343,3.447622,[46 21] ; [107  26],[51.255 15.745] ; [101.745  31.255],0
s4,1,0.097348,2.748457,[ 7 60] ; [ 26 106],[11.11055276 55.88944724] ; [ 21.88944724 110.11055276],0
s5,1,0.104683,2.632706,[26 39] ; [66 60],[31.30890052 33.69109948] ; [60.69109948 65.30890052],0
s2,1,0.104861,2.630016,[35 31] ; [87 47],[40.26 25.74] ; [81.74 52.26],0
a5,1,0.107601,2.589101,[49 18] ; [111  23],[53.33333333 13.66666667] ; [106.66666667  27.33333333],0
d2,1,0.133498,2.251344,[31 36] ; [77 57],[36. 31.] ; [72. 62.],0
v3,1,0.141341,2.163293,[28 36] ; [72 59],[32.82051282 31.17948718] ; [67.17948718 63.82051282],0
p2,1,0.142239,2.153571,[57 10] ; [123  11],[60.  7.] ; [120.  14.],0
u1,1,0.169003,1.891765,[13 54] ; [38 96],[17. 50.] ; [ 34. 100.],0
p11,1,0.172814,1.858358,[53 14] ; [116  18],[56.33333333 10.66666667] ; [112.66666667  21.33333333],0
