Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00017,14.136473,[15 16] ; [59 11],[22.71287129  8.28712871] ; [51.28712871 18.71287129],1
p6,1,0.000664,11.588244,[10 21] ; [48 22],[17.8019802 13.1980198] ; [40.1980198 29.8019802],1
n5,1,0.001066,10.708424,[16 15] ; [58 12],[22.71287129  8.28712871] ; [51.28712871 18.71287129],0
p3,1,0.002728,8.981213,[14 17] ; [53 17],[20.56435644 10.43564356] ; [46.43564356 23.56435644],0
p11,1,0.01884,5.516344,[19 12] ; [58 12],[23.63366337  7.36633663] ; [53.36633663 16.63366337],0
p2,1,0.027,4.890801,[24  7] ; [65  5],[27.31683168  3.68316832] ; [61.68316832  8.31683168],0
v2,1,0.033741,4.507788,[19 10] ; [29 40],[14.20408163 14.79591837] ; [33.79591837 35.20408163],0
a3,1,0.057547,3.606707,[25  6] ; [43 27],[20.87128713 10.12871287] ; [47.12871287 22.87128713],0
b5,1,0.074378,3.183668,[21 10] ; [34 36],[16.88118812 14.11881188] ; [38.11881188 31.88118812],0
p10,1,0.122404,2.386284,[25  6] ; [64  6],[27.31683168  3.68316832] ; [61.68316832  8.31683168],0
s7,1,0.134251,2.242649,[17 13] ; [49 19],[20.20408163  9.79591837] ; [45.79591837 22.20408163],0
a7,1,0.161173,1.963188,[22  8] ; [41 29],[18.9 11.1] ; [44.1 25.9],0
a2,1,0.174468,1.844131,[ 9 22] ; [12 58],[ 6.44554455 24.55445545] ; [14.55445545 55.44554455],0
r1,1,0.181896,1.782063,[21 10] ; [56 14],[23.63366337  7.36633663] ; [53.36633663 16.63366337],0
n4,1,0.186588,1.744355,[18 13] ; [50 20],[20.87128713 10.12871287] ; [47.12871287 22.87128713],0
n1,1,0.215564,1.53366,[2 8] ; [7 9],[3.46153846 6.53846154] ; [ 5.53846154 10.46153846],0
s6,1,0.226707,1.461406,[25  6] ; [60  7],[26.8877551  4.1122449] ; [58.1122449  8.8877551],0
n6,1,0.228913,1.447606,[24  7] ; [60  9],[26.04  4.96] ; [57.96 11.04],0
p5,1,0.261751,1.259471,[ 2 29] ; [10 60],[ 3.68316832 27.31683168] ; [ 8.31683168 61.68316832],0
b1,1,0.33754,0.919753,[11 20] ; [32 38],[13.1980198 17.8019802] ; [29.8019802 40.1980198],0
a8,1,0.41804,0.655819,[ 2 28] ; [ 2 63],[ 1.26315789 28.73684211] ; [ 2.73684211 62.26315789],0
a6,1,0.458838,0.548727,[21 10] ; [42 28],[19.33663366 11.66336634] ; [43.66336634 26.33663366],0
a5,1,0.478582,0.502094,[23  8] ; [47 23],[21.48514851  9.51485149] ; [48.51485149 21.48514851],0
v1,1,0.516559,0.420757,[14 17] ; [36 33],[15.5 15.5] ; [34.5 34.5],0
u1,1,0.518957,0.415966,[ 7 24] ; [12 58],[ 5.83168317 25.16831683] ; [13.16831683 56.83168317],0
d5,1,0.522805,0.408356,[26  4] ; [57 13],[24.9  5.1] ; [58.1 11.9],0
d1,1,0.533933,0.3869,[17 14] ; [43 27],[18.41584158 12.58415842] ; [41.58415842 28.41584158],0
n2,1,0.547435,0.361932,[9 1] ; [13  3],[8.46153846 1.53846154] ; [13.53846154  2.46153846],0
r2,1,0.563732,0.333283,[29  2] ; [63  7],[28.23762376  2.76237624] ; [63.76237624  6.23762376],0
s8,1,0.606052,0.265964,[16 15] ; [40 30],[17.18811881 13.81188119] ; [38.81188119 31.18811881],0
s5,1,0.639006,0.220045,[16 14] ; [38 27],[17.05263158 12.94736842] ; [36.94736842 28.05263158],0
v4,1,0.643496,0.214198,[29  2] ; [67  3],[29.46534653  1.53465347] ; [66.53465347  3.46534653],0
p9,1,0.648745,0.207486,[28  3] ; [61  9],[27.31683168  3.68316832] ; [61.68316832  8.31683168],0
r3,1,0.655282,0.199306,[29  2] ; [66  3],[29.45  1.55] ; [65.55  3.45],0
r4,1,0.660734,0.192633,[26  5] ; [61  9],[26.7029703  4.2970297] ; [60.2970297  9.7029703],0
u3,1,0.678071,0.172306,[3 3] ; [16 11],[3.45454545 2.54545455] ; [15.54545455 11.45454545],0
b4,1,0.702659,0.145721,[16 15] ; [39 31],[16.88118812 14.11881188] ; [38.11881188 31.88118812],0
