Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.02964,4.730053,[ 2 11] ; [12 11],[5.05555556 7.94444444] ; [ 8.94444444 14.05555556],0
p9,1,0.040673,4.189597,[7 6] ; [18  3],[9.55882353 3.44117647] ; [15.44117647  5.55882353],0
p10,1,0.06092,3.512149,[6 7] ; [17  5],[8.54285714 4.45714286] ; [14.45714286  7.54285714],0
p7,1,0.088961,2.893072,[ 3 10] ; [12 11],[5.41666667 7.58333333] ; [ 9.58333333 13.41666667],0
n4,1,0.095803,2.774063,[6 7] ; [17  6],[8.30555556 4.69444444] ; [14.69444444  8.30555556],0
p2,1,0.115926,2.471514,[6 7] ; [16  6],[8.17142857 4.82857143] ; [13.82857143  8.17142857],0
v1,1,0.116018,2.470266,[ 2 11] ; [ 9 13],[4.08571429 8.91428571] ; [ 6.91428571 15.08571429],0
p3,1,0.13738,2.207066,[ 2 11] ; [ 9 14],[3.97222222 9.02777778] ; [ 7.02777778 15.97222222],0
u3,1,0.157299,2.0,[2 2] ; [1 7],[1. 3.] ; [2. 6.],0
r1,1,0.214449,1.541137,[4 9] ; [12 11],[5.77777778 7.22222222] ; [10.22222222 12.77777778],0
r4,1,0.219901,1.505017,[6 7] ; [ 6 17],[4.33333333 8.66666667] ; [ 7.66666667 15.33333333],0
n5,1,0.219901,1.505017,[7 6] ; [17  6],[8.66666667 4.33333333] ; [15.33333333  7.66666667],0
s4,1,0.230744,1.436271,[ 3 10] ; [ 2 21],[ 1.80555556 11.19444444] ; [ 3.19444444 19.80555556],0
s7,1,0.240848,1.375624,[ 3 10] ; [ 9 12],[4.58823529 8.41176471] ; [ 7.41176471 13.58823529],0
r3,1,0.254133,1.300438,[12  1] ; [17  5],[10.77142857  2.22857143] ; [18.22857143  3.77142857],0
d1,1,0.297891,1.083612,[8 5] ; [10 13],[6.5 6.5] ; [11.5 11.5],0
a6,1,0.297891,1.083612,[5 8] ; [13 10],[6.5 6.5] ; [11.5 11.5],0
s3,1,0.312563,1.019814,[7 6] ; [ 8 14],[5.57142857 7.42857143] ; [ 9.42857143 12.57142857],0
r2,1,0.357617,0.846245,[8 5] ; [10 12],[6.68571429 6.31428571] ; [11.31428571 10.68571429],0
p6,1,0.41835,0.654947,[ 2 11] ; [ 6 16],[ 2.97142857 10.02857143] ; [ 5.02857143 16.97142857],0
b1,1,0.428602,0.626609,[5 8] ; [12 11],[6.13888889 6.86111111] ; [10.86111111 12.13888889],0
d3,1,0.428602,0.626609,[8 5] ; [11 12],[6.86111111 6.13888889] ; [12.13888889 10.86111111],0
s5,1,0.528708,0.396873,[ 2 10] ; [ 6 17],[2.74285714 9.25714286] ; [ 5.25714286 17.74285714],0
b4,1,0.547838,0.361204,[9 4] ; [18  5],[9.75 3.25] ; [17.25  5.75],0
d5,1,0.547838,0.361204,[9 4] ; [18  5],[9.75 3.25] ; [17.25  5.75],0
d2,1,0.587045,0.294983,[8 5] ; [12 11],[7.22222222 5.77777778] ; [12.77777778 10.22222222],0
u1,1,0.623627,0.240803,[ 1 12] ; [ 3 20],[ 1.44444444 11.55555556] ; [ 2.55555556 20.44444444],0
v3,1,0.643563,0.214113,[ 2 11] ; [ 5 18],[ 2.52777778 10.47222222] ; [ 4.47222222 18.52777778],0
s1,1,0.673911,0.177061,[ 1 12] ; [ 1 22],[ 0.72222222 12.27777778] ; [ 1.27777778 21.72222222],0
d4,1,0.678863,0.171409,[10  3] ; [19  4],[10.47222222  2.52777778] ; [18.52777778  4.47222222],0
p12,1,0.698353,0.150191,[ 1 12] ; [ 1 21],[ 0.74285714 12.25714286] ; [ 1.25714286 20.74285714],0
p8,1,0.736183,0.11351,[4 8] ; [ 9 14],[4.45714286 7.54285714] ; [ 8.54285714 14.45714286],0
a8,1,0.736956,0.112821,[ 2 11] ; [ 4 16],[ 2.36363636 10.63636364] ; [ 3.63636364 16.36363636],0
s2,1,0.783758,0.075309,[ 3 10] ; [ 6 16],[3.34285714 9.65714286] ; [ 5.65714286 16.34285714],0
s8,1,0.806179,0.060201,[4 9] ; [ 8 15],[4.33333333 8.66666667] ; [ 7.66666667 15.33333333],0
a3,1,0.806179,0.060201,[9 4] ; [15  8],[8.66666667 4.33333333] ; [15.33333333  7.66666667],0
n2,1,0.818971,0.052381,[2 2] ; [4 3],[2.18181818 1.81818182] ; [3.81818182 3.18181818],0
n1,1,0.818971,0.052381,[2 2] ; [3 4],[1.81818182 2.18181818] ; [3.18181818 3.81818182],0
b5,1,0.876681,0.02408,[7 6] ; [13 10],[7.22222222 5.77777778] ; [12.77777778 10.22222222],0
p1,1,0.916676,0.010946,[ 1 12] ; [ 2 21],[ 1.08333333 11.91666667] ; [ 1.91666667 21.08333333],0
v2,1,0.923096,0.009319,[7 6] ; [12 11],[6.86111111 6.13888889] ; [12.13888889 10.86111111],0
a7,1,0.923096,0.009319,[6 7] ; [11 12],[6.13888889 6.86111111] ; [10.86111111 12.13888889],0
b2,1,0.967162,0.001695,[2 5] ; [ 5 12],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
b3,1,0.967162,0.001695,[2 5] ; [ 5 12],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
s6,1,0.967991,0.00161,[6 7] ; [10 12],[5.94285714 7.05714286] ; [10.05714286 11.94285714],0
a4,1,0.968457,0.001564,[5 8] ; [ 9 14],[5.05555556 7.94444444] ; [ 8.94444444 14.05555556],0
n6,1,0.98101,0.000567,[10  3] ; [17  5],[10.02857143  2.97142857] ; [16.97142857  5.02857143],0
