Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.7e-05,15.625253,[24 11] ; [33 74],[14.04929577 20.95070423] ; [42.95070423 64.04929577],1
s6,1,0.000991,10.844323,[25  9] ; [44 63],[16.63829787 17.36170213] ; [52.36170213 54.63829787],1
s5,1,0.005271,7.784185,[15 19] ; [21 84],[ 8.8057554 25.1942446] ; [27.1942446 77.8057554],0
p1,1,0.010037,6.628252,[ 5 30] ; [  3 105],[ 1.95804196 33.04195804] ; [  6.04195804 101.95804196],0
s3,1,0.019449,5.460694,[22 13] ; [43 64],[16.02112676 18.97887324] ; [48.97887324 58.02112676],0
r2,1,0.035149,4.437938,[34  1] ; [89 18],[30.31690141  4.68309859] ; [92.68309859 14.31690141],0
p6,1,0.060825,3.514744,[ 8 27] ; [11 95],[ 4.71631206 30.28368794] ; [14.28368794 91.71631206],0
r4,1,0.071649,3.244835,[30  5] ; [76 32],[25.94405594  9.05594406] ; [80.05594406 27.94405594],0
p11,1,0.110045,2.553571,[15 20] ; [63 45],[19.09090909 15.90909091] ; [58.90909091 49.09090909],0
d3,1,0.133039,2.256681,[24 10] ; [60 47],[20.25531915 13.74468085] ; [63.74468085 43.25531915],0
p10,1,0.147524,2.097669,[24 10] ; [60 46],[20.4 13.6] ; [63.6 42.4],0
p9,1,0.157227,2.000692,[26  7] ; [69 36],[22.7173913 10.2826087] ; [72.2826087 32.7173913],0
b1,1,0.180335,1.794863,[12 23] ; [51 57],[15.41958042 19.58041958] ; [47.58041958 60.41958042],0
b5,1,0.205533,1.602617,[24 11] ; [61 47],[20.8041958 14.1958042] ; [64.1958042 43.8041958],0
s8,1,0.231934,1.428959,[11 24] ; [23 84],[ 8.38028169 26.61971831] ; [25.61971831 81.38028169],0
u2,1,0.232243,1.427069,[5 8] ; [23 17],[6.86792453 6.13207547] ; [21.13207547 18.86792453],0
n6,1,0.27015,1.215986,[25 10] ; [66 42],[22.27272727 12.72727273] ; [68.72727273 39.27272727],0
s7,1,0.272021,1.206529,[11 21] ; [25 77],[ 8.59701493 23.40298507] ; [27.40298507 74.59701493],0
u3,1,0.294105,1.100735,[10  3] ; [25 16],[8.42592593 4.57407407] ; [26.57407407 14.42592593],0
u1,1,0.303112,1.060453,[ 5 30] ; [ 9 99],[ 3.42657343 31.57342657] ; [10.57342657 97.42657343],0
b4,1,0.334929,0.929745,[23 12] ; [61 47],[20.55944056 14.44055944] ; [63.44055944 44.55944056],0
a7,1,0.364728,0.821549,[24 10] ; [67 41],[21.78873239 12.21126761] ; [69.21126761 38.78873239],0
