Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,34.035781,[ 23 101] ; [92 86],[47.21854305 76.78145695] ; [ 67.78145695 110.21854305],1
v1,1,4e-06,21.418149,[50 75] ; [122  61],[69.80519481 55.19480519] ; [102.19480519  80.80519481],1
r3,1,0.000474,12.214311,[111  15] ; [179   4],[118.25242718   7.74757282] ; [171.74757282  11.25242718],1
p3,1,0.001508,10.069118,[46 79] ; [101  82],[59.65909091 65.34090909] ; [87.34090909 95.65909091],0
p10,1,0.005044,7.86352,[85 40] ; [149  33],[95.27687296 29.72312704] ; [138.72312704  43.27687296],0
p4,1,0.012962,6.17433,[59 66] ; [112  70],[69.62540717 55.37459283] ; [101.37459283  80.62540717],0
p9,1,0.020048,5.407686,[89 36] ; [150  32],[97.31270358 27.68729642] ; [141.68729642  40.31270358],0
r4,1,0.022736,5.188601,[112  14] ; [176   8],[117.05806452   8.94193548] ; [170.94193548  13.05806452],0
r2,1,0.022736,5.188543,[114  12] ; [175   6],[118.61237785   7.38762215] ; [170.38762215  10.61237785],0
p2,1,0.034943,4.447971,[93 32] ; [154  29],[100.24350649  24.75649351] ; [146.75649351  36.24350649],0
p7,1,0.037835,4.31243,[66 59] ; [117  64],[74.75490196 50.24509804] ; [108.24509804  72.75490196],0
a3,1,0.039609,4.234565,[78 46] ; [136  48],[86.15584416 37.84415584] ; [127.84415584  56.15584416],0
a6,1,0.041883,4.139911,[81 45] ; [138  46],[89.01290323 36.98709677] ; [129.98709677  54.01290323],0
s1,1,0.043229,4.086413,[  6 118] ; [  2 181],[  3.23127036 120.76872964] ; [  4.76872964 178.23127036],0
u1,1,0.044503,4.037386,[ 15 111] ; [ 38 146],[ 21.54193548 104.45806452] ; [ 31.45806452 152.54193548],0
d5,1,0.047304,3.934527,[98 28] ; [159  25],[104.45806452  21.54193548] ; [152.54193548  31.45806452],0
b1,1,0.048065,3.907696,[55 71] ; [ 60 124],[46.74193548 79.25806452] ; [ 68.25806452 115.74193548],0
a4,1,0.060008,3.537159,[49 77] ; [91 92],[57.08737864 68.91262136] ; [ 82.91262136 100.08737864],0
u3,1,0.061444,3.497976,[33 15] ; [24 24],[28.5 19.5] ; [28.5 19.5],0
d1,1,0.069471,3.295474,[65 61] ; [114  70],[72.75483871 53.24516129] ; [106.24516129  77.75483871],0
a5,1,0.070135,3.279866,[91 35] ; [149  35],[97.5483871 28.4516129] ; [142.4516129  41.5483871],0
d3,1,0.074654,3.177602,[79 47] ; [133  51],[86.16774194 39.83225806] ; [125.83225806  58.16774194],0
a2,1,0.099245,2.717637,[ 24 102] ; [ 50 134],[30.07741935 95.92258065] ; [ 43.92258065 140.07741935],0
p11,1,0.100528,2.697142,[89 37] ; [145  39],[95.10967742 30.89032258] ; [138.89032258  45.10967742],0
v4,1,0.116504,2.4637,[116  10] ; [177   7],[119.09032258   6.90967742] ; [173.90967742  10.09032258],0
p8,1,0.132714,2.260467,[57 67] ; [98 81],[63.43234323 60.56765677] ; [91.56765677 87.43234323],0
d2,1,0.142881,2.146653,[52 74] ; [91 92],[58.31067961 67.68932039] ; [84.68932039 98.31067961],0
s5,1,0.178461,1.810391,[25 96] ; [ 50 132],[29.95049505 91.04950495] ; [ 45.04950495 136.95049505],0
p6,1,0.22919,1.445884,[36 89] ; [ 64 117],[40.8496732 84.1503268] ; [ 59.1503268 121.8496732],0
s7,1,0.247421,1.337809,[30 90] ; [ 54 119],[34.40273038 85.59726962] ; [ 49.59726962 123.40273038],0
b4,1,0.276677,1.183341,[77 49] ; [101  83],[72.3483871 53.6516129] ; [105.6516129  78.3483871],0
a7,1,0.295926,1.092461,[89 37] ; [139  44],[92.97087379 33.02912621] ; [135.02912621  47.97087379],0
n5,1,0.318156,0.996511,[84 42] ; [131  51],[87.95454545 38.04545455] ; [127.04545455  54.95454545],0
a8,1,0.354044,0.858911,[ 12 104] ; [ 22 134],[ 14.5 101.5] ; [ 19.5 136.5],0
d4,1,0.363574,0.82551,[101  25] ; [154  29],[103.98058252  22.01941748] ; [151.01941748  31.98058252],0
s8,1,0.400786,0.705966,[32 92] ; [ 55 127],[35.25490196 88.74509804] ; [ 51.74509804 130.25490196],0
n2,1,0.414052,0.667136,[25 17] ; [22 10],[26.67567568 15.32432432] ; [20.32432432 11.67567568],0
p5,1,0.421802,0.645289,[  9 116] ; [ 18 165],[ 10.95779221 114.04220779] ; [ 16.04220779 166.95779221],0
n3,1,0.434182,0.611612,[25 14] ; [24  9],[26.54166667 12.45833333] ; [22.45833333 10.54166667],0
n4,1,0.443103,0.588234,[91 35] ; [140  44],[93.89032258 32.10967742] ; [137.10967742  46.89032258],0
u2,1,0.476647,0.506524,[28 20] ; [24 23],[26.27368421 21.72631579] ; [25.72631579 21.27368421],0
s4,1,0.499507,0.455985,[ 13 110] ; [ 15 166],[ 11.32894737 111.67105263] ; [ 16.67105263 164.32894737],0
s2,1,0.621409,0.243892,[ 14 110] ; [ 24 158],[ 15.39869281 108.60130719] ; [ 22.60130719 159.39869281],0
n1,1,0.628084,0.234668,[13 27] ; [ 9 24],[12.05479452 27.94520548] ; [ 9.94520548 23.05479452],0
b5,1,0.673614,0.177404,[79 47] ; [111  73],[77.22580645 48.77419355] ; [112.77419355  71.22580645],0
n6,1,0.685409,0.1641,[101  24] ; [152  32],[102.34627832  22.65372168] ; [150.65372168  33.34627832],0
p12,1,0.685745,0.16373,[  5 121] ; [  9 173],[  5.72727273 120.27272727] ; [  8.27272727 173.72727273],0
u4,1,0.786988,0.073021,[  1 125] ; [  1 183],[  0.81290323 125.18709677] ; [  1.18709677 182.81290323],0
p1,1,0.819619,0.052,[  8 117] ; [ 13 171],[  8.49514563 116.50485437] ; [ 12.50485437 171.49514563],0
s6,1,0.827187,0.047659,[54 67] ; [84 99],[54.92763158 66.07236842] ; [83.07236842 99.92763158],0
a1,1,0.869917,0.026819,[  5 121] ; [  8 176],[  5.28387097 120.71612903] ; [  7.71612903 176.28387097],0
b2,1,0.950736,0.003817,[27 49] ; [41 73],[27.2 48.8] ; [40.8 73.2],0
b3,1,0.950736,0.003817,[27 49] ; [41 73],[27.2 48.8] ; [40.8 73.2],0
