Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,3e-06,22.150069,[26 43] ; [58 18],[39.97241379 29.02758621] ; [44.02758621 31.97241379],1
a4,1,1.3e-05,19.070838,[ 9 61] ; [35 41],[21.09589041 48.90410959] ; [22.90410959 53.09589041],1
v2,1,0.001356,10.265111,[20 48] ; [41 32],[29.41843972 38.58156028] ; [31.58156028 41.41843972],0
d5,1,0.00153,10.042494,[38 32] ; [60 16],[46.98630137 23.01369863] ; [51.01369863 24.98630137],0
v1,1,0.001957,9.589391,[16 53] ; [36 39],[24.91666667 44.08333333] ; [27.08333333 47.91666667],0
d1,1,0.002864,8.892267,[19 51] ; [39 37],[27.80821918 42.19178082] ; [30.19178082 45.80821918],0
p3,1,0.002891,8.875043,[13 57] ; [31 44],[21.24137931 48.75862069] ; [22.75862069 52.24137931],0
r1,1,0.005073,7.853355,[38 32] ; [58 18],[46.02739726 23.97260274] ; [49.97260274 26.02739726],0
d4,1,0.008907,6.841319,[44 25] ; [63 13],[50.91724138 18.08275862] ; [56.08275862 19.91724138],0
d2,1,0.013385,6.117498,[16 54] ; [32 44],[23.01369863 46.98630137] ; [24.98630137 51.01369863],0
a6,1,0.014343,5.995368,[31 39] ; [49 27],[38.35616438 31.64383562] ; [41.64383562 34.35616438],0
p7,1,0.019442,5.4613,[27 41] ; [45 31],[34. 34.] ; [38. 38.],0
u1,1,0.022406,5.213974,[ 1 69] ; [ 8 68],[ 4.31506849 65.68493151] ; [ 4.68493151 71.31506849],0
p4,1,0.034404,4.474517,[20 49] ; [35 41],[26.17241379 42.82758621] ; [28.82758621 47.17241379],0
p5,1,0.037226,4.340046,[ 1 69] ; [ 7 68],[ 3.86206897 66.13793103] ; [ 4.13793103 70.86206897],0
p8,1,0.044119,4.052012,[23 47] ; [37 38],[28.96551724 41.03448276] ; [31.03448276 43.96551724],0
d3,1,0.045811,3.988536,[37 32] ; [53 23],[42.82758621 26.17241379] ; [47.17241379 28.82758621],0
b1,1,0.049258,3.866538,[22 48] ; [36 40],[27.80821918 42.19178082] ; [30.19178082 45.80821918],0
s7,1,0.051817,3.781658,[ 9 59] ; [19 53],[13.6 54.4] ; [14.4 57.6],0
b3,1,0.088955,2.893183,[ 5 24] ; [15 27],[ 8.16901408 20.83098592] ; [11.83098592 30.16901408],0
b2,1,0.088955,2.893183,[ 5 24] ; [15 27],[ 8.16901408 20.83098592] ; [11.83098592 30.16901408],0
r4,1,0.109432,2.562398,[46 24] ; [59 17],[50.34246575 19.65753425] ; [54.65753425 21.34246575],0
p9,1,0.111049,2.53923,[42 27] ; [55 20],[46.47916667 22.52083333] ; [50.52083333 24.47916667],0
s6,1,0.121683,2.395525,[20 49] ; [31 44],[24.4375 44.5625] ; [26.5625 48.4375],0
p10,1,0.135311,2.230486,[37 32] ; [50 26],[41.4 27.6] ; [45.6 30.4],0
n2,1,0.214547,1.540475,[15 14] ; [19  9],[17.29824561 11.70175439] ; [16.70175439 11.29824561],0
a7,1,0.219122,1.510112,[44 26] ; [55 21],[47.46575342 22.53424658] ; [51.53424658 24.46575342],0
r3,1,0.265113,1.241861,[56 14] ; [66 10],[58.49315068 11.50684932] ; [63.50684932 12.49315068],0
b5,1,0.275494,1.189184,[44 26] ; [41 35],[40.75342466 29.24657534] ; [44.24657534 31.75342466],0
n5,1,0.328495,0.954821,[21 48] ; [29 47],[23.79310345 45.20689655] ; [26.20689655 49.79310345],0
b4,1,0.360914,0.834711,[43 27] ; [41 35],[40.2739726 29.7260274] ; [43.7260274 32.2739726],0
p11,1,0.372428,0.795547,[42 28] ; [51 25],[44.5890411 25.4109589] ; [48.4109589 27.5890411],0
n1,1,0.445891,0.581076,[ 6 24] ; [ 8 20],[ 7.24137931 22.75862069] ; [ 6.75862069 21.24137931],0
n6,1,0.469125,0.524036,[42 28] ; [50 26],[44.10958904 25.89041096] ; [47.89041096 28.10958904],0
u3,1,0.470038,0.521886,[24 20] ; [ 8 10],[22.70967742 21.29032258] ; [9.29032258 8.70967742],0
a1,1,0.608732,0.262026,[ 1 69] ; [ 2 74],[ 1.43835616 68.56164384] ; [ 1.56164384 74.43835616],0
s4,1,0.613976,0.254426,[ 9 61] ; [12 64],[10.06849315 59.93150685] ; [10.93150685 65.06849315],0
