Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.488183,[ 23 114] ; [83 79],[48.56856187 88.43143813] ; [ 57.43143813 104.56856187],1
v4,1,0.109891,2.555781,[125  11] ; [154   6],[128.18918919   7.81081081] ; [150.81081081   9.18918919],0
p6,1,0.116358,2.465667,[47 86] ; [71 89],[53.56313993 79.43686007] ; [64.43686007 95.56313993],0
a2,1,0.131879,2.270251,[ 24 113] ; [ 40 122],[ 29.32441472 107.67558528] ; [ 34.67558528 127.32441472],0
p8,1,0.135443,2.228982,[76 58] ; [105  56],[82.21694915 51.78305085] ; [98.78305085 62.21694915],0
p5,1,0.152634,2.045724,[  8 128] ; [ 17 145],[ 11.40939597 124.59060403] ; [ 13.59060403 148.40939597],0
n4,1,0.154631,2.025967,[93 44] ; [122  40],[98.51170569 38.48829431] ; [116.48829431  45.51170569],0
n6,1,0.15475,2.02479,[105  31] ; [134  26],[109.81081081  26.18918919] ; [129.18918919  30.81081081],0
a5,1,0.202483,1.624372,[86 51] ; [113  49],[91.18060201 45.81939799] ; [107.81939799  54.18060201],0
r1,1,0.333161,0.936572,[101  35] ; [128  34],[104.51006711  31.48993289] ; [124.48993289  37.51006711],0
v1,1,0.344411,0.893944,[60 74] ; [80 79],[64.02730375 69.97269625] ; [75.97269625 83.02730375],0
a4,1,0.390572,0.737161,[52 85] ; [69 92],[55.62751678 81.37248322] ; [65.37248322 95.62751678],0
b4,1,0.452145,0.565268,[71 66] ; [91 71],[74.22742475 62.77257525] ; [87.77257525 74.22742475],0
a8,1,0.462862,0.538965,[ 13 109] ; [ 20 127],[ 14.96654275 107.03345725] ; [ 18.03345725 128.96654275],0
n2,1,0.468525,0.525452,[25 10] ; [23  6],[26.25  8.75] ; [21.75  7.25],0
b2,1,0.507363,0.439502,[23 55] ; [24 72],[21.06896552 56.93103448] ; [25.93103448 70.06896552],0
b3,1,0.507363,0.439502,[23 55] ; [24 72],[21.06896552 56.93103448] ; [25.93103448 70.06896552],0
d2,1,0.538931,0.377524,[61 76] ; [66 95],[58.38590604 78.61409396] ; [68.61409396 92.38590604],0
u2,1,0.556082,0.346533,[25 23] ; [29 21],[26.44897959 21.55102041] ; [27.55102041 22.44897959],0
v3,1,0.649454,0.206589,[43 91] ; [ 54 102],[44.82068966 89.17931034] ; [ 52.17931034 103.82068966],0
a6,1,0.692542,0.156347,[94 43] ; [107  54],[92.40604027 44.59395973] ; [108.59395973  52.40604027],0
a3,1,0.703133,0.145234,[88 47] ; [109  53],[89.54545455 45.45454545] ; [107.45454545  54.54545455],0
d1,1,0.716802,0.131577,[69 68] ; [85 77],[70.56187291 66.43812709] ; [83.43812709 78.56187291],0
p1,1,0.719077,0.129378,[ 10 127] ; [ 10 150],[  9.22558923 127.77441077] ; [ 10.77441077 149.22558923],0
b1,1,0.726533,0.122319,[56 81] ; [63 99],[54.52508361 82.47491639] ; [64.47491639 97.52508361],0
v2,1,0.736364,0.113348,[71 61] ; [87 69],[72.41666667 59.58333333] ; [85.58333333 70.41666667],0
s1,1,0.808613,0.058668,[  4 132] ; [  4 157],[  3.66329966 132.33670034] ; [  4.33670034 156.66329966],0
n1,1,0.888757,0.019566,[10 24] ; [ 9 20],[10.25396825 23.74603175] ; [ 8.74603175 20.25396825],0
b5,1,0.910336,0.012682,[82 55] ; [98 64],[82.47491639 54.52508361] ; [97.52508361 64.47491639],0
p11,1,0.915617,0.011227,[105  32] ; [125  37],[105.38461538  31.61538462] ; [124.61538462  37.38461538],0
