Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00333,8.617224,[32 21] ; [24  2],[37.56962025 15.43037975] ; [18.43037975  7.56962025],0
r1,1,0.003698,8.426362,[36 18] ; [25  1],[41.175 12.825] ; [19.825  6.175],0
s7,1,0.018727,5.526826,[24 28] ; [18  6],[28.73684211 23.26315789] ; [13.26315789 10.73684211],0
p12,1,0.023104,5.160675,[ 2 51] ; [ 5 21],[ 4.69620253 48.30379747] ; [ 2.30379747 23.69620253],0
p5,1,0.027112,4.883635,[ 2 49] ; [ 5 21],[ 4.63636364 46.36363636] ; [ 2.36363636 23.63636364],0
r4,1,0.039695,4.230889,[39 15] ; [24  2],[42.525 11.475] ; [20.475  5.525],0
s4,1,0.053678,3.722697,[17 37] ; [ 3 23],[13.5 40.5] ; [ 6.5 19.5],0
n4,1,0.056693,3.631593,[32 22] ; [21  5],[35.775 18.225] ; [17.225  8.775],0
n3,1,0.103332,2.653345,[16  7] ; [2 4],[14.27586207  8.72413793] ; [3.72413793 2.27586207],0
v2,1,0.106396,2.606952,[26 26] ; [18  8],[29.33333333 22.66666667] ; [14.66666667 11.33333333],0
s2,1,0.12537,2.348921,[37 17] ; [22  4],[39.825 14.175] ; [19.175  6.825],0
v1,1,0.127375,2.324204,[25 28] ; [17  9],[28.17721519 24.82278481] ; [13.82278481 12.17721519],0
r2,1,0.139248,2.186255,[45  8] ; [25  1],[46.96202532  6.03797468] ; [23.03797468  2.96202532],0
r3,1,0.145884,2.114772,[46  8] ; [25  1],[47.925  6.075] ; [23.075  2.925],0
s5,1,0.146783,2.105365,[13 37] ; [11 15],[15.78947368 34.21052632] ; [ 8.21052632 17.78947368],0
a4,1,0.147549,2.09741,[28 26] ; [ 9 17],[24.975 29.025] ; [12.025 13.975],0
n2,1,0.148454,2.088068,[19  5] ; [3 3],[17.6  6.4] ; [4.4 1.6],0
n1,1,0.15789,1.994317,[15  8] ; [2 4],[13.48275862  9.51724138] ; [3.51724138 2.48275862],0
b5,1,0.201028,1.634892,[37 17] ; [14 12],[34.425 19.575] ; [16.575  9.425],0
n6,1,0.251413,1.315435,[34 20] ; [19  6],[36.2278481 17.7721519] ; [16.7721519  8.2278481],0
a3,1,0.261348,1.261605,[38 16] ; [15 11],[35.775 18.225] ; [17.225  8.775],0
p1,1,0.281441,1.160118,[ 6 48] ; [ 1 25],[ 4.725 49.275] ; [ 2.275 23.725],0
p10,1,0.285908,1.13879,[37 16] ; [15 11],[34.88607595 18.11392405] ; [17.11392405  8.88607595],0
p8,1,0.301516,1.067477,[ 9 44] ; [ 7 19],[10.73417722 42.26582278] ; [ 5.26582278 20.73417722],0
u3,1,0.383666,0.758924,[9 7] ; [8 3],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
d3,1,0.389988,0.738978,[29 25] ; [16  9],[30.75949367 23.24050633] ; [14.24050633 10.75949367],0
p11,1,0.402908,0.699631,[30 24] ; [17  9],[31.725 22.275] ; [15.275 10.725],0
b4,1,0.41468,0.665343,[28 26] ; [16 10],[29.7 24.3] ; [14.3 11.7],0
s1,1,0.434081,0.611878,[ 5 48] ; [ 4 22],[ 6.03797468 46.96202532] ; [ 2.96202532 23.03797468],0
u1,1,0.462121,0.540752,[ 7 47] ; [ 5 21],[ 8.1 45.9] ; [ 3.9 22.1],0
p9,1,0.492377,0.471328,[36 17] ; [15 10],[34.65384615 18.34615385] ; [16.34615385  8.65384615],0
d1,1,0.518726,0.416426,[27 27] ; [15 11],[28.35 25.65] ; [13.65 12.35],0
s8,1,0.531365,0.39178,[24 30] ; [13 12],[25.29113924 28.70886076] ; [11.70886076 13.29113924],0
v4,1,0.547403,0.361991,[45  9] ; [23  3],[45.9  8.1] ; [22.1  3.9],0
a5,1,0.581971,0.303059,[34 20] ; [18  8],[35.1 18.9] ; [16.9  9.1],0
u4,1,0.592562,0.286361,[ 1 53] ; [ 1 25],[ 1.35 52.65] ; [ 0.65 25.35],0
a7,1,0.598387,0.277435,[32 22] ; [17  9],[33.075 20.925] ; [15.925 10.075],0
a6,1,0.6003,0.274543,[29 25] ; [15 10],[30.07594937 23.92405063] ; [13.92405063 11.07594937],0
p3,1,0.603929,0.269111,[18 35] ; [10 15],[19.02564103 33.97435897] ; [ 8.97435897 16.02564103],0
a2,1,0.616041,0.251471,[ 8 46] ; [ 5 21],[ 8.775 45.225] ; [ 4.225 21.775],0
d2,1,0.636995,0.222693,[29 25] ; [12 13],[28.02531646 25.97468354] ; [12.97468354 12.02531646],0
n5,1,0.63985,0.218938,[36 17] ; [19  7],[36.89873418 16.10126582] ; [18.10126582  7.89873418],0
