Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.393066,[ 3 22] ; [80 17],[17.00819672  7.99180328] ; [65.99180328 31.00819672],1
r3,1,2.2e-05,18.024954,[11 14] ; [82 15],[19.05737705  5.94262295] ; [73.94262295 23.05737705],1
v4,1,2.6e-05,17.658557,[12 13] ; [84 13],[19.67213115  5.32786885] ; [76.32786885 20.67213115],1
r1,1,4.1e-05,16.802329,[ 6 19] ; [67 30],[14.95901639 10.04098361] ; [58.04098361 38.95901639],1
v1,1,0.009447,6.73622,[ 3 22] ; [38 58],[ 8.47107438 16.52892562] ; [32.52892562 63.47107438],0
v3,1,0.016537,5.7449,[ 2 23] ; [30 64],[ 6.72268908 18.27731092] ; [25.27731092 68.72268908],0
a7,1,0.027545,4.856341,[ 8 17] ; [55 42],[12.90983607 12.09016393] ; [50.09016393 46.90983607],0
u3,1,0.031841,4.607046,[ 3 14] ; [24 27],[ 6.75 10.25] ; [20.25 30.75],0
n2,1,0.035862,4.403639,[5 6] ; [26  7],[7.75 3.25] ; [23.25  9.75],0
p12,1,0.046264,3.97195,[ 2 23] ; [ 1 95],[ 0.61983471 24.38016529] ; [ 2.38016529 93.61983471],0
s2,1,0.130784,2.283169,[ 4 21] ; [30 66],[ 7.02479339 17.97520661] ; [26.97520661 69.02479339],0
s6,1,0.142319,2.152706,[ 7 18] ; [42 53],[10.20833333 14.79166667] ; [38.79166667 56.20833333],0
v2,1,0.158723,1.986352,[ 5 20] ; [33 62],[ 7.91666667 17.08333333] ; [30.08333333 64.91666667],0
b1,1,0.165449,1.923704,[16  9] ; [47 50],[12.90983607 12.09016393] ; [50.09016393 46.90983607],0
a3,1,0.18467,1.759632,[ 8 16] ; [46 49],[10.8907563 13.1092437] ; [43.1092437 51.8907563],0
s7,1,0.186832,1.742424,[ 3 20] ; [24 68],[ 5.4 17.6] ; [21.6 70.4],0
d4,1,0.191539,1.705738,[10 15] ; [53 44],[12.90983607 12.09016393] ; [50.09016393 46.90983607],0
a5,1,0.192862,1.695615,[ 7 18] ; [41 56],[ 9.83606557 15.16393443] ; [38.16393443 58.83606557],0
n3,1,0.225887,1.466571,[6 5] ; [23  8],[7.5952381 3.4047619] ; [21.4047619  9.5952381],0
p11,1,0.228213,1.451962,[ 9 16] ; [48 49],[11.68032787 13.31967213] ; [45.31967213 51.68032787],0
d3,1,0.25412,1.300512,[ 6 19] ; [35 62],[ 8.40163934 16.59836066] ; [32.59836066 64.40163934],0
a8,1,0.320515,0.986845,[ 5 17] ; [13 79],[ 3.47368421 18.52631579] ; [14.52631579 77.47368421],0
a1,1,0.321341,0.98348,[ 3 22] ; [ 6 91],[ 1.8442623 23.1557377] ; [ 7.1557377 89.8442623],0
s5,1,0.326214,0.963869,[ 3 22] ; [19 73],[ 4.7008547 20.2991453] ; [17.2991453 74.7008547],0
s3,1,0.437506,0.602816,[ 9 15] ; [44 51],[10.68907563 13.31092437] ; [42.31092437 52.68907563],0
p1,1,0.439213,0.598338,[ 2 23] ; [ 4 91],[ 1.25 23.75] ; [ 4.75 90.25],0
a6,1,0.450002,0.570647,[10 15] ; [47 50],[11.68032787 13.31967213] ; [45.31967213 51.68032787],0
b4,1,0.509411,0.435277,[16  9] ; [55 42],[14.54918033 10.45081967] ; [56.45081967 40.54918033],0
p6,1,0.520733,0.412441,[ 4 20] ; [22 75],[ 5.15702479 18.84297521] ; [20.84297521 76.15702479],0
n6,1,0.54206,0.371736,[13 12] ; [57 40],[14.3442623 10.6557377] ; [55.6557377 41.3442623],0
p3,1,0.567461,0.326949,[ 7 18] ; [33 64],[ 8.19672131 16.80327869] ; [31.80327869 65.19672131],0
n1,1,0.598084,0.277895,[4 7] ; [15 18],[4.75 6.25] ; [14.25 18.75],0
p4,1,0.627743,0.235134,[ 9 16] ; [30 67],[ 7.99180328 17.00819672] ; [31.00819672 65.99180328],0
u2,1,0.632113,0.229206,[ 7 10] ; [17 32],[ 6.18181818 10.81818182] ; [17.81818182 31.18181818],0
p9,1,0.635101,0.225207,[ 7 18] ; [31 63],[ 7.98319328 17.01680672] ; [30.01680672 63.98319328],0
a4,1,0.675937,0.174735,[ 5 20] ; [23 73],[ 5.78512397 19.21487603] ; [22.21487603 73.78512397],0
n5,1,0.690927,0.158084,[14 11] ; [50 47],[13.1147541 11.8852459] ; [50.8852459 46.1147541],0
n4,1,0.701072,0.147359,[16  9] ; [58 39],[15.16393443  9.83606557] ; [58.83606557 38.16393443],0
p2,1,0.730905,0.118283,[14 11] ; [58 39],[14.75409836 10.24590164] ; [57.24590164 39.75409836],0
s1,1,0.743821,0.106797,[ 2 23] ; [ 6 91],[ 1.63934426 23.36065574] ; [ 6.36065574 90.63934426],0
b5,1,0.771132,0.084619,[16  9] ; [59 38],[15.36885246  9.63114754] ; [59.63114754 37.36885246],0
s4,1,0.774172,0.082324,[ 5 20] ; [17 80],[ 4.50819672 20.49180328] ; [17.49180328 79.50819672],0
d2,1,0.800702,0.063725,[ 6 19] ; [21 76],[ 5.53278689 19.46721311] ; [21.46721311 75.53278689],0
d5,1,0.830558,0.04579,[11 14] ; [45 52],[11.47540984 13.52459016] ; [44.52459016 52.47540984],0
p7,1,0.885728,0.020653,[12 13] ; [45 52],[11.68032787 13.31967213] ; [45.31967213 51.68032787],0
b2,1,0.914247,0.011596,[ 5 12] ; [16 41],[ 4.82432432 12.17567568] ; [16.17567568 40.82432432],0
b3,1,0.914247,0.011596,[ 5 12] ; [16 41],[ 4.82432432 12.17567568] ; [16.17567568 40.82432432],0
a2,1,0.977805,0.000774,[ 1 24] ; [ 4 93],[ 1.02459016 23.97540984] ; [ 3.97540984 93.02459016],0
p5,1,0.992447,9e-05,[ 1 23] ; [ 4 93],[ 0.99173554 23.00826446] ; [ 4.00826446 92.99173554],0
p8,1,1.0,0.0,[ 6 18] ; [24 72],[ 6. 18.] ; [24. 72.],0
