Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,57.049743,[324   7] ; [4 4],[320.25958702  10.74041298] ; [7.74041298 0.25958702],1
r4,1,0.0,38.743656,[327   6] ; [5 3],[324.2111437   8.7888563] ; [7.7888563 0.2111437],1
s2,1,0.012659,6.216199,[237  93] ; [2 5],[234.03560831  95.96439169] ; [4.96439169 2.03560831],0
d3,1,0.023577,5.125454,[245  88] ; [3 5],[242.18181818  90.81818182] ; [5.81818182 2.18181818],0
d1,1,0.054904,3.684987,[231 102] ; [3 5],[228.51026393 104.48973607] ; [5.48973607 2.51026393],0
p3,1,0.060064,3.535603,[194 139] ; [2 6],[191.40175953 141.59824047] ; [4.59824047 3.40175953],0
p4,1,0.068421,3.320507,[226 106] ; [3 5],[223.61176471 108.38823529] ; [5.38823529 2.61176471],0
p9,1,0.073103,3.211938,[301  29] ; [5 2],[299.64391691  30.35608309] ; [6.35608309 0.64391691],0
s7,1,0.109671,2.558956,[247  71] ; [3 3],[245.37037037  72.62962963] ; [4.62962963 1.37037037],0
v1,1,0.122955,2.379273,[207 116] ; [3 5],[204.9244713 118.0755287] ; [5.0755287 2.9244713],0
a5,1,0.169722,1.885394,[272  61] ; [5 3],[270.50146628  62.49853372] ; [6.49853372 1.50146628],0
p10,1,0.179667,1.80038,[291  39] ; [5 2],[289.85163205  40.14836795] ; [6.14836795 0.85163205],0
a3,1,0.190531,1.71351,[269  63] ; [5 3],[267.55294118  64.44705882] ; [6.44705882 1.55294118],0
a6,1,0.280272,1.16577,[226 106] ; [4 4],[224.58823529 107.41176471] ; [5.41176471 2.58823529],0
a2,1,0.290135,1.118996,[ 99 234] ; [1 7],[ 97.65395894 235.34604106] ; [2.34604106 5.65395894],0
s3,1,0.321277,0.983739,[243  86] ; [4 3],[241.85416667  87.14583333] ; [5.14583333 1.85416667],0
b4,1,0.325944,0.964946,[192 141] ; [6 2],[193.35483871 139.64516129] ; [4.64516129 3.35483871],0
u1,1,0.392883,0.730002,[ 86 247] ; [1 7],[ 84.95894428 248.04105572] ; [2.04105572 5.95894428],0
p2,1,0.422782,0.64257,[283  49] ; [6 2],[282.2  49.8] ; [6.8 1.2],0
n2,1,0.442272,0.590382,[52 18] ; [1 1],[51.52777778 18.47222222] ; [1.47222222 0.52777778],0
v2,1,0.466997,0.529073,[201 120] ; [4 4],[200.01519757 120.98480243] ; [4.98480243 3.01519757],0
a8,1,0.467896,0.526941,[ 54 248] ; [2 5],[ 54.73139159 247.26860841] ; [1.26860841 5.73139159],0
a4,1,0.489945,0.476647,[166 167] ; [3 5],[165.03519062 167.96480938] ; [3.96480938 4.03519062],0
p5,1,0.501374,0.452027,[ 53 276] ; [2 6],[ 53.69436202 275.30563798] ; [1.30563798 6.69436202],0
b5,1,0.590538,0.289504,[198 135] ; [4 4],[197.26099707 135.73900293] ; [4.73900293 3.26099707],0
p11,1,0.593997,0.284145,[266  67] ; [7 1],[266.59530792  66.40469208] ; [6.40469208 1.59530792],0
p7,1,0.635014,0.225322,[227  96] ; [5 3],[226.39274924  96.60725076] ; [5.60725076 2.39274924],0
n5,1,0.636831,0.222911,[270  61] ; [6 2],[269.48672566  61.51327434] ; [6.51327434 1.48672566],0
s5,1,0.642805,0.215093,[146 173] ; [3 5],[145.35474006 173.64525994] ; [3.64525994 4.35474006],0
p6,1,0.672785,0.178362,[149 182] ; [3 5],[148.41297935 182.58702065] ; [3.58702065 4.41297935],0
n4,1,0.791109,0.070156,[279  53] ; [7 1],[279.27058824  52.72941176] ; [6.72941176 1.27058824],0
u3,1,0.795959,0.066864,[47 17] ; [2 1],[46.80597015 17.19402985] ; [2.19402985 0.80597015],0
b2,1,0.796313,0.066627,[101 125] ; [3 3],[101.31034483 124.68965517] ; [2.68965517 3.31034483],0
b3,1,0.796313,0.066627,[101 125] ; [3 3],[101.31034483 124.68965517] ; [2.68965517 3.31034483],0
a7,1,0.809072,0.058382,[236  96] ; [6 2],[236.30588235  95.69411765] ; [5.69411765 2.30588235],0
b1,1,0.809941,0.057841,[139 194] ; [3 5],[138.6686217 194.3313783] ; [3.3313783 4.6686217],0
p8,1,0.848749,0.036372,[194 134] ; [5 3],[194.26190476 133.73809524] ; [4.73809524 3.26190476],0
d2,1,0.849287,0.036111,[197 136] ; [5 3],[197.26099707 135.73900293] ; [4.73900293 3.26099707],0
p12,1,0.862371,0.030053,[ 40 290] ; [1 6],[ 40.14836795 289.85163205] ; [0.85163205 6.14836795],0
d4,1,0.950478,0.003857,[288  44] ; [7 1],[288.05882353  43.94117647] ; [6.94117647 1.05882353],0
v3,1,0.957958,0.002779,[156 162] ; [4 4],[156.07361963 161.92638037] ; [3.92638037 4.07361963],0
s6,1,0.987196,0.000258,[283  48] ; [6 1],[283.0147929  47.9852071] ; [5.9852071 1.0147929],0
u2,1,1.0,0.0,[42 21] ; [2 1],[42. 21.] ; [2. 1.],0
