Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.015553,5.85267,[3 5] ; [34  9],[5.80392157 2.19607843] ; [31.19607843 11.80392157],0
p3,1,0.024432,5.063734,[1 7] ; [24 19],[3.92156863 4.07843137] ; [21.07843137 21.92156863],0
v2,1,0.038191,4.296503,[1 7] ; [21 19],[3.66666667 4.33333333] ; [18.33333333 21.66666667],0
d5,1,0.054576,3.694991,[4 4] ; [35  8],[6.11764706 1.88235294] ; [32.88235294 10.11764706],0
p9,1,0.070318,3.275581,[5 3] ; [37  5],[6.72 1.28] ; [35.28  6.72],0
r2,1,0.070318,3.275581,[5 3] ; [37  5],[6.72 1.28] ; [35.28  6.72],0
s2,1,0.083206,3.00113,[4 4] ; [34  9],[5.96078431 2.03921569] ; [32.03921569 10.96078431],0
s3,1,0.10775,2.586918,[3 5] ; [29 14],[5.01960784 2.98039216] ; [26.98039216 16.01960784],0
d2,1,0.141822,2.158079,[5 3] ; [15 28],[3.1372549 4.8627451] ; [16.8627451 26.1372549],0
n6,1,0.165091,1.926964,[5 3] ; [36  7],[6.43137255 1.56862745] ; [34.56862745  8.43137255],0
p6,1,0.193493,1.690821,[2 6] ; [21 21],[3.68 4.32] ; [19.32 22.68],0
b2,1,0.217058,1.523713,[1 5] ; [11 14],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
b3,1,0.217058,1.523713,[1 5] ; [11 14],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
s7,1,0.241567,1.371429,[3 5] ; [24 16],[4.5 3.5] ; [22.5 17.5],0
p10,1,0.248203,1.333389,[5 3] ; [34  8],[6.24 1.76] ; [32.76  9.24],0
n4,1,0.2593,1.27249,[6 2] ; [23 20],[4.54901961 3.45098039] ; [24.45098039 18.54901961],0
p7,1,0.273845,1.197385,[3 5] ; [24 17],[4.40816327 3.59183673] ; [22.59183673 18.40816327],0
d3,1,0.276128,1.186047,[4 4] ; [30 13],[5.33333333 2.66666667] ; [28.66666667 14.33333333],0
n5,1,0.311316,1.025083,[6 2] ; [24 19],[4.70588235 3.29411765] ; [25.29411765 17.70588235],0
v3,1,0.353413,0.861165,[1 7] ; [11 28],[2.04255319 5.95744681] ; [ 9.95744681 29.04255319],0
s8,1,0.369779,0.804407,[2 6] ; [18 25],[3.1372549 4.8627451] ; [16.8627451 26.1372549],0
d1,1,0.406178,0.68996,[3 5] ; [23 20],[4.07843137 3.92156863] ; [21.92156863 21.07843137],0
u2,1,0.422489,0.643382,[3 1] ; [9 8],[2.28571429 1.71428571] ; [9.71428571 7.28571429],0
d4,1,0.430183,0.62233,[6 2] ; [37  6],[6.74509804 1.25490196] ; [36.25490196  6.74509804],0
n3,1,0.465693,0.532176,[2 1] ; [7 9],[1.42105263 1.57894737] ; [7.57894737 8.42105263],0
a7,1,0.496253,0.462941,[4 4] ; [27 16],[4.8627451 3.1372549] ; [26.1372549 16.8627451],0
a3,1,0.528733,0.396825,[4 4] ; [26 16],[4.8 3.2] ; [25.2 16.8],0
n2,1,0.569653,0.323264,[2 1] ; [13  3],[2.36842105 0.63157895] ; [12.63157895  3.36842105],0
s1,1,0.593648,0.284683,[1 7] ; [ 3 40],[0.62745098 7.37254902] ; [ 3.37254902 39.62745098],0
v4,1,0.608726,0.262034,[7 1] ; [39  3],[7.36 0.64] ; [38.64  3.36],0
p4,1,0.669504,0.182183,[4 4] ; [25 18],[4.54901961 3.45098039] ; [24.45098039 18.54901961],0
p11,1,0.672263,0.178966,[6 2] ; [29 14],[5.49019608 2.50980392] ; [29.50980392 13.49019608],0
b4,1,0.67749,0.172965,[7 1] ; [35  8],[6.58823529 1.41176471] ; [35.41176471  7.58823529],0
s6,1,0.699676,0.14881,[6 2] ; [34  8],[6.4 1.6] ; [33.6  8.4],0
b1,1,0.725882,0.122927,[3 5] ; [19 24],[3.45098039 4.54901961] ; [18.54901961 24.45098039],0
p8,1,0.73783,0.112043,[3 5] ; [18 23],[3.42857143 4.57142857] ; [17.57142857 23.42857143],0
u3,1,0.748328,0.102941,[2 2] ; [10  7],[2.28571429 1.71428571] ; [9.71428571 7.28571429],0
p1,1,0.768278,0.086806,[1 7] ; [ 7 35],[1.28 6.72] ; [ 6.72 35.28],0
b5,1,0.855968,0.032946,[4 4] ; [20 23],[3.76470588 4.23529412] ; [20.23529412 22.76470588],0
s4,1,0.886934,0.020217,[3 5] ; [15 28],[2.82352941 5.17647059] ; [15.17647059 27.82352941],0
a5,1,0.886934,0.020217,[5 3] ; [28 15],[5.17647059 2.82352941] ; [27.82352941 15.17647059],0
a1,1,0.912649,0.012034,[1 7] ; [ 6 37],[1.09803922 6.90196078] ; [ 5.90196078 37.09803922],0
p2,1,0.942396,0.005221,[6 2] ; [32 10],[6.08 1.92] ; [31.92 10.08],0
v1,1,0.949673,0.003984,[4 4] ; [21 20],[4.08163265 3.91836735] ; [20.91836735 20.08163265],0
a6,1,0.951829,0.003649,[4 4] ; [22 21],[4.07843137 3.92156863] ; [21.92156863 21.07843137],0
a4,1,0.987541,0.000244,[3 5] ; [16 27],[2.98039216 5.01960784] ; [16.01960784 26.98039216],0
