Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,24.258098,[29 25] ; [ 7 55],[16.75862069 37.24137931] ; [19.24137931 42.75862069],1
a7,1,0.049482,3.858935,[42 12] ; [39 25],[37.06779661 16.93220339] ; [43.93220339 20.06779661],0
r1,1,0.053612,3.724747,[48  6] ; [48 16],[43.93220339 10.06779661] ; [52.06779661 11.93220339],0
a5,1,0.069839,3.286808,[45 10] ; [43 21],[40.67226891 14.32773109] ; [47.32773109 16.67226891],0
d5,1,0.087573,2.918439,[46  9] ; [45 19],[42.05882353 12.94117647] ; [48.94117647 15.05882353],0
u1,1,0.112109,2.524242,[13 42] ; [ 8 56],[ 9.70588235 45.29411765] ; [11.29411765 52.70588235],0
r3,1,0.141144,2.165446,[51  2] ; [56  7],[48.88793103  4.11206897] ; [58.11206897  4.88793103],0
b4,1,0.157962,1.993626,[30 25] ; [43 21],[33.7394958 21.2605042] ; [39.2605042 24.7394958],0
s4,1,0.162453,1.951247,[13 42] ; [22 40],[16.45299145 38.54700855] ; [18.54700855 43.45299145],0
s3,1,0.263846,1.248465,[30 24] ; [42 22],[32.94915254 21.05084746] ; [39.05084746 24.94915254],0
a2,1,0.269712,1.218211,[14 41] ; [11 53],[11.55462185 43.44537815] ; [13.44537815 50.55462185],0
p2,1,0.285894,1.138856,[43 12] ; [54  9],[45.21186441  9.78813559] ; [51.78813559 11.21186441],0
p12,1,0.374957,0.787171,[ 6 49] ; [ 4 59],[ 4.66101695 50.33898305] ; [ 5.33898305 57.66101695],0
p7,1,0.379631,0.771895,[37 17] ; [37 24],[34.74782609 19.25217391] ; [39.25217391 21.74782609],0
n5,1,0.410184,0.678268,[35 19] ; [46 18],[37.06779661 16.93220339] ; [43.93220339 20.06779661],0
a3,1,0.427598,0.629338,[39 16] ; [41 23],[36.97478992 18.02521008] ; [43.02521008 20.97478992],0
d2,1,0.440778,0.594256,[30 24] ; [31 33],[27.91525424 26.08474576] ; [33.08474576 30.91525424],0
p11,1,0.48359,0.490757,[39 16] ; [49 15],[40.67226891 14.32773109] ; [47.32773109 16.67226891],0
p9,1,0.492807,0.470393,[46  8] ; [49 12],[44.60869565  9.39130435] ; [50.39130435 10.60869565],0
p1,1,0.512536,0.428886,[ 5 50] ; [ 8 54],[ 6.11111111 48.88888889] ; [ 6.88888889 55.11111111],0
a8,1,0.530161,0.394082,[ 4 44] ; [ 7 51],[ 4.98113208 43.01886792] ; [ 6.01886792 51.98113208],0
p4,1,0.555182,0.348116,[32 23] ; [40 23],[33.55932203 21.44067797] ; [38.44067797 24.55932203],0
s7,1,0.557177,0.344615,[34 18] ; [36 24],[32.5 19.5] ; [37.5 22.5],0
a4,1,0.560146,0.339451,[27 28] ; [28 36],[25.42016807 29.57983193] ; [29.57983193 34.42016807],0
u2,1,0.58239,0.302386,[6 8] ; [12 11],[6.81081081 7.18918919] ; [11.18918919 11.81081081],0
p6,1,0.610814,0.258991,[19 36] ; [25 39],[20.33613445 34.66386555] ; [23.66386555 40.33613445],0
a6,1,0.610814,0.258991,[36 19] ; [39 25],[34.66386555 20.33613445] ; [40.33613445 23.66386555],0
s6,1,0.62268,0.242118,[47  8] ; [54  7],[47.88793103  7.11206897] ; [53.11206897  7.88793103],0
b1,1,0.648653,0.207602,[22 33] ; [23 41],[20.79831933 34.20168067] ; [24.20168067 39.79831933],0
s8,1,0.680267,0.169825,[23 32] ; [24 39],[21.90677966 33.09322034] ; [25.09322034 37.90677966],0
d3,1,0.684435,0.165176,[35 20] ; [43 21],[36.05042017 18.94957983] ; [41.94957983 22.05042017],0
u3,1,0.687788,0.161491,[8 8] ; [13 10],[8.61538462 7.38461538] ; [12.38461538 10.61538462],0
n4,1,0.739649,0.110436,[38 17] ; [46 18],[38.82352941 16.17647059] ; [45.17647059 18.82352941],0
s2,1,0.740028,0.110102,[31 24] ; [38 26],[31.8907563 23.1092437] ; [37.1092437 26.8907563],0
p8,1,0.745174,0.105631,[26 27] ; [29 34],[25.12931034 27.87068966] ; [29.87068966 33.12931034],0
n1,1,0.754725,0.097603,[7 8] ; [ 7 10],[6.5625 8.4375] ; [7.4375 9.5625],0
n6,1,0.755909,0.096633,[48  6] ; [58  6],[48.50847458  5.49152542] ; [57.49152542  6.50847458],0
n2,1,0.766735,0.088,[11  4] ; [14  4],[11.36363636  3.63636364] ; [13.63636364  4.36363636],0
v4,1,0.79863,0.065087,[49  5] ; [58  5],[49.38461538  4.61538462] ; [57.61538462  5.38461538],0
d4,1,0.800328,0.06397,[42 12] ; [51 13],[42.55932203 11.44067797] ; [50.44067797 13.55932203],0
a1,1,0.824216,0.04934,[ 4 51] ; [ 4 60],[ 3.69747899 51.30252101] ; [ 4.30252101 59.69747899],0
p3,1,0.899091,0.016081,[29 26] ; [33 31],[28.65546218 26.34453782] ; [33.34453782 30.65546218],0
p10,1,0.930161,0.007681,[44 11] ; [50 12],[44.18803419 10.81196581] ; [49.81196581 12.18803419],0
p5,1,0.942336,0.005232,[ 9 46] ; [10 53],[ 8.8559322 46.1440678] ; [10.1440678 52.8559322],0
n3,1,0.957035,0.002902,[11  3] ; [14  4],[10.9375  3.0625] ; [14.0625  3.9375],0
d1,1,0.987619,0.000241,[30 25] ; [35 29],[30.04201681 24.95798319] ; [34.95798319 29.04201681],0
b5,1,0.987619,0.000241,[25 30] ; [29 35],[24.95798319 30.04201681] ; [29.04201681 34.95798319],0
b2,1,0.988821,0.000196,[12 22] ; [13 24],[11.97183099 22.02816901] ; [13.02816901 23.97183099],0
b3,1,0.988821,0.000196,[12 22] ; [13 24],[11.97183099 22.02816901] ; [13.02816901 23.97183099],0
r4,1,0.996048,2.5e-05,[49  6] ; [57  7],[48.99159664  6.00840336] ; [57.00840336  6.99159664],0
