Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.152612,[32  6] ; [42 59],[20.23021583 17.76978417] ; [53.76978417 47.23021583],1
s4,1,0.000305,13.039451,[14 23] ; [11 89],[ 6.75182482 30.24817518] ; [18.24817518 81.75182482],1
p12,1,0.000376,12.645457,[ 6 32] ; [  1 100],[ 1.91366906 36.08633094] ; [ 5.08633094 95.91366906],1
s8,1,0.001616,9.941581,[21 17] ; [27 74],[13.12230216 24.87769784] ; [34.87769784 66.12230216],0
p6,1,0.002727,8.981436,[13 25] ; [12 87],[ 6.93430657 31.06569343] ; [18.06569343 80.93430657],0
a5,1,0.00403,8.270327,[33  5] ; [62 39],[25.97122302 12.02877698] ; [69.02877698 31.97122302],0
s2,1,0.004106,8.236419,[23 15] ; [34 67],[15.58273381 22.41726619] ; [41.41726619 59.58273381],0
u2,1,0.010596,6.531793,[2 7] ; [21  9],[5.30769231 3.69230769] ; [17.69230769 12.30769231],0
r4,1,0.016473,5.75168,[33  5] ; [67 34],[27.3381295 10.6618705] ; [72.6618705 28.3381295],0
s7,1,0.035075,4.441501,[20 17] ; [32 62],[14.6870229 22.3129771] ; [37.3129771 56.6870229],0
p4,1,0.056463,3.63836,[16 21] ; [26 73],[11.42647059 25.57352941] ; [30.57352941 68.42647059],0
p10,1,0.059155,3.560916,[25 12] ; [50 51],[20.10869565 16.89130435] ; [54.89130435 46.10869565],0
v1,1,0.066536,3.366468,[18 20] ; [30 68],[13.41176471 24.58823529] ; [34.58823529 63.41176471],0
r3,1,0.072956,3.215223,[35  3] ; [80 21],[31.43884892  6.56115108] ; [83.56115108 17.43884892],0
v2,1,0.081818,3.02842,[23 13] ; [46 52],[18.53731343 17.46268657] ; [50.46268657 47.53731343],0
r2,1,0.084262,2.980717,[36  2] ; [81 16],[32.93333333  5.06666667] ; [84.06666667 12.93333333],0
p9,1,0.093382,2.815087,[25 12] ; [51 48],[20.67647059 16.32352941] ; [55.32352941 43.67647059],0
p1,1,0.095107,2.785744,[ 5 33] ; [ 5 96],[ 2.73381295 35.26618705] ; [ 7.26618705 93.73381295],0
n6,1,0.113532,2.50435,[31  7] ; [68 32],[27.26086957 10.73913043] ; [71.73913043 28.26086957],0
s3,1,0.132406,2.264064,[21 17] ; [41 59],[17.07246377 20.92753623] ; [44.92753623 55.07246377],0
p5,1,0.151783,2.054243,[ 4 34] ; [ 4 94],[ 2.23529412 35.76470588] ; [ 5.76470588 92.23529412],0
v4,1,0.207805,1.586652,[33  5] ; [78 23],[30.34532374  7.65467626] ; [80.65467626 20.34532374],0
p3,1,0.209837,1.572548,[14 24] ; [26 74],[11.01449275 26.98550725] ; [28.98550725 71.01449275],0
a4,1,0.211854,1.55871,[22 16] ; [46 54],[18.72463768 19.27536232] ; [49.27536232 50.72463768],0
a7,1,0.249407,1.326622,[22 16] ; [69 32],[24.87769784 13.12230216] ; [66.12230216 34.87769784],0
a1,1,0.34459,0.893281,[ 5 33] ; [ 8 93],[ 3.55395683 34.44604317] ; [ 9.44604317 91.55395683],0
n4,1,0.355322,0.854358,[22 16] ; [67 34],[24.33093525 13.66906475] ; [64.66906475 36.33093525],0
d2,1,0.386871,0.748755,[24 14] ; [55 45],[21.75362319 16.24637681] ; [57.24637681 42.75362319],0
s1,1,0.420523,0.648853,[ 1 37] ; [ 6 94],[ 1.92753623 36.07246377] ; [ 5.07246377 94.92753623],0
u3,1,0.465209,0.533333,[4 6] ; [16 14],[5. 5.] ; [15. 15.],0
d5,1,0.506399,0.4415,[32  6] ; [80 21],[30.61870504  7.38129496] ; [81.38129496 19.61870504],0
n2,1,0.519249,0.415385,[11  4] ; [25 14],[10.  5.] ; [26. 13.],0
u4,1,0.54879,0.35949,[ 1 37] ; [ 5 96],[ 1.64028777 36.35971223] ; [ 4.35971223 96.64028777],0
p7,1,0.567934,0.326151,[13 25] ; [28 68],[11.62686567 26.37313433] ; [29.37313433 66.62686567],0
b5,1,0.583435,0.300714,[21 17] ; [61 40],[22.41726619 15.58273381] ; [59.58273381 41.41726619],0
a6,1,0.583435,0.300714,[21 17] ; [61 40],[22.41726619 15.58273381] ; [59.58273381 41.41726619],0
d3,1,0.596376,0.280496,[27 11] ; [67 34],[25.69784173 12.30215827] ; [68.30215827 32.69784173],0
r1,1,0.596376,0.280496,[27 11] ; [67 34],[25.69784173 12.30215827] ; [68.30215827 32.69784173],0
a8,1,0.621014,0.244444,[ 4 32] ; [ 8 88],[ 3.27272727 32.72727273] ; [ 8.72727273 87.27272727],0
u1,1,0.67923,0.170994,[ 6 32] ; [19 82],[ 6.83453237 31.16546763] ; [18.16546763 82.83453237],0
n1,1,0.679359,0.170848,[7 7] ; [17 22],[6.33962264 7.66037736] ; [17.66037736 21.33962264],0
a3,1,0.694214,0.154562,[28 10] ; [71 30],[27.0647482 10.9352518] ; [71.9352518 29.0647482],0
p8,1,0.711825,0.136461,[ 9 29] ; [21 80],[ 8.20143885 29.79856115] ; [21.79856115 79.20143885],0
p11,1,0.716179,0.132183,[22 16] ; [55 46],[21.05035971 16.94964029] ; [55.94964029 45.05035971],0
n3,1,0.735596,0.114035,[7 7] ; [21 17],[7.53846154 6.46153846] ; [20.46153846 17.53846154],0
b3,1,0.747287,0.103825,[12 17] ; [25 41],[11.29473684 17.70526316] ; [25.70526316 40.29473684],0
b2,1,0.747287,0.103825,[12 17] ; [25 41],[11.29473684 17.70526316] ; [25.70526316 40.29473684],0
n5,1,0.821998,0.050614,[22 16] ; [60 40],[22.57971014 15.42028986] ; [59.42028986 40.57971014],0
a2,1,0.828151,0.047121,[ 8 30] ; [23 78],[ 8.47482014 29.52517986] ; [22.52517986 78.47482014],0
b4,1,0.841374,0.040055,[23 15] ; [63 38],[23.51079137 14.48920863] ; [62.48920863 38.51079137],0
b1,1,0.93003,0.00771,[18 20] ; [47 54],[17.76978417 20.23021583] ; [47.23021583 53.76978417],0
d1,1,0.951538,0.003694,[25 13] ; [67 34],[25.15107914 12.84892086] ; [66.84892086 34.15107914],0
v3,1,0.977373,0.000804,[12 23] ; [33 64],[11.93181818 23.06818182] ; [33.06818182 63.93181818],0
