Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001165,10.544593,[12 16] ; [56 17],[18.85148515  9.14851485] ; [49.14851485 23.85148515],0
n5,1,0.001505,10.072655,[ 9 18] ; [50 23],[15.93 11.07] ; [43.07 29.93],0
p10,1,0.004174,8.206462,[ 9 16] ; [50 23],[15.05102041  9.94897959] ; [43.94897959 29.05102041],0
r2,1,0.007885,7.059315,[24  4] ; [71  1],[26.6  1.4] ; [68.4  3.6],0
p9,1,0.014181,6.01544,[11 14] ; [52 21],[16.07142857  8.92857143] ; [46.92857143 26.07142857],0
n2,1,0.022543,5.203386,[6 7] ; [16  3],[8.9375 4.0625] ; [13.0625  5.9375],0
s8,1,0.031718,4.613665,[ 7 21] ; [35 37],[11.76 16.24] ; [30.24 41.76],0
u2,1,0.032944,4.548704,[7 2] ; [ 7 13],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
b5,1,0.040465,4.198261,[13 15] ; [50 23],[17.46534653 10.53465347] ; [45.53465347 27.46534653],0
v4,1,0.050647,3.819893,[23  5] ; [69  4],[25.5049505  2.4950495] ; [66.4950495  6.5049505],0
r4,1,0.050824,3.814068,[20  8] ; [64  9],[23.28712871  4.71287129] ; [60.71287129 12.28712871],0
s7,1,0.136178,2.220622,[ 9 15] ; [37 30],[12.13186813 11.86813187] ; [33.86813187 33.13186813],0
u1,1,0.155791,2.014613,[ 3 25] ; [17 56],[ 5.54455446 22.45544554] ; [14.45544554 58.54455446],0
n1,1,0.163309,1.94332,[ 3 10] ; [ 9 10],[4.875 8.125] ; [ 7.125 11.875],0
b4,1,0.20906,1.577923,[13 15] ; [44 29],[15.8019802 12.1980198] ; [41.1980198 31.8019802],0
d5,1,0.22621,1.464537,[26  2] ; [61 12],[24.11881188  3.88118812] ; [62.88118812 10.11881188],0
p2,1,0.228504,1.450148,[15 12] ; [50 23],[17.55  9.45] ; [47.45 25.55],0
v3,1,0.284807,1.144008,[10 16] ; [36 35],[12.32989691 13.67010309] ; [33.67010309 37.32989691],0
s5,1,0.285652,1.14,[ 7 18] ; [28 42],[ 9.21052632 15.78947368] ; [25.78947368 44.21052632],0
r3,1,0.335492,0.92758,[26  1] ; [66  7],[24.84  2.16] ; [67.16  5.84],0
d4,1,0.38211,0.763902,[25  3] ; [60 13],[23.56435644  4.43564356] ; [61.43564356 11.56435644],0
a4,1,0.407911,0.684882,[12 16] ; [38 35],[13.86138614 14.13861386] ; [36.13861386 36.86138614],0
s4,1,0.409031,0.681617,[ 8 20] ; [15 57],[ 6.44 21.56] ; [16.56 55.44],0
p4,1,0.421943,0.644898,[12 15] ; [38 33],[13.7755102 13.2244898] ; [36.2244898 34.7755102],0
s6,1,0.45302,0.563084,[18  9] ; [52 18],[19.48453608  7.51546392] ; [50.51546392 19.48453608],0
p8,1,0.461218,0.542937,[10 16] ; [22 50],[ 8.48979592 17.51020408] ; [23.51020408 48.48979592],0
d3,1,0.521787,0.410359,[21  7] ; [50 23],[19.68316832  8.31683168] ; [51.31683168 21.68316832],0
a2,1,0.521787,0.410359,[ 7 21] ; [23 50],[ 8.31683168 19.68316832] ; [21.68316832 51.31683168],0
s3,1,0.568494,0.325209,[13 15] ; [38 34],[14.28 13.72] ; [36.72 35.28],0
d1,1,0.62059,0.245039,[18 10] ; [43 30],[16.91089109 11.08910891] ; [44.08910891 28.91089109],0
a7,1,0.637016,0.222666,[19  9] ; [53 20],[19.96039604  8.03960396] ; [52.03960396 20.96039604],0
p6,1,0.670094,0.181492,[ 9 16] ; [29 42],[ 9.89583333 15.10416667] ; [28.10416667 42.89583333],0
a5,1,0.687161,0.162176,[20  8] ; [55 18],[20.79207921  7.20792079] ; [54.20792079 18.79207921],0
p7,1,0.69134,0.157638,[12 14] ; [36 35],[12.86597938 13.13402062] ; [35.13402062 35.86597938],0
s1,1,0.717558,0.130845,[ 1 26] ; [ 4 69],[ 1.35 25.65] ; [ 3.65 69.35],0
a8,1,0.718545,0.129891,[ 2 24] ; [ 6 53],[ 2.44705882 23.55294118] ; [ 5.55294118 53.44705882],0
p3,1,0.721885,0.126693,[10 16] ; [31 42],[10.76767677 15.23232323] ; [30.23232323 42.76767677],0
a6,1,0.731897,0.117377,[17 11] ; [47 26],[17.74257426 10.25742574] ; [46.25742574 26.74257426],0
a3,1,0.739634,0.110448,[19  9] ; [52 21],[19.68316832  8.31683168] ; [51.31683168 21.68316832],0
p1,1,0.751574,0.100213,[ 2 26] ; [ 4 69],[ 1.66336634 26.33663366] ; [ 4.33663366 68.66336634],0
b1,1,0.757699,0.095174,[14 14] ; [34 39],[13.30693069 14.69306931] ; [34.69306931 38.30693069],0
s2,1,0.760289,0.093086,[15 13] ; [41 31],[15.68 12.32] ; [40.32 31.68],0
n3,1,0.78317,0.07573,[9 4] ; [14  5],[9.34375 3.65625] ; [13.65625  5.34375],0
d2,1,0.814449,0.05508,[15 13] ; [41 32],[15.52475248 12.47524752] ; [40.47524752 32.52475248],0
b2,1,0.845551,0.037946,[ 5 10] ; [11 25],[ 4.70588235 10.29411765] ; [11.29411765 24.70588235],0
b3,1,0.845551,0.037946,[ 5 10] ; [11 25],[ 4.70588235 10.29411765] ; [11.29411765 24.70588235],0
u3,1,0.873102,0.02551,[5 4] ; [11 10],[4.8 4.2] ; [11.2  9.8],0
v1,1,0.912025,0.012207,[15 13] ; [40 33],[15.24752475 12.75247525] ; [39.75247525 33.24752475],0
r1,1,0.922234,0.00953,[22  6] ; [58 15],[22.17821782  5.82178218] ; [57.82178218 15.17821782],0
p5,1,0.926733,0.008456,[ 1 26] ; [ 3 70],[ 1.08 25.92] ; [ 2.92 70.08],0
