Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,7.4e-05,15.705202,[17 20] ; [67 15],[26.11764706 10.88235294] ; [57.88235294 24.11764706],1
v1,1,0.469673,0.522745,[16 21] ; [29 51],[14.23076923 22.76923077] ; [30.76923077 49.23076923],0
d2,1,0.518468,0.416939,[15 22] ; [38 43],[16.61864407 20.38135593] ; [36.38135593 44.61864407],0
u4,1,0.553914,0.350352,[ 1 36] ; [ 1 82],[ 0.61666667 36.38333333] ; [ 1.38333333 81.61666667],0
b5,1,0.572701,0.318184,[18 19] ; [45 38],[19.425 17.575] ; [43.575 39.425],0
d3,1,0.585515,0.297403,[13 24] ; [25 58],[11.71666667 25.28333333] ; [26.28333333 56.71666667],0
a5,1,0.628243,0.234451,[21 16] ; [51 32],[22.2 14.8] ; [49.8 33.2],0
d5,1,0.65579,0.198678,[23 14] ; [48 35],[21.89166667 15.10833333] ; [49.10833333 33.89166667],0
s1,1,0.68518,0.164353,[ 3 34] ; [ 5 77],[ 2.48739496 34.51260504] ; [ 5.51260504 76.48739496],0
p3,1,0.730624,0.118539,[10 27] ; [25 58],[10.79166667 26.20833333] ; [24.20833333 58.79166667],0
s2,1,0.730707,0.118463,[14 23] ; [28 53],[13.16949153 23.83050847] ; [28.83050847 52.16949153],0
b1,1,0.749258,0.102156,[19 18] ; [40 43],[18.19166667 18.80833333] ; [40.80833333 42.19166667],0
b4,1,0.771887,0.084047,[22 15] ; [47 36],[21.275 15.725] ; [47.725 35.275],0
n3,1,0.779305,0.078526,[7 6] ; [21 15],[7.42857143 5.57142857] ; [20.57142857 15.42857143],0
v3,1,0.789822,0.071045,[ 7 24] ; [20 60],[ 7.54054054 23.45945946] ; [19.45945946 60.54054054],0
v4,1,0.830494,0.045825,[28  8] ; [66 17],[28.43697479  7.56302521] ; [65.56302521 17.43697479],0
p11,1,0.858916,0.031597,[23 14] ; [53 30],[23.43333333 13.56666667] ; [52.56666667 30.43333333],0
s8,1,0.861248,0.03055,[11 26] ; [26 57],[11.40833333 25.59166667] ; [25.59166667 57.40833333],0
a1,1,0.893765,0.017833,[ 2 35] ; [ 5 78],[ 2.15833333 34.84166667] ; [ 4.84166667 78.15833333],0
d1,1,0.940582,0.005556,[14 23] ; [32 51],[14.18333333 22.81666667] ; [31.81666667 51.18333333],0
n2,1,0.949971,0.003937,[10  5] ; [25 12],[10.09615385  4.90384615] ; [24.90384615 12.09615385],0
s5,1,0.971218,0.001302,[ 7 26] ; [17 62],[ 7.07142857 25.92857143] ; [16.92857143 62.07142857],0
a8,1,0.98987,0.000161,[ 3 31] ; [ 7 73],[ 2.98245614 31.01754386] ; [ 7.01754386 72.98245614],0
