Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,144.529035,[ 17 128] ; [198  71],[75.30193237 69.69806763] ; [139.69806763 129.30193237],1
d4,1,0.0,106.37741,[90 55] ; [267   3],[124.73493976  20.26506024] ; [232.26506024  37.73493976],1
d5,1,0.0,96.878494,[91 54] ; [265   5],[124.38554217  20.61445783] ; [231.61445783  38.38554217],1
d3,1,0.0,92.214985,[64 81] ; [238  32],[105.51807229  39.48192771] ; [196.48192771  73.51807229],1
a2,1,0.0,40.485518,[ 10 135] ; [ 96 175],[ 36.94711538 108.05288462] ; [ 69.05288462 201.94711538],1
a4,1,0.0,32.823553,[ 39 106] ; [152 118],[66.73493976 78.26506024] ; [124.26506024 145.73493976],1
u1,1,0.0,27.818769,[ 10 135] ; [ 79 192],[ 31.02163462 113.97836538] ; [ 57.97836538 213.02163462],1
a5,1,1.1e-05,19.314023,[99 46] ; [234  37],[116.06971154  28.93028846] ; [216.93028846  54.06971154],1
a3,1,3.8e-05,16.964114,[95 50] ; [225  45],[111.80722892  33.19277108] ; [208.19277108  61.80722892],1
a7,1,0.001603,9.956159,[97 47] ; [220  51],[109.99518072  34.00481928] ; [207.00481928  63.99518072],0
s2,1,0.002141,9.424361,[64 80] ; [162 107],[78.79903148 65.20096852] ; [147.20096852 121.79903148],0
n4,1,0.003108,8.74305,[107  38] ; [232  39],[118.16105769  26.83894231] ; [220.83894231  50.16105769],0
a6,1,0.003582,8.484518,[89 56] ; [202  67],[101.92028986  43.07971014] ; [189.07971014  79.92028986],0
p4,1,0.003636,8.457293,[81 64] ; [188  80],[94.44309927 50.55690073] ; [174.55690073  93.44309927],0
v3,1,0.025388,4.997225,[73 71] ; [164 100],[83.64705882 60.35294118] ; [153.35294118 110.64705882],0
s8,1,0.030285,4.693065,[62 83] ; [144 123],[72.5 72.5] ; [133.5 133.5],0
p12,1,0.047751,3.918717,[ 10 135] ; [ 36 235],[ 16.03365385 128.96634615] ; [ 29.96634615 241.03365385],0
s3,1,0.065002,3.404924,[73 71] ; [160 106],[81.83414634 62.16585366] ; [151.16585366 114.83414634],0
b5,1,0.09534,2.781817,[76 69] ; [165 106],[84.00240385 60.99759615] ; [156.99759615 114.00240385],0
n6,1,0.100844,2.692143,[122  21] ; [243  25],[126.99513382  16.00486618] ; [238.00486618  29.99513382],0
a8,1,0.129128,2.302956,[ 15 121] ; [ 40 198],[ 20. 116.] ; [ 35. 203.],0
s5,1,0.130381,2.287963,[48 95] ; [106 151],[55.055 87.945] ; [ 98.945 158.055],0
r3,1,0.131683,2.272551,[143   1] ; [262   8],[140.86956522   3.13043478] ; [264.13043478   5.86956522],0
r2,1,0.163679,1.939901,[133   9] ; [258   9],[135.75061125   6.24938875] ; [255.24938875  11.75061125],0
n2,1,0.164305,1.934152,[29  5] ; [28 11],[26.54794521  7.45205479] ; [30.45205479  8.54794521],0
p8,1,0.17675,1.824738,[77 68] ; [159 106],[83.46341463 61.53658537] ; [152.53658537 112.46341463],0
u4,1,0.180274,1.795361,[  1 144] ; [  7 264],[  2.78846154 142.21153846] ; [  5.21153846 265.78846154],0
v4,1,0.184949,1.757404,[134   8] ; [261   8],[136.47201946   5.52798054] ; [258.52798054  10.47201946],0
r1,1,0.243454,1.360484,[120  25] ; [234  35],[123.98550725  21.01449275] ; [230.01449275  38.98550725],0
p3,1,0.251354,1.315765,[78 67] ; [161 109],[83.5060241 61.4939759] ; [155.4939759 114.5060241],0
s7,1,0.267253,1.230793,[70 66] ; [149 111],[75.21212121 60.78787879] ; [143.78787879 116.21212121],0
p2,1,0.311015,1.026361,[121  24] ; [236  35],[124.43509615  20.56490385] ; [232.56490385  38.43509615],0
v1,1,0.317119,1.00079,[89 52] ; [181  85],[93.53808354 47.46191646] ; [176.46191646  89.53808354],0
n3,1,0.322715,0.977911,[27  7] ; [27 12],[25.15068493  8.84931507] ; [28.84931507 10.15068493],0
b4,1,0.426204,0.633146,[83 62] ; [166 105],[86.79086538 58.20913462] ; [162.20913462 108.79086538],0
n1,1,0.434182,0.611612,[ 9 24] ; [14 25],[10.54166667 22.45833333] ; [12.45833333 26.54166667],0
r4,1,0.444652,0.584247,[133  12] ; [254  17],[134.89182692  10.10817308] ; [252.10817308  18.89182692],0
s6,1,0.46804,0.5266,[96 45] ; [191  76],[99.18382353 41.81617647] ; [187.81617647  79.18382353],0
b3,1,0.485319,0.486888,[30 53] ; [ 70 102],[32.54901961 50.45098039] ; [ 67.45098039 104.54901961],0
b2,1,0.485319,0.486888,[30 53] ; [ 70 102],[32.54901961 50.45098039] ; [ 67.45098039 104.54901961],0
a1,1,0.546822,0.363041,[  7 138] ; [ 17 254],[  8.36538462 136.63461538] ; [ 15.63461538 255.36538462],0
