Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.012433,6.248069,[18 20] ; [32 11],[23.45679012 14.54320988] ; [26.54320988 16.45679012],0
v3,1,0.016475,5.751497,[ 5 32] ; [15 25],[ 9.61038961 27.38961039] ; [10.38961039 29.61038961],0
d5,1,0.028883,4.774597,[23 14] ; [36  7],[27.2875  9.7125] ; [31.7125 11.2875],0
n3,1,0.040403,4.200882,[5 7] ; [12  3],[7.55555556 4.44444444] ; [9.44444444 5.55555556],0
a5,1,0.04124,4.166119,[20 18] ; [32 11],[24.39506173 13.60493827] ; [27.60493827 15.39506173],0
v4,1,0.065449,3.393611,[37  1] ; [36  6],[34.675  3.325] ; [38.325  3.675],0
d1,1,0.065467,3.393176,[17 21] ; [28 15],[21.11111111 16.88888889] ; [23.88888889 19.11111111],0
p2,1,0.103792,2.646294,[33  5] ; [31 12],[30.02469136  7.97530864] ; [33.97530864  9.02469136],0
r3,1,0.132841,2.258981,[34  4] ; [41  1],[35.625  2.375] ; [39.375  2.625],0
v1,1,0.140803,2.169157,[15 22] ; [24 18],[18.26582278 18.73417722] ; [20.73417722 21.26582278],0
p11,1,0.142098,2.155095,[28 10] ; [25 18],[24.86419753 13.13580247] ; [28.13580247 14.86419753],0
d4,1,0.144965,2.12445,[27 10] ; [37  6],[29.6  7.4] ; [34.4  8.6],0
d3,1,0.154358,2.028648,[22 15] ; [32 11],[24.975 12.025] ; [29.025 13.975],0
s8,1,0.156909,2.003767,[21 17] ; [17 26],[17.82716049 20.17283951] ; [20.17283951 22.82716049],0
a7,1,0.179962,1.797939,[22 16] ; [31 12],[24.86419753 13.13580247] ; [28.13580247 14.86419753],0
p7,1,0.241798,1.370078,[25 10] ; [24 17],[22.56578947 12.43421053] ; [26.43421053 14.56578947],0
s4,1,0.272946,1.20188,[11 27] ; [ 8 35],[ 8.91358025 29.08641975] ; [10.08641975 32.91358025],0
d2,1,0.302737,1.062099,[13 24] ; [20 23],[15.2625 21.7375] ; [17.7375 25.2625],0
r1,1,0.30282,1.061734,[26 12] ; [33  9],[28.025  9.975] ; [30.975 11.025],0
b1,1,0.3062,1.046996,[22 16] ; [20 23],[19.7037037 18.2962963] ; [22.2962963 20.7037037],0
p4,1,0.344189,0.894767,[19 19] ; [26 17],[21.11111111 16.88888889] ; [23.88888889 19.11111111],0
s2,1,0.344189,0.894767,[19 19] ; [26 17],[21.11111111 16.88888889] ; [23.88888889 19.11111111],0
b4,1,0.414971,0.664514,[22 16] ; [21 22],[20.17283951 17.82716049] ; [22.82716049 20.17283951],0
b3,1,0.457369,0.552325,[ 6 20] ; [ 9 19],[ 7.22222222 18.77777778] ; [ 7.77777778 20.22222222],0
b2,1,0.457369,0.552325,[ 6 20] ; [ 9 19],[ 7.22222222 18.77777778] ; [ 7.77777778 20.22222222],0
n5,1,0.47942,0.500182,[16 22] ; [21 21],[17.575 20.425] ; [19.425 22.575],0
b5,1,0.479626,0.499714,[25 13] ; [25 18],[23.45679012 14.54320988] ; [26.54320988 16.45679012],0
a8,1,0.496458,0.4625,[ 6 31] ; [ 4 33],[ 5. 32.] ; [ 5. 32.],0
s1,1,0.511716,0.430556,[ 2 36] ; [ 1 40],[ 1.44303797 36.55696203] ; [ 1.55696203 39.44303797],0
s3,1,0.518726,0.416426,[27 11] ; [27 15],[25.65 12.35] ; [28.35 13.65],0
p1,1,0.544952,0.366439,[ 3 35] ; [ 2 41],[ 2.34567901 35.65432099] ; [ 2.65432099 40.34567901],0
a4,1,0.550241,0.356886,[12 26] ; [11 32],[10.79012346 27.20987654] ; [12.20987654 30.79012346],0
s5,1,0.569838,0.322954,[14 23] ; [13 28],[12.80769231 24.19230769] ; [14.19230769 26.80769231],0
p8,1,0.587364,0.29448,[19 19] ; [18 23],[17.79746835 20.20253165] ; [19.20253165 21.79746835],0
p6,1,0.58788,0.293668,[12 25] ; [11 30],[10.91025641 26.08974359] ; [12.08974359 28.91025641],0
p9,1,0.619809,0.246136,[29  9] ; [30 12],[28.025  9.975] ; [30.975 11.025],0
r4,1,0.6312,0.230436,[30  8] ; [32 11],[29.08641975  8.91358025] ; [32.91358025 10.08641975],0
r2,1,0.644748,0.212586,[32  6] ; [36  5],[32.70886076  5.29113924] ; [35.29113924  5.70886076],0
a6,1,0.655146,0.199474,[25 12] ; [27 16],[24.05 12.95] ; [27.95 15.05],0
n1,1,0.65591,0.198529,[5 7] ; [ 5 10],[4.44444444 7.55555556] ; [5.55555556 9.44444444],0
u2,1,0.663986,0.188718,[15  5] ; [9 2],[15.48387097  4.51612903] ; [8.51612903 2.48387097],0
s7,1,0.718945,0.129506,[17 20] ; [21 21],[17.79746835 19.20253165] ; [20.20253165 21.79746835],0
p5,1,0.749118,0.102274,[ 2 36] ; [ 3 40],[ 2.34567901 35.65432099] ; [ 2.65432099 40.34567901],0
n4,1,0.753848,0.098326,[19 19] ; [23 20],[19.7037037 18.2962963] ; [22.2962963 20.7037037],0
p3,1,0.79425,0.068015,[17 21] ; [18 25],[16.41975309 21.58024691] ; [18.58024691 24.41975309],0
a2,1,0.799157,0.064739,[ 7 31] ; [ 7 36],[ 6.56790123 31.43209877] ; [ 7.43209877 35.56790123],0
u1,1,0.821981,0.050624,[ 3 35] ; [ 4 39],[ 3.28395062 34.71604938] ; [ 3.71604938 39.28395062],0
n2,1,0.824653,0.049091,[10  2] ; [12  3],[9.77777778 2.22222222] ; [12.22222222  2.77777778],0
u3,1,0.872832,0.02562,[14  6] ; [8 3],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
p10,1,0.888013,0.01983,[25 13] ; [27 15],[24.7 13.3] ; [27.3 14.7],0
a1,1,0.899047,0.016095,[ 2 36] ; [ 2 41],[ 1.87654321 36.12345679] ; [ 2.12345679 40.87654321],0
