Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.550759,[84 54] ; [72  6],[99.66666667 38.33333333] ; [56.33333333 21.66666667],1
s2,1,5e-06,20.836055,[60 78] ; [59 19],[76.02777778 61.97222222] ; [42.97222222 35.02777778],1
p6,1,0.000639,11.660102,[52 85] ; [49 30],[64.06018519 72.93981481] ; [36.93981481 42.06018519],1
d3,1,0.001506,10.071185,[85 53] ; [65 14],[95.39170507 42.60829493] ; [54.60829493 24.39170507],0
s3,1,0.001666,9.884913,[72 65] ; [58 20],[82.8372093 54.1627907] ; [47.1627907 30.8372093],0
s4,1,0.00378,8.386364,[ 22 114] ; [26 52],[ 30.5046729 105.4953271] ; [17.4953271 60.5046729],0
b5,1,0.009146,6.794105,[88 50] ; [36 43],[78.85714286 59.14285714] ; [45.14285714 33.85714286],0
s7,1,0.009807,6.669571,[62 70] ; [48 25],[70.82926829 61.17073171] ; [39.17073171 33.82926829],0
d1,1,0.011018,6.462423,[68 70] ; [53 26],[76.94930876 61.05069124] ; [44.05069124 34.94930876],0
p9,1,0.011185,6.435751,[107  31] ; [72  7],[113.83410138  24.16589862] ; [65.16589862 13.83410138],0
p10,1,0.016525,5.746142,[104  32] ; [70  8],[110.57943925  25.42056075] ; [63.42056075 14.57943925],0
r4,1,0.021204,5.309973,[114  24] ; [74  5],[119.55760369  18.44239631] ; [68.44239631 10.55760369],0
a4,1,0.022481,5.208161,[56 81] ; [45 34],[64.06018519 72.93981481] ; [36.93981481 42.06018519],0
r1,1,0.025683,4.977232,[96 42] ; [65 13],[102.86111111  35.13888889] ; [58.13888889 19.86111111],0
d4,1,0.029253,4.752684,[103  35] ; [68 10],[109.25  28.75] ; [61.75 16.25],0
p5,1,0.044479,4.038267,[ 14 121] ; [16 63],[ 18.92523364 116.07476636] ; [11.07476636 67.92523364],0
a2,1,0.047869,3.914572,[ 20 118] ; [20 59],[ 25.43778802 112.56221198] ; [14.56221198 64.43778802],0
s8,1,0.061974,3.48375,[57 81] ; [43 36],[63.59447005 74.40552995] ; [36.40552995 42.59447005],0
b4,1,0.07321,3.209532,[70 68] ; [50 29],[76.31336406 61.68663594] ; [43.68663594 35.31336406],0
v4,1,0.075596,3.15713,[129   9] ; [78  1],[131.640553   6.359447] ; [75.359447  3.640553],0
v1,1,0.093077,2.82034,[50 83] ; [39 40],[55.83490566 77.16509434] ; [33.16509434 45.83490566],0
a1,1,0.11236,2.520711,[  4 134] ; [ 6 73],[  6.359447 131.640553] ; [ 3.640553 75.359447],0
p7,1,0.16147,1.960409,[95 42] ; [61 17],[99.40465116 37.59534884] ; [56.59534884 21.40465116],0
p12,1,0.19938,1.646908,[  5 133] ; [ 6 73],[  6.99539171 131.00460829] ; [ 4.00460829 74.99539171],0
d5,1,0.211488,1.561214,[105  33] ; [65 13],[108.61111111  29.38888889] ; [61.38888889 16.61111111],0
p3,1,0.253444,1.304219,[83 54] ; [54 25],[86.89351852 50.10648148] ; [50.10648148 28.89351852],0
a7,1,0.27049,1.214258,[99 39] ; [51 28],[95.39170507 42.60829493] ; [54.60829493 24.39170507],0
p1,1,0.270843,1.212473,[ 14 124] ; [12 67],[ 16.53456221 121.46543779] ; [ 9.46543779 69.53456221],0
u1,1,0.273803,1.197594,[ 17 121] ; [14 65],[ 19.71428571 118.28571429] ; [11.28571429 67.71428571],0
b2,1,0.282636,1.154372,[31 59] ; [21 27],[33.91304348 56.08695652] ; [18.08695652 29.91304348],0
b3,1,0.282636,1.154372,[31 59] ; [21 27],[33.91304348 56.08695652] ; [18.08695652 29.91304348],0
r2,1,0.323393,0.975174,[122  14] ; [74  5],[123.98139535  12.01860465] ; [72.01860465  6.98139535],0
a5,1,0.361558,0.832475,[95 43] ; [59 20],[97.93548387 40.06451613] ; [56.06451613 22.93548387],0
n3,1,0.39332,0.728653,[22 10] ; [9 7],[20.66666667 11.33333333] ; [10.33333333  5.66666667],0
d2,1,0.402021,0.702274,[60 78] ; [39 40],[62.95852535 75.04147465] ; [36.04147465 42.95852535],0
a3,1,0.420182,0.649807,[88 49] ; [55 24],[90.69907407 46.30092593] ; [52.30092593 26.69907407],0
n6,1,0.420446,0.649069,[116  21] ; [70  9],[117.97222222  19.02777778] ; [68.02777778 10.97222222],0
r3,1,0.429856,0.623212,[127  11] ; [74  4],[128.41666667   9.58333333] ; [72.58333333  5.41666667],0
n2,1,0.43833,0.600652,[19 13] ; [12  5],[20.24489796 11.75510204] ; [10.75510204  6.24489796],0
u2,1,0.44516,0.582945,[26 23] ; [15  9],[27.52054795 21.47945205] ; [13.47945205 10.52054795],0
p2,1,0.517819,0.418235,[121  16] ; [72  7],[122.41203704  14.58796296] ; [70.58796296  8.41203704],0
a6,1,0.532057,0.390461,[88 50] ; [47 32],[85.85253456 52.14746544] ; [49.14746544 29.85253456],0
n1,1,0.566477,0.328613,[14 18] ; [ 6 11],[13.06122449 18.93877551] ; [ 6.93877551 10.06122449],0
u4,1,0.632286,0.228973,[  3 135] ; [ 1 78],[  2.5437788 135.4562212] ; [ 1.4562212 77.5437788],0
v3,1,0.651599,0.20389,[ 25 112] ; [16 61],[ 26.24766355 110.75233645] ; [14.75233645 62.24766355],0
p8,1,0.780378,0.077745,[80 56] ; [48 31],[80.96744186 55.03255814] ; [47.03255814 31.96744186],0
n4,1,0.820301,0.051601,[108  30] ; [60 18],[107.33333333  30.66666667] ; [60.66666667 17.33333333],0
b1,1,0.826988,0.047771,[66 72] ; [39 40],[66.77419355 71.22580645] ; [38.22580645 40.77419355],0
n5,1,0.828097,0.047151,[104  33] ; [61 18],[104.65277778  32.34722222] ; [60.34722222 18.65277778],0
s1,1,0.828998,0.04665,[  8 129] ; [ 5 71],[  8.36150235 128.63849765] ; [ 4.63849765 71.36150235],0
u3,1,0.86427,0.029221,[29 19] ; [15  9],[29.33333333 18.66666667] ; [14.66666667  9.33333333],0
p11,1,0.871823,0.026032,[107  31] ; [62 17],[107.47465438  30.52534562] ; [61.52534562 17.47465438],0
a8,1,0.973295,0.001121,[ 15 110] ; [ 9 67],[ 14.92537313 110.07462687] ; [ 9.07462687 66.92537313],0
