Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.129239,[ 4 24] ; [75 25],[17.28125 10.71875] ; [61.71875 38.28125],1
r3,1,5e-06,20.769617,[13 15] ; [86 13],[21.82677165  6.17322835] ; [77.17322835 21.82677165],1
r2,1,3.2e-05,17.312619,[14 13] ; [87 12],[21.64285714  5.35714286] ; [79.35714286 19.64285714],1
s6,1,0.000111,14.945196,[ 4 24] ; [55 44],[13.00787402 14.99212598] ; [45.99212598 53.00787402],1
p2,1,0.000131,14.62152,[ 9 18] ; [73 27],[17.43307087  9.56692913] ; [64.56692913 35.43307087],1
p11,1,0.000162,14.222222,[ 7 21] ; [65 35],[15.75 12.25] ; [56.25 43.75],1
p9,1,0.000179,14.039188,[ 8 19] ; [68 30],[16.416 10.584] ; [59.584 38.416],1
p10,1,0.000222,13.633561,[ 6 21] ; [61 37],[14.472 12.528] ; [52.528 45.472],1
u2,1,0.001264,10.394176,[ 3 10] ; [26  9],[7.85416667 5.14583333] ; [21.14583333 13.85416667],0
s2,1,0.002179,9.392248,[ 3 25] ; [42 58],[ 9.84375 18.15625] ; [35.15625 64.84375],0
s8,1,0.00391,8.324956,[ 1 27] ; [30 70],[ 6.78125 21.21875] ; [24.21875 75.78125],0
s7,1,0.00768,7.106534,[ 2 24] ; [32 61],[ 7.42857143 18.57142857] ; [26.57142857 66.42857143],0
p7,1,0.008371,6.952272,[ 8 20] ; [53 40],[14.11570248 13.88429752] ; [46.88429752 46.11570248],0
d5,1,0.011074,6.453472,[14 14] ; [75 25],[19.46875  8.53125] ; [69.53125 30.46875],0
d3,1,0.015974,5.805726,[11 17] ; [64 35],[16.53543307 11.46456693] ; [58.46456693 40.53543307],0
r1,1,0.016782,5.718986,[12 16] ; [67 32],[17.41732283 10.58267717] ; [61.58267717 37.41732283],0
n3,1,0.017532,5.642361,[ 6 10] ; [26 10],[9.84615385 6.15384615] ; [22.15384615 13.84615385],0
v1,1,0.021141,5.315116,[ 5 23] ; [40 56],[10.16129032 17.83870968] ; [34.83870968 61.16129032],0
s3,1,0.024577,5.053435,[ 8 19] ; [54 46],[13.18110236 13.81889764] ; [48.81889764 51.18110236],0
