Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.9e-05,15.836297,[56 54] ; [34  5],[66.44295302 43.55704698] ; [23.55704698 15.44295302],1
b2,1,0.615315,0.252508,[17 39] ; [ 9 16],[17.97530864 38.02469136] ; [ 8.02469136 16.97530864],0
b3,1,0.615315,0.252508,[17 39] ; [ 9 16],[17.97530864 38.02469136] ; [ 8.02469136 16.97530864],0
n5,1,0.662714,0.190244,[46 69] ; [18 23],[47.17948718 67.82051282] ; [16.82051282 24.17948718],0
d2,1,0.680087,0.170028,[38 78] ; [12 29],[36.94267516 79.05732484] ; [13.05732484 27.94267516],0
u3,1,0.688867,0.160314,[26 19] ; [12  7],[26.71875 18.28125] ; [11.28125  7.71875],0
u1,1,0.689943,0.159147,[  9 107] ; [ 4 37],[  9.60509554 106.39490446] ; [ 3.39490446 37.60509554],0
d1,1,0.71954,0.128934,[50 66] ; [19 22],[50.98089172 65.01910828] ; [18.01910828 22.98089172],0
d5,1,0.754891,0.097467,[79 37] ; [29 12],[79.79617834 36.20382166] ; [28.20382166 12.79617834],0
r3,1,0.772529,0.08356,[109   7] ; [38  3],[108.61146497   7.38853503] ; [38.38853503  2.61146497],0
a2,1,0.797199,0.066036,[ 13 103] ; [ 4 37],[ 12.56050955 103.43949045] ; [ 4.43949045 36.56050955],0
r4,1,0.841635,0.039921,[95 21] ; [33  8],[94.57324841 21.42675159] ; [33.42675159  7.57324841],0
p9,1,0.918173,0.010555,[97 19] ; [34  7],[96.78980892 19.21019108] ; [34.21019108  6.78980892],0
v1,1,0.920385,0.00999,[47 66] ; [17 23],[47.26797386 65.73202614] ; [16.73202614 23.26797386],0
p2,1,0.927451,0.008291,[91 23] ; [33  8],[91.2 22.8] ; [32.8  8.2],0
p10,1,0.977469,0.000798,[90 25] ; [32  9],[89.93589744 25.06410256] ; [32.06410256  8.93589744],0
a7,1,0.995943,2.6e-05,[82 34] ; [29 12],[82.01273885 33.98726115] ; [28.98726115 12.01273885],0
