Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.84723,[13 25] ; [54 12],[24.48076923 13.51923077] ; [42.51923077 23.48076923],1
d3,1,4e-06,21.083885,[12 26] ; [51 15],[23.01923077 14.98076923] ; [39.98076923 26.01923077],1
d4,1,0.002237,9.343966,[22 16] ; [56 10],[28.5  9.5] ; [49.5 16.5],0
p2,1,0.00419,8.199722,[23 13] ; [58  8],[28.58823529  7.41176471] ; [52.41176471 13.58823529],0
d5,1,0.008082,7.015146,[22 16] ; [54 12],[27.76923077 10.23076923] ; [48.23076923 17.76923077],0
v1,1,0.033861,4.501707,[23 15] ; [24 38],[17.86 20.14] ; [29.14 32.86],0
p10,1,0.036391,4.378707,[22 15] ; [52 14],[26.58252427 10.41747573] ; [47.41747573 18.58252427],0
s5,1,0.052064,3.773705,[11 26] ; [ 9 56],[ 7.25490196 29.74509804] ; [12.74509804 52.25490196],0
d1,1,0.087732,2.915497,[13 25] ; [34 32],[17.17307692 20.82692308] ; [29.82692308 36.17307692],0
r4,1,0.09148,2.848135,[27 11] ; [56 10],[30.32692308  7.67307692] ; [52.67307692 13.32692308],0
a5,1,0.138726,2.19203,[21 17] ; [46 20],[24.48076923 13.51923077] ; [42.51923077 23.48076923],0
b1,1,0.138728,2.192014,[23 15] ; [30 36],[19.36538462 18.63461538] ; [33.63461538 32.36538462],0
u3,1,0.17288,1.857794,[8 6] ; [18  5],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
p8,1,0.207772,1.586885,[14 23] ; [33 32],[17.04901961 19.95098039] ; [29.95098039 35.04901961],0
r1,1,0.220408,1.501711,[25 13] ; [50 15],[27.66990291 10.33009709] ; [47.33009709 17.66990291],0
r3,1,0.241109,1.374101,[34  4] ; [63  3],[35.44230769  2.55769231] ; [61.55769231  4.44230769],0
p1,1,0.2501,1.322747,[ 4 34] ; [ 3 62],[ 2.58252427 35.41747573] ; [ 4.41747573 60.58252427],0
r2,1,0.250149,1.322472,[30  7] ; [58  7],[31.92156863  5.07843137] ; [56.07843137  8.92156863],0
u2,1,0.266831,1.232969,[12  2] ; [16  7],[10.59459459  3.40540541] ; [17.40540541  5.59459459],0
s1,1,0.273049,1.201365,[ 2 35] ; [ 1 63],[ 1.0990099 35.9009901] ; [ 1.9009901 62.0990099],0
p9,1,0.280955,1.162467,[27 11] ; [53 13],[29.23076923  8.76923077] ; [50.76923077 15.23076923],0
a2,1,0.281241,1.161085,[ 3 35] ; [10 56],[ 4.75 33.25] ; [ 8.25 57.75],0
s3,1,0.302464,1.0633,[23 15] ; [32 32],[20.49019608 17.50980392] ; [34.50980392 29.49019608],0
a8,1,0.308376,1.037619,[ 2 34] ; [ 7 52],[ 3.41052632 32.58947368] ; [ 5.58947368 53.41052632],0
v3,1,0.314658,1.011023,[ 7 29] ; [18 45],[ 9.09090909 26.90909091] ; [15.90909091 47.09090909],0
v4,1,0.364581,0.82205,[32  4] ; [62  4],[33.17647059  2.82352941] ; [60.82352941  5.17647059],0
a4,1,0.367968,0.810515,[10 28] ; [23 43],[12.05769231 25.94230769] ; [20.94230769 45.05769231],0
s4,1,0.378545,0.775423,[ 7 31] ; [ 8 58],[ 5.48076923 32.51923077] ; [ 9.51923077 56.48076923],0
p6,1,0.413429,0.668919,[10 23] ; [15 51],[ 8.33333333 24.66666667] ; [16.66666667 49.33333333],0
d2,1,0.429399,0.624449,[15 23] ; [21 45],[13.15384615 24.84615385] ; [22.84615385 43.15384615],0
n5,1,0.437387,0.603128,[15 22] ; [32 34],[16.88349515 20.11650485] ; [30.11650485 35.88349515],0
b4,1,0.45859,0.549333,[23 15] ; [35 31],[21.19230769 16.80769231] ; [36.80769231 29.19230769],0
v2,1,0.477332,0.504952,[16 19] ; [33 29],[17.68041237 17.31958763] ; [31.31958763 30.68041237],0
s8,1,0.498946,0.457177,[13 25] ; [27 39],[14.61538462 23.38461538] ; [25.38461538 40.61538462],0
b3,1,0.506314,0.441677,[ 8 17] ; [ 9 28],[ 6.85483871 18.14516129] ; [10.14516129 26.85483871],0
b2,1,0.506314,0.441677,[ 8 17] ; [ 9 28],[ 6.85483871 18.14516129] ; [10.14516129 26.85483871],0
