Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.84723,[13 25] ; [54 12],[24.48076923 13.51923077] ; [42.51923077 23.48076923],1
p7,1,0.542746,0.370475,[21 15] ; [40 22],[22.40816327 13.59183673] ; [38.59183673 23.40816327],0
p12,1,0.560238,0.339293,[ 2 35] ; [ 2 63],[ 1.45098039 35.54901961] ; [ 2.54901961 62.45098039],0
n1,1,0.567996,0.326048,[8 6] ; [6 7],[7.25925926 6.74074074] ; [6.74074074 6.25925926],0
a1,1,0.568557,0.325104,[ 2 36] ; [ 2 64],[ 1.46153846 36.53846154] ; [ 2.53846154 63.46153846],0
p4,1,0.67859,0.171717,[17 19] ; [34 32],[18. 18.] ; [33. 33.],0
n4,1,0.7351,0.11448,[20 18] ; [37 29],[20.82692308 17.17307692] ; [36.17307692 29.82692308],0
n3,1,0.781793,0.07672,[10  5] ; [10  4],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
p3,1,0.781882,0.076656,[13 24] ; [25 41],[13.65048544 23.34951456] ; [24.34951456 41.65048544],0
a3,1,0.837966,0.041819,[24 14] ; [43 23],[24.48076923 13.51923077] ; [42.51923077 23.48076923],0
p5,1,0.891656,0.018553,[ 2 35] ; [ 4 62],[ 2.15533981 34.84466019] ; [ 3.84466019 62.15533981],0
s7,1,0.925754,0.008684,[13 24] ; [22 39],[13.21428571 23.78571429] ; [21.78571429 39.21428571],0
b5,1,0.927363,0.008311,[25 13] ; [44 22],[25.21153846 12.78846154] ; [43.78846154 22.21153846],0
s6,1,0.943543,0.005015,[21 17] ; [36 30],[20.82692308 17.17307692] ; [36.17307692 29.82692308],0
s2,1,0.958008,0.002772,[15 23] ; [26 39],[15.12621359 22.87378641] ; [25.87378641 39.12621359],0
