Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.007219,7.217539,[20 34] ; [7 1],[23.51612903 30.48387097] ; [3.48387097 4.51612903],0
p11,1,0.06691,3.357231,[14 41] ; [5 4],[16.328125 38.671875] ; [2.671875 6.328125],0
s6,1,0.06691,3.357231,[14 41] ; [5 4],[16.328125 38.671875] ; [2.671875 6.328125],0
p2,1,0.067104,3.352466,[19 36] ; [6 3],[21.484375 33.515625] ; [3.515625 5.484375],0
s4,1,0.072823,3.218219,[ 6 49] ; [3 6],[ 7.734375 47.265625] ; [1.265625 7.734375],0
b1,1,0.086174,2.944424,[35 20] ; [3 6],[32.65625 22.34375] ; [5.34375 3.65625],0
a3,1,0.086445,2.939355,[31 23] ; [2 6],[28.74193548 25.25806452] ; [4.25806452 3.74193548],0
p1,1,0.153764,2.034506,[ 4 51] ; [2 7],[ 5.15625 49.84375] ; [0.84375 8.15625],0
n2,1,0.167493,1.905242,[12 19] ; [3 1],[13.28571429 17.71428571] ; [1.71428571 2.28571429],0
u3,1,0.241315,1.372897,[ 5 19] ; [3 4],[ 6.19354839 17.80645161] ; [1.80645161 5.19354839],0
b4,1,0.280713,1.163636,[26 29] ; [6 3],[27.5 27.5] ; [4.5 4.5],0
s2,1,0.294938,1.096942,[10 45] ; [3 6],[11.171875 43.828125] ; [1.828125 7.171875],0
a7,1,0.298271,1.081909,[24 30] ; [2 6],[22.64516129 31.35483871] ; [3.35483871 4.64516129],0
r2,1,0.303029,1.060815,[25 27] ; [6 3],[26.42622951 25.57377049] ; [4.57377049 4.42622951],0
v4,1,0.303565,1.058468,[26 28] ; [6 3],[27.42857143 26.57142857] ; [4.57142857 4.42857143],0
s3,1,0.31315,1.017344,[15 39] ; [4 5],[16.28571429 37.71428571] ; [2.71428571 6.28571429],0
n3,1,0.316222,1.004507,[16 15] ; [1 3],[15.05714286 15.94285714] ; [1.94285714 2.05714286],0
s8,1,0.325373,0.967224,[ 2 53] ; [1 8],[ 2.578125 52.421875] ; [0.421875 8.578125],0
n4,1,0.347082,0.884096,[33 21] ; [4 5],[31.71428571 22.28571429] ; [5.28571429 3.71428571],0
n1,1,0.395243,0.722752,[ 9 22] ; [2 2],[ 9.74285714 21.25714286] ; [1.25714286 2.74285714],0
d4,1,0.414328,0.666346,[33 22] ; [6 2],[34.04761905 20.95238095] ; [4.95238095 3.04761905],0
v3,1,0.44571,0.581538,[12 42] ; [1 8],[11.14285714 42.85714286] ; [1.85714286 7.14285714],0
r1,1,0.468717,0.525,[12 42] ; [3 6],[12.85714286 41.14285714] ; [2.14285714 6.85714286],0
a4,1,0.517402,0.419069,[18 36] ; [4 5],[18.85714286 35.14285714] ; [3.14285714 5.85714286],0
p4,1,0.533417,0.387879,[13 42] ; [3 6],[13.75 41.25] ; [2.25 6.75],0
p7,1,0.554641,0.349069,[13 41] ; [3 6],[13.71428571 40.28571429] ; [2.28571429 6.71428571],0
n6,1,0.567963,0.326102,[24 29] ; [5 4],[24.79032258 28.20967742] ; [4.20967742 4.79032258],0
a6,1,0.64485,0.212455,[29 26] ; [4 5],[28.359375 26.640625] ; [4.640625 4.359375],0
s7,1,0.666923,0.185223,[ 8 41] ; [2 7],[ 8.44827586 40.55172414] ; [1.55172414 7.44827586],0
p8,1,0.672837,0.178302,[ 9 45] ; [1 8],[ 8.57142857 45.42857143] ; [1.42857143 7.57142857],0
a1,1,0.687454,0.161856,[ 9 46] ; [1 8],[ 8.59375 46.40625] ; [1.40625 7.59375],0
r3,1,0.693318,0.155516,[23 31] ; [4 4],[23.51612903 30.48387097] ; [3.48387097 4.51612903],0
u2,1,0.697893,0.150673,[ 8 15] ; [3 4],[ 8.43333333 14.56666667] ; [2.56666667 4.43333333],0
d3,1,0.719166,0.129293,[28 27] ; [4 5],[27.5 27.5] ; [4.5 4.5],0
a5,1,0.719166,0.129293,[28 27] ; [4 5],[27.5 27.5] ; [4.5 4.5],0
d1,1,0.721105,0.127436,[21 34] ; [4 5],[21.484375 33.515625] ; [3.515625 5.484375],0
v1,1,0.764223,0.089964,[16 37] ; [2 6],[15.63934426 37.36065574] ; [2.36065574 5.63934426],0
b5,1,0.801296,0.063338,[33 22] ; [5 4],[32.65625 22.34375] ; [5.34375 3.65625],0
d5,1,0.801296,0.063338,[33 22] ; [5 4],[32.65625 22.34375] ; [5.34375 3.65625],0
p6,1,0.862291,0.030088,[ 7 46] ; [1 8],[ 6.83870968 46.16129032] ; [1.16129032 7.83870968],0
p9,1,0.881269,0.022308,[13 40] ; [2 7],[12.82258065 40.17741935] ; [2.17741935 6.82258065],0
v2,1,0.884048,0.021269,[19 34] ; [3 6],[18.80645161 34.19354839] ; [3.19354839 5.80645161],0
p3,1,0.898863,0.016154,[11 43] ; [2 7],[11.14285714 42.85714286] ; [1.85714286 7.14285714],0
n5,1,0.917809,0.010649,[29 25] ; [5 4],[29.14285714 24.85714286] ; [4.85714286 4.14285714],0
