Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.724165,[99 34] ; [34 46],[83.04694836 49.95305164] ; [49.95305164 30.04694836],1
v3,1,0.000799,11.243393,[72 59] ; [25 55],[60.22274882 70.77725118] ; [36.77725118 43.22274882],1
s8,1,0.003039,8.78404,[88 46] ; [36 44],[77.64485981 56.35514019] ; [46.35514019 33.64485981],0
d1,1,0.005631,7.664739,[99 35] ; [45 36],[89.74883721 44.25116279] ; [54.25116279 26.74883721],0
d5,1,0.005973,7.558485,[119  14] ; [61 20],[111.86915888  21.13084112] ; [68.13084112 12.86915888],0
p11,1,0.012195,6.282365,[116  18] ; [59 22],[109.06976744  24.93023256] ; [65.93023256 15.06976744],0
a7,1,0.014153,6.018945,[107  26] ; [53 28],[99.43925234 33.56074766] ; [60.56074766 20.43925234],0
p10,1,0.014516,5.974324,[124   9] ; [66 14],[118.63849765  14.36150235] ; [71.36150235  8.63849765],0
n5,1,0.020133,5.400323,[115  18] ; [59 21],[108.64788732  24.35211268] ; [65.35211268 14.64788732],0
d3,1,0.032681,4.562415,[104  30] ; [52 29],[97.22790698 36.77209302] ; [58.77209302 22.22790698],0
p8,1,0.037042,4.348463,[109  23] ; [57 24],[102.87323944  29.12676056] ; [63.12676056 17.87323944],0
b5,1,0.053069,3.741744,[81 53] ; [38 43],[74.16744186 59.83255814] ; [44.83255814 36.16744186],0
d4,1,0.053386,3.731806,[118  15] ; [64 17],[113.11214953  19.88785047] ; [68.88785047 12.11214953],0
p9,1,0.066631,3.364124,[127   6] ; [72  9],[123.67757009   9.32242991] ; [75.32242991  5.67757009],0
a2,1,0.07617,3.144783,[45 89] ; [18 63],[39.26511628 94.73488372] ; [23.73488372 57.26511628],0
b4,1,0.082162,3.021612,[84 50] ; [41 40],[77.90697674 56.09302326] ; [47.09302326 33.90697674],0
p4,1,0.08478,2.970807,[124  10] ; [69 12],[120.28837209  13.71162791] ; [72.71162791  8.28837209],0
n3,1,0.108665,2.573529,[10  7] ; [15  3],[12.14285714  4.85714286] ; [12.85714286  5.14285714],0
s7,1,0.129463,2.298932,[90 37] ; [46 30],[85.08374384 41.91625616] ; [50.91625616 25.08374384],0
s4,1,0.129605,2.297228,[ 26 106] ; [23 57],[ 30.50943396 101.49056604] ; [18.49056604 61.50943396],0
n1,1,0.130287,2.289087,[10  7] ; [ 6 12],[7.77142857 9.22857143] ; [8.22857143 9.77142857],0
r1,1,0.174095,1.84732,[114  20] ; [63 18],[110.31627907  23.68372093] ; [66.68372093 14.31627907],0
a3,1,0.178918,1.80659,[108  24] ; [60 21],[104.11267606  27.88732394] ; [63.88732394 17.11267606],0
s5,1,0.18267,1.775768,[66 60] ; [32 43],[61.43283582 64.56716418] ; [36.56716418 38.43283582],0
u4,1,0.194173,1.68567,[  6 128] ; [ 1 80],[  4.3627907 129.6372093] ; [ 2.6372093 78.3627907],0
n4,1,0.205266,1.604503,[119  15] ; [67 14],[115.9255814  18.0744186] ; [70.0744186 10.9255814],0
s2,1,0.206594,1.595134,[87 47] ; [45 35],[82.65420561 51.34579439] ; [49.34579439 30.65420561],0
a8,1,0.214004,1.544134,[20 98] ; [ 8 68],[ 17.03092784 100.96907216] ; [10.96907216 65.03092784],0
p1,1,0.2274,1.457053,[ 18 115] ; [16 65],[ 21.13084112 111.86915888] ; [12.86915888 68.13084112],0
u1,1,0.230041,1.440608,[38 96] ; [17 64],[34.27906977 99.72093023] ; [20.72093023 60.27906977],0
p7,1,0.251184,1.316709,[120  13] ; [68 12],[117.38967136  15.61032864] ; [70.61032864  9.38967136],0
n2,1,0.288589,1.126194,[14  3] ; [12  6],[12.62857143  4.37142857] ; [13.37142857  4.62857143],0
r4,1,0.290258,1.118426,[126   8] ; [73  8],[124.02790698   9.97209302] ; [74.97209302  6.02790698],0
p12,1,0.34914,0.876581,[ 23 110] ; [10 70],[ 20.6056338 112.3943662] ; [12.3943662 67.6056338],0
a5,1,0.360292,0.836874,[111  23] ; [63 18],[108.44651163  25.55348837] ; [65.55348837 15.44651163],0
d2,1,0.422598,0.64308,[77 57] ; [42 39],[74.16744186 59.83255814] ; [44.83255814 36.16744186],0
p2,1,0.477761,0.503971,[123  11] ; [72  9],[121.53488372  12.46511628] ; [73.46511628  7.53488372],0
u3,1,0.514643,0.424615,[18  8] ; [12  8],[16.95652174  9.04347826] ; [13.04347826  6.95652174],0
a6,1,0.570136,0.322456,[92 41] ; [53 28],[90.11682243 42.88317757] ; [54.88317757 26.11682243],0
u2,1,0.578531,0.308615,[14 12] ; [13  8],[14.93617021 11.06382979] ; [12.06382979  8.93617021],0
s6,1,0.602575,0.27113,[102  28] ; [58 19],[100.48309179  29.51690821] ; [59.51690821 17.48309179],0
s3,1,0.60814,0.262892,[79 55] ; [50 30],[80.77570093 53.22429907] ; [48.22429907 31.77570093],0
n6,1,0.6184,0.248122,[121  12] ; [72  9],[119.94859813  13.05140187] ; [73.05140187  7.94859813],0
r2,1,0.648907,0.207281,[128   5] ; [75  4],[127.35377358   5.64622642] ; [75.64622642  3.35377358],0
v4,1,0.65462,0.200125,[129   5] ; [76  4],[128.36448598   5.63551402] ; [76.63551402  3.36448598],0
b1,1,0.820661,0.051391,[65 69] ; [38 43],[64.19534884 69.80465116] ; [38.80465116 42.19534884],0
s1,1,0.823871,0.049537,[  4 130] ; [ 2 79],[  3.73953488 130.26046512] ; [ 2.26046512 78.73953488],0
p5,1,0.84606,0.037693,[ 33 101] ; [19 62],[ 32.40930233 101.59069767] ; [19.59069767 61.40930233],0
a4,1,0.871899,0.026,[71 63] ; [42 39],[70.42790698 63.57209302] ; [42.57209302 38.42790698],0
