Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4e-06,21.492279,[258  20] ; [41 16],[248.12537313  29.87462687] ; [50.87462687  6.12537313],1
b3,1,0.464691,0.534572,[ 62 110] ; [11 26],[ 60.07655502 111.92344498] ; [12.92344498 24.07655502],0
b2,1,0.464691,0.534572,[ 62 110] ; [11 26],[ 60.07655502 111.92344498] ; [12.92344498 24.07655502],0
a4,1,0.471453,0.51857,[128 153] ; [23 34],[125.53550296 155.46449704] ; [25.46449704 31.53550296],0
s3,1,0.490137,0.476227,[192  84] ; [37 20],[189.8018018  86.1981982] ; [39.1981982 17.8018018],0
p6,1,0.512185,0.429601,[122 155] ; [22 34],[119.78378378 157.21621622] ; [24.21621622 31.78378378],0
u3,1,0.546042,0.364456,[40 22] ; [12  9],[38.84337349 23.15662651] ; [13.15662651  7.84337349],0
n1,1,0.547253,0.362261,[19 32] ; [ 4 10],[18.04615385 32.95384615] ; [4.95384615 9.04615385],0
d2,1,0.575058,0.314293,[152 129] ; [28 28],[150.08902077 130.91097923] ; [29.91097923 26.08902077],0
a8,1,0.582888,0.301589,[ 41 207] ; [ 7 45],[ 39.68 208.32] ; [ 8.32 43.68],0
b4,1,0.613153,0.255609,[173 109] ; [37 20],[174.69026549 107.30973451] ; [35.30973451 21.69026549],0
s5,1,0.72895,0.120078,[123 148] ; [24 32],[121.82568807 149.17431193] ; [25.17431193 30.82568807],0
s1,1,0.741064,0.109194,[  7 270] ; [ 1 55],[  6.65465465 270.34534535] ; [ 1.34534535 54.65465465],0
b5,1,0.75935,0.09384,[177 105] ; [37 20],[178.01769912 103.98230088] ; [35.98230088 21.01769912],0
u4,1,0.784514,0.07477,[  8 274] ; [ 2 55],[  8.31858407 273.68141593] ; [ 1.68141593 55.31858407],0
u2,1,0.818604,0.052597,[36 24] ; [12  9],[35.55555556 24.44444444] ; [12.44444444  8.55555556],0
s2,1,1.0,0.0,[186  93] ; [38 19],[186.  93.] ; [38. 19.],0
