Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,73.235007,[26 93] ; [207  98],[65.39386792 53.60613208] ; [167.60613208 137.39386792],1
s3,1,0.0,60.425875,[35 83] ; [216  88],[70.18483412 47.81516588] ; [180.81516588 123.18483412],1
s7,1,0.0,40.720363,[36 76] ; [195  95],[64.35820896 47.64179104] ; [166.64179104 123.35820896],1
s5,1,0.0,34.979985,[20 96] ; [145 151],[46.45631068 69.54368932] ; [118.54368932 177.45631068],1
s8,1,0.0,34.507136,[35 84] ; [187 119],[62.16 56.84] ; [159.84 146.16],1
s4,1,0.000264,13.310112,[  8 111] ; [ 66 238],[20.8179669 98.1820331] ; [ 53.1820331 250.8179669],1
p4,1,0.000483,12.179094,[81 38] ; [256  51],[94.13849765 24.86150235] ; [242.86150235  64.13849765],1
p9,1,0.00177,9.774294,[96 23] ; [279  26],[105.24764151  13.75235849] ; [269.75235849  35.24764151],0
d2,1,0.002543,9.109089,[48 70] ; [175 132],[61.91529412 56.08470588] ; [161.08470588 145.91529412],0
r4,1,0.004281,8.160431,[107  12] ; [297  10],[112.85446009   6.14553991] ; [291.14553991  15.85446009],0
p5,1,0.008113,7.008352,[ 10 108] ; [ 58 247],[18.96926714 99.03073286] ; [ 49.03073286 255.96926714],0
p12,1,0.009199,6.783873,[  5 114] ; [ 39 266],[ 12.3490566 106.6509434] ; [ 31.6509434 273.3490566],0
p6,1,0.009575,6.712383,[43 74] ; [154 149],[54.87857143 62.12142857] ; [142.12142857 160.87857143],0
r3,1,0.010304,6.581608,[110   9] ; [299   7],[114.52   4.48] ; [294.48  11.52],0
d1,1,0.01358,6.091932,[65 54] ; [207 100],[75.98122066 43.01877934] ; [196.01877934 110.98122066],0
d5,1,0.018991,5.50234,[92 27] ; [265  41],[99.96 19.04] ; [257.04  48.96],0
u1,1,0.019163,5.486559,[ 18 101] ; [ 79 228],[27.09624413 91.90375587] ; [ 69.90375587 237.09624413],0
a4,1,0.024544,5.055784,[47 72] ; [158 148],[57.4 61.6] ; [147.6 158.4],0
d4,1,0.040265,4.206683,[93 26] ; [264  42],[99.96 19.04] ; [257.04  48.96],0
a2,1,0.04813,3.905433,[24 95] ; [ 91 216],[32.12441315 86.87558685] ; [ 82.87558685 224.12441315],0
n5,1,0.059764,3.543908,[86 33] ; [246  59],[93.17924528 25.82075472] ; [238.82075472  66.17924528],0
a3,1,0.063824,3.435112,[82 36] ; [239  67],[89.33490566 28.66509434] ; [231.66509434  74.33490566],0
r1,1,0.078747,3.090583,[93 26] ; [260  45],[99.07311321 19.92688679] ; [253.92688679  51.07311321],0
n6,1,0.085357,2.959833,[97 21] ; [270  35],[102.37825059  15.62174941] ; [264.62174941  40.37825059],0
p10,1,0.109549,2.560714,[97 22] ; [267  38],[102.16037736  16.83962264] ; [261.83962264  43.16037736],0
u4,1,0.124757,2.356558,[  1 118] ; [ 11 296],[  3.35211268 115.64788732] ; [  8.64788732 298.35211268],0
a6,1,0.145991,2.11365,[88 31] ; [204 102],[81.76 37.24] ; [210.24  95.76],0
u2,1,0.223512,1.481682,[19 18] ; [42 24],[21.91262136 15.08737864] ; [39.08737864 26.91262136],0
p2,1,0.251637,1.314192,[100  19] ; [269  36],[103.56367925  15.43632075] ; [265.43632075  39.56367925],0
v1,1,0.294848,1.097354,[67 50] ; [186 110],[71.67312349 45.32687651] ; [181.32687651 114.67312349],0
n1,1,0.307208,1.042641,[ 6 13] ; [23 28],[ 7.87142857 11.12857143] ; [21.12857143 29.87142857],0
a1,1,0.307369,1.041945,[  5 114] ; [ 21 286],[  7.2629108 111.7370892] ; [ 18.7370892 288.2629108],0
n3,1,0.390051,0.738782,[16  3] ; [38 13],[14.65714286  4.34285714] ; [39.34285714 11.65714286],0
v4,1,0.390241,0.73819,[114   5] ; [299   8],[115.3685446   3.6314554] ; [297.6314554   9.3685446],0
a7,1,0.409961,0.678914,[91 28] ; [222  84],[87.64 31.36] ; [225.36  80.64],0
b4,1,0.476416,0.507056,[68 51] ; [187 120],[71.23239437 47.76760563] ; [183.76760563 123.23239437],0
u3,1,0.493835,0.468159,[22 15] ; [45 23],[23.60952381 13.39047619] ; [43.39047619 24.60952381],0
v2,1,0.521956,0.410027,[70 48] ; [185 110],[72.85714286 45.14285714] ; [182.14285714 112.85714286],0
b5,1,0.552347,0.353129,[66 53] ; [180 127],[68.71830986 50.28169014] ; [177.28169014 129.71830986],0
p11,1,0.565567,0.330156,[99 20] ; [248  59],[96.93192488 22.06807512] ; [250.06807512  56.93192488],0
s1,1,0.57406,0.315936,[  3 116] ; [ 11 294],[  3.92924528 115.07075472] ; [ 10.07075472 294.92924528],0
a5,1,0.677241,0.173248,[92 27] ; [243  64],[93.57981221 25.42018779] ; [241.42018779  65.57981221],0
p1,1,0.721858,0.12672,[ 16 103] ; [ 37 267],[ 14.91016548 104.08983452] ; [ 38.08983452 265.91016548],0
n2,1,0.733875,0.115583,[13  6] ; [37 14],[13.57142857  5.42857143] ; [36.42857143 14.57142857],0
