Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000251,13.404368,[ 7 26] ; [15  6],[13.44444444 19.55555556] ; [ 8.55555556 12.44444444],1
s6,1,0.000257,13.359582,[13 21] ; [20  3],[19.68421053 14.31578947] ; [13.31578947  9.68421053],1
s3,1,0.000418,12.44916,[11 22] ; [18  4],[17.4 15.6] ; [11.6 10.4],1
s5,1,0.001242,10.426675,[ 3 29] ; [11 12],[ 8.14545455 23.85454545] ; [ 5.85454545 17.14545455],0
u1,1,0.00337,8.595259,[ 1 33] ; [ 7 16],[ 4.77192982 29.22807018] ; [ 3.22807018 19.77192982],0
s8,1,0.00529,7.777661,[ 7 27] ; [13 10],[11.92982456 22.07017544] ; [ 8.07017544 14.92982456],0
a5,1,0.006835,7.315887,[16 18] ; [19  4],[20.87719298 13.12280702] ; [14.12280702  8.87719298],0
v1,1,0.020772,5.345838,[14 20] ; [16  6],[18.21428571 15.78571429] ; [11.78571429 10.21428571],0
r1,1,0.03784,4.312178,[21 13] ; [20  3],[24.45614035  9.54385965] ; [16.54385965  6.45614035],0
p4,1,0.084516,2.975845,[11 22] ; [13 10],[14.14285714 18.85714286] ; [ 9.85714286 13.14285714],0
d4,1,0.132322,2.265046,[23 10] ; [20  3],[25.33928571  7.66071429] ; [17.66071429  5.33928571],0
p5,1,0.142962,2.145786,[ 1 33] ; [ 3 20],[ 2.38596491 31.61403509] ; [ 1.61403509 21.38596491],0
r4,1,0.148478,2.087815,[24 10] ; [20  3],[26.24561404  7.75438596] ; [17.75438596  5.24561404],0
s4,1,0.16482,1.929442,[ 2 32] ; [ 4 19],[ 3.57894737 30.42105263] ; [ 2.42105263 20.57894737],0
a4,1,0.173866,1.84929,[13 21] ; [13 10],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
a2,1,0.232497,1.425521,[ 7 27] ; [ 8 15],[ 8.94736842 25.05263158] ; [ 6.05263158 16.94736842],0
b3,1,0.243878,1.358036,[ 3 17] ; [ 5 11],[ 4.44444444 15.55555556] ; [ 3.55555556 12.44444444],0
