Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.003113,8.740078,[21 34] ; [ 6 42],[14.41747573 40.58252427] ; [12.58252427 35.41747573],0
r3,1,0.003439,8.558663,[55  1] ; [39  9],[50.61538462  5.38461538] ; [43.38461538  4.61538462],0
s6,1,0.006166,7.501021,[41 15] ; [22 25],[34.25242718 21.74757282] ; [28.74757282 18.25242718],0
v3,1,0.011644,6.364286,[26 29] ; [10 34],[20. 35.] ; [16. 28.],0
p7,1,0.014545,5.970722,[27 27] ; [12 34],[21.06 32.94] ; [17.94 28.06],0
p12,1,0.015854,5.819048,[ 9 47] ; [ 1 47],[ 5.38461538 50.61538462] ; [ 4.61538462 43.38461538],0
s5,1,0.030173,4.699422,[21 33] ; [ 8 35],[16.1443299 37.8556701] ; [12.8556701 30.1443299],0
s4,1,0.036874,4.356229,[18 37] ; [ 7 40],[13.48039216 41.51960784] ; [11.51960784 35.48039216],0
n1,1,0.03925,4.25,[ 5 12] ; [11  6],[8. 9.] ; [8. 9.],0
r2,1,0.042685,4.10784,[54  2] ; [40  7],[51.10679612  4.89320388] ; [42.89320388  4.10679612],0
r1,1,0.042921,4.098522,[45 11] ; [30 18],[40.38461538 15.61538462] ; [34.61538462 13.38461538],0
d1,1,0.055859,3.65625,[35 21] ; [21 27],[30.15384615 25.84615385] ; [25.84615385 22.15384615],0
s2,1,0.061378,3.49974,[33 23] ; [19 28],[28.27184466 27.72815534] ; [23.72815534 23.27184466],0
v4,1,0.061546,3.495229,[53  3] ; [40  8],[50.07692308  5.92307692] ; [42.92307692  5.07692308],0
a5,1,0.071377,3.251075,[43 13] ; [29 19],[38.76923077 17.23076923] ; [33.23076923 14.76923077],0
n6,1,0.077427,3.118094,[45 10] ; [32 16],[41.11650485 13.88349515] ; [35.88349515 12.11650485],0
d3,1,0.096056,2.769836,[37 18] ; [24 23],[32.89215686 22.10784314] ; [28.10784314 18.89215686],0
d5,1,0.108556,2.575123,[42 13] ; [29 18],[38.28431373 16.71568627] ; [32.71568627 14.28431373],0
p1,1,0.111593,2.53151,[ 3 53] ; [ 7 41],[ 5.38461538 50.61538462] ; [ 4.61538462 43.38461538],0
d2,1,0.11298,2.512038,[29 26] ; [17 29],[25.04950495 29.95049505] ; [20.95049505 25.04950495],0
r4,1,0.153916,2.033009,[50  6] ; [38 10],[47.38461538  8.61538462] ; [40.61538462  7.38461538],0
