Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000157,14.289869,[56 23] ; [1 9],[50.59550562 28.40449438] ; [6.40449438 3.59550562],1
r2,1,0.001924,9.621032,[68  9] ; [5 5],[64.6091954 12.3908046] ; [8.3908046 1.6091954],0
d4,1,0.098443,2.730596,[65 14] ; [6 4],[63.02247191 15.97752809] ; [7.97752809 2.02247191],0
s4,1,0.105804,2.615808,[28 51] ; [1 9],[25.74157303 53.25842697] ; [3.25842697 6.74157303],0
s8,1,0.125135,2.35184,[44 35] ; [3 7],[41.71910112 37.28089888] ; [5.28089888 4.71910112],0
s5,1,0.134033,2.245163,[35 37] ; [2 7],[32.88888889 39.11111111] ; [4.11111111 4.88888889],0
p8,1,0.1705,1.878543,[36 42] ; [2 7],[34.06896552 43.93103448] ; [3.93103448 5.06896552],0
s7,1,0.174577,1.843192,[44 33] ; [3 6],[42.08139535 34.91860465] ; [4.91860465 4.08139535],0
p3,1,0.191909,1.702903,[38 41] ; [7 3],[39.94382022 39.05617978] ; [5.05617978 4.94382022],0
a7,1,0.192159,1.700986,[48 30] ; [4 6],[46.09090909 31.90909091] ; [5.90909091 4.09090909],0
p9,1,0.195664,1.674448,[67 11] ; [7 3],[65.59090909 12.40909091] ; [8.40909091 1.59090909],0
d3,1,0.224686,1.474188,[47 31] ; [8 2],[48.75 29.25] ; [6.25 3.75],0
a2,1,0.270995,1.211702,[ 7 72] ; [2 8],[ 7.98876404 71.01123596] ; [1.01123596 8.98876404],0
a8,1,0.303117,1.060429,[ 7 68] ; [2 8],[ 7.94117647 67.05882353] ; [1.05882353 8.94117647],0
p11,1,0.324244,0.971749,[59 20] ; [6 4],[57.69662921 21.30337079] ; [7.30337079 2.69662921],0
a6,1,0.349835,0.874055,[43 36] ; [7 3],[44.38202247 34.61797753] ; [5.61797753 4.38202247],0
p10,1,0.352061,0.866014,[65 14] ; [7 3],[63.91011236 15.08988764] ; [8.08988764 1.91011236],0
v2,1,0.38275,0.761852,[34 41] ; [6 4],[35.29411765 39.70588235] ; [4.70588235 5.29411765],0
r3,1,0.435864,0.607146,[70  9] ; [8 2],[69.23595506  9.76404494] ; [8.76404494 1.23595506],0
b2,1,0.440265,0.595592,[14 36] ; [1 6],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
b3,1,0.440265,0.595592,[14 36] ; [1 6],[13.15789474 36.84210526] ; [1.84210526 5.15789474],0
a3,1,0.474844,0.510682,[46 33] ; [7 3],[47.04494382 31.95505618] ; [5.95505618 4.04494382],0
v1,1,0.475873,0.508306,[39 36] ; [4 6],[37.94117647 37.05882353] ; [5.05882353 4.94117647],0
u2,1,0.48105,0.496482,[18 15] ; [1 2],[17.41666667 15.58333333] ; [1.58333333 1.41666667],0
b4,1,0.521647,0.410636,[47 32] ; [7 3],[47.93258427 31.06741573] ; [6.06741573 3.93258427],0
s3,1,0.598278,0.277601,[57 22] ; [8 2],[57.69662921 21.30337079] ; [7.30337079 2.69662921],0
u1,1,0.662707,0.190252,[ 5 74] ; [1 9],[ 5.3258427 73.6741573] ; [0.6741573 9.3258427],0
p7,1,0.668333,0.183558,[44 33] ; [5 5],[43.36781609 33.63218391] ; [5.63218391 4.36781609],0
n5,1,0.733576,0.115854,[51 28] ; [7 3],[51.48314607 27.51685393] ; [6.51685393 3.48314607],0
d2,1,0.777234,0.080047,[28 51] ; [4 6],[28.40449438 50.59550562] ; [3.59550562 6.40449438],0
a5,1,0.777234,0.080047,[51 28] ; [6 4],[50.59550562 28.40449438] ; [6.40449438 3.59550562],0
d5,1,0.837034,0.042308,[57 21] ; [7 3],[56.72727273 21.27272727] ; [7.27272727 2.72727273],0
n4,1,0.839132,0.04121,[50 29] ; [6 4],[49.70786517 29.29213483] ; [6.29213483 3.70786517],0
p2,1,0.842438,0.039512,[61 18] ; [8 2],[61.24719101 17.75280899] ; [7.75280899 2.24719101],0
b5,1,0.853175,0.034251,[53 26] ; [7 3],[53.25842697 25.74157303] ; [6.74157303 3.25842697],0
d1,1,0.909869,0.012815,[38 41] ; [5 5],[38.16853933 40.83146067] ; [4.83146067 5.16853933],0
b1,1,0.914687,0.011477,[33 46] ; [4 6],[32.84269663 46.15730337] ; [4.15730337 5.84269663],0
p4,1,0.914687,0.011477,[46 33] ; [6 4],[46.15730337 32.84269663] ; [5.84269663 4.15730337],0
a4,1,0.915916,0.011147,[25 54] ; [3 7],[24.85393258 54.14606742] ; [3.14606742 6.85393258],0
v3,1,0.945059,0.004749,[22 54] ; [3 7],[22.09302326 53.90697674] ; [2.90697674 7.09302326],0
n6,1,0.985018,0.000353,[63 16] ; [8 2],[63.02247191 15.97752809] ; [7.97752809 2.02247191],0
p6,1,0.987556,0.000243,[31 47] ; [4 6],[31.02272727 46.97727273] ; [3.97727273 6.02272727],0
s6,1,0.992057,9.9e-05,[59 17] ; [7 2],[59.01176471 16.98823529] ; [6.98823529 2.01176471],0
