Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000111,14.942289,[16  1] ; [14 23],[9.44444444 7.55555556] ; [20.55555556 16.44444444],1
s6,1,0.002136,9.428844,[9 8] ; [ 5 32],[ 4.40740741 12.59259259] ; [ 9.59259259 27.40740741],0
r4,1,0.002733,8.977981,[10  7] ; [ 7 31],[ 5.25454545 11.74545455] ; [11.74545455 26.25454545],0
p4,1,0.009192,6.785085,[9 8] ; [ 7 31],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
d5,1,0.011195,6.4341,[15  2] ; [20 18],[10.81818182  6.18181818] ; [24.18181818 13.81818182],0
p6,1,0.01665,5.732899,[ 5 12] ; [ 2 34],[ 2.24528302 14.75471698] ; [ 4.75471698 31.24528302],0
d4,1,0.039884,4.222831,[15  2] ; [23 15],[11.74545455  5.25454545] ; [26.25454545 11.74545455],0
n5,1,0.056658,3.632611,[ 7 10] ; [26 12],[10.2  6.8] ; [22.8 15.2],0
r1,1,0.056658,3.632611,[10  7] ; [12 26],[ 6.8 10.2] ; [15.2 22.8],0
d1,1,0.056658,3.632611,[10  7] ; [12 26],[ 6.8 10.2] ; [15.2 22.8],0
p11,1,0.08326,3.000088,[11  6] ; [15 23],[8.03636364 8.96363636] ; [17.96363636 20.03636364],0
n2,1,0.106343,2.607745,[5 2] ; [ 6 11],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
n3,1,0.123324,2.374585,[5 1] ; [8 9],[3.39130435 2.60869565] ; [9.60869565 7.39130435],0
d2,1,0.142917,2.146264,[11  6] ; [16 21],[8.5 8.5] ; [18.5 18.5],0
u1,1,0.1681,1.899807,[ 2 15] ; [ 1 37],[ 0.92727273 16.07272727] ; [ 2.07272727 35.92727273],0
b5,1,0.171009,1.874079,[11  6] ; [17 21],[8.65454545 8.34545455] ; [19.34545455 18.65454545],0
v3,1,0.17159,1.868993,[ 4 12] ; [ 4 34],[ 2.37037037 13.62962963] ; [ 5.62962963 32.37037037],0
s8,1,0.206227,1.597721,[ 4 13] ; [ 4 34],[ 2.47272727 14.52727273] ; [ 5.52727273 32.47272727],0
v1,1,0.207899,1.585996,[ 6 10] ; [ 8 30],[ 4.14814815 11.85185185] ; [ 9.85185185 28.14814815],0
n6,1,0.210784,1.566033,[10  7] ; [15 22],[7.87037037 9.12962963] ; [17.12962963 19.87037037],0
p1,1,0.222895,1.485636,[ 1 16] ; [ 7 31],[ 2.47272727 14.52727273] ; [ 5.52727273 32.47272727],0
r2,1,0.281934,1.157744,[11  5] ; [19 17],[9.23076923 6.76923077] ; [20.76923077 15.23076923],0
s7,1,0.28556,1.140438,[ 5 12] ; [ 6 30],[ 3.52830189 13.47169811] ; [ 7.47169811 28.52830189],0
s3,1,0.286958,1.133841,[ 6 11] ; [ 8 29],[ 4.40740741 12.59259259] ; [ 9.59259259 27.40740741],0
p2,1,0.301265,1.068587,[8 9] ; [12 25],[ 6.2962963 10.7037037] ; [13.7037037 23.2962963],0
u3,1,0.388072,0.744974,[2 5] ; [ 2 13],[1.27272727 5.72727273] ; [ 2.72727273 12.27272727],0
u2,1,0.388072,0.744974,[2 5] ; [ 2 13],[1.27272727 5.72727273] ; [ 2.72727273 12.27272727],0
a4,1,0.403848,0.696839,[8 9] ; [13 24],[ 6.61111111 10.38888889] ; [14.38888889 22.61111111],0
b2,1,0.408295,0.683761,[4 9] ; [12 15],[5.2 7.8] ; [10.8 16.2],0
b3,1,0.408295,0.683761,[4 9] ; [12 15],[5.2 7.8] ; [10.8 16.2],0
a7,1,0.432277,0.616697,[10  7] ; [18 20],[8.65454545 8.34545455] ; [19.34545455 18.65454545],0
p9,1,0.439419,0.597799,[9 7] ; [17 21],[7.7037037 8.2962963] ; [18.2962963 19.7037037],0
d3,1,0.455778,0.556244,[9 8] ; [16 22],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
p10,1,0.474777,0.510836,[8 9] ; [14 24],[ 6.8 10.2] ; [15.2 22.8],0
n1,1,0.475512,0.509138,[4 3] ; [ 7 10],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
a6,1,0.544717,0.366867,[ 7 10] ; [19 19],[8.03636364 8.96363636] ; [17.96363636 20.03636364],0
p5,1,0.561714,0.336744,[ 1 16] ; [ 4 33],[ 1.57407407 15.42592593] ; [ 3.42592593 33.57407407],0
p12,1,0.565545,0.330194,[ 1 16] ; [ 1 36],[ 0.62962963 16.37037037] ; [ 1.37037037 35.62962963],0
n4,1,0.592288,0.286785,[12  5] ; [24 14],[11.12727273  5.87272727] ; [24.87272727 13.12727273],0
p3,1,0.661619,0.191563,[ 4 13] ; [ 7 31],[ 3.4 13.6] ; [ 7.6 30.4],0
p8,1,0.696022,0.152643,[ 4 13] ; [ 7 30],[ 3.46296296 13.53703704] ; [ 7.53703704 29.46296296],0
b1,1,0.732112,0.117181,[9 8] ; [22 16],[9.58181818 7.41818182] ; [21.41818182 16.58181818],0
p7,1,0.786117,0.073634,[ 6 11] ; [12 26],[ 5.56363636 11.43636364] ; [12.43636364 25.56363636],0
s5,1,0.78981,0.071053,[ 3 13] ; [ 6 32],[ 2.66666667 13.33333333] ; [ 6.33333333 31.66666667],0
s1,1,0.790564,0.070532,[ 1 16] ; [ 3 35],[ 1.23636364 15.76363636] ; [ 2.76363636 35.23636364],0
a5,1,0.805651,0.060536,[10  7] ; [21 17],[9.58181818 7.41818182] ; [21.41818182 16.58181818],0
a3,1,0.815191,0.054632,[10  7] ; [23 14],[10.38888889  6.61111111] ; [22.61111111 14.38888889],0
a8,1,0.82156,0.050868,[ 3 13] ; [ 6 31],[ 2.71698113 13.28301887] ; [ 6.28301887 30.71698113],0
s4,1,0.886081,0.020525,[ 2 15] ; [ 5 33],[ 2.16363636 14.83636364] ; [ 4.83636364 33.16363636],0
a2,1,0.891712,0.018534,[ 2 15] ; [ 4 34],[ 1.85454545 15.14545455] ; [ 4.14545455 33.85454545],0
b4,1,0.912183,0.012163,[11  6] ; [24 14],[10.81818182  6.18181818] ; [24.18181818 13.81818182],0
