Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.513334,[229   3] ; [29 12],[219.25274725  12.74725275] ; [38.74725275  2.25274725],1
d2,1,0.000311,13.002716,[133  99] ; [11 30],[122.37362637 109.62637363] ; [21.62637363 19.37362637],1
u1,1,0.001214,10.4685,[ 58 174] ; [ 1 40],[ 50.13919414 181.86080586] ; [ 8.86080586 32.13919414],0
d4,1,0.001237,10.434342,[203  28] ; [28 13],[196.18014706  34.81985294] ; [34.81985294  6.18014706],0
a5,1,0.001419,10.180359,[196  36] ; [26 15],[188.65934066  43.34065934] ; [33.34065934  7.65934066],0
d3,1,0.004139,8.221881,[175  57] ; [22 19],[167.41391941  64.58608059] ; [29.58608059 11.41391941],0
a4,1,0.006105,7.518954,[116 116] ; [11 30],[107.92673993 124.07326007] ; [19.07326007 21.92673993],0
p9,1,0.009664,6.695779,[218  13] ; [34  7],[214.01470588  16.98529412] ; [37.98529412  3.01470588],0
d5,1,0.010365,6.570986,[200  31] ; [29 12],[194.48161765  36.51838235] ; [34.51838235  6.48161765],0
v4,1,0.010414,6.562743,[227   5] ; [36  4],[224.32352941   7.67647059] ; [38.67647059  1.32352941],0
v1,1,0.011605,6.370226,[156  73] ; [19 21],[148.97769517  80.02230483] ; [26.02230483 13.97769517],0
d1,1,0.011936,6.320302,[160  72] ; [20 21],[152.96703297  79.03296703] ; [27.03296703 13.96703297],0
s5,1,0.012041,6.304802,[118 109] ; [11 26],[110.92045455 116.07954545] ; [18.07954545 18.92045455],0
n4,1,0.013501,6.102268,[199  32] ; [29 12],[193.63235294  37.36764706] ; [34.36764706  6.63235294],0
p2,1,0.030568,4.677068,[216  16] ; [34  7],[212.45421245  19.54578755] ; [37.54578755  3.45421245],0
r2,1,0.031248,4.639306,[223   7] ; [34  4],[220.55970149   9.44029851] ; [36.44029851  1.55970149],0
n5,1,0.034166,4.486357,[195  36] ; [29 12],[190.23529412  40.76470588] ; [33.76470588  7.23529412],0
a3,1,0.038935,4.263691,[190  41] ; [28 13],[185.13970588  45.86029412] ; [32.86029412  8.13970588],0
s1,1,0.045676,3.993496,[  7 222] ; [ 4 37],[  9.32962963 219.67037037] ; [ 1.67037037 39.32962963],0
a2,1,0.064249,3.424152,[ 66 166] ; [ 6 35],[ 61.18681319 170.81318681] ; [10.81318681 30.18681319],0
b2,1,0.066607,3.364728,[75 78] ; [10 22],[70.2972973 82.7027027] ; [14.7027027 17.2972973],0
b3,1,0.066607,3.364728,[75 78] ; [10 22],[70.2972973 82.7027027] ; [14.7027027 17.2972973],0
s6,1,0.164928,1.928449,[197  33] ; [30  9],[194.08921933  35.91078067] ; [32.91078067  6.08921933],0
a8,1,0.192377,1.69932,[ 46 168] ; [ 5 35],[ 42.96850394 171.03149606] ; [ 8.03149606 31.96850394],0
p8,1,0.207881,1.586123,[168  62] ; [26 15],[164.64944649  65.35055351] ; [29.35055351 11.64944649],0
n6,1,0.218579,1.513677,[206  24] ; [34  7],[203.6900369  26.3099631] ; [36.3099631  4.6900369],0
u3,1,0.243557,1.35989,[27 15] ; [6 7],[25.2 16.8] ; [7.8 5.2],0
