Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,54.858976,[47 16] ; [11 70],[25.375 37.625] ; [32.625 48.375],1
d3,1,0.0,37.161022,[52 12] ; [25 57],[33.75342466 30.24657534] ; [43.24657534 38.75342466],1
d4,1,0.0,36.563691,[62  2] ; [42 40],[45.5890411 18.4109589] ; [58.4109589 23.5890411],1
d5,1,0.0,35.143334,[62  2] ; [43 39],[46.02739726 17.97260274] ; [58.97260274 23.02739726],1
a5,1,1.6e-05,18.562487,[50 14] ; [35 47],[37.26027397 26.73972603] ; [47.73972603 34.26027397],1
a3,1,2.2e-05,18.003756,[53 11] ; [40 42],[40.76712329 23.23287671] ; [52.23287671 29.76712329],1
a4,1,0.000135,14.57103,[34 29] ; [19 63],[23.02758621 39.97241379] ; [29.97241379 52.02758621],1
v2,1,0.00043,12.39531,[38 23] ; [26 54],[27.68794326 33.31205674] ; [36.31205674 43.68794326],1
s8,1,0.008602,6.903577,[27 37] ; [18 64],[19.7260274 44.2739726] ; [25.2739726 56.7260274],0
p6,1,0.011394,6.402796,[26 33] ; [19 61],[19.10071942 39.89928058] ; [25.89928058 54.10071942],0
r2,1,0.033428,4.523739,[52  7] ; [58 21],[47.02898551 11.97101449] ; [62.97101449 16.02898551],0
u1,1,0.034131,4.488133,[ 7 57] ; [ 2 80],[ 3.94520548 60.05479452] ; [ 5.05479452 76.94520548],0
a2,1,0.037077,4.346894,[12 52] ; [ 6 76],[ 7.89041096 56.10958904] ; [10.10958904 71.89041096],0
v3,1,0.081596,3.03282,[26 36] ; [23 59],[21.09722222 40.90277778] ; [27.90277778 54.09722222],0
s5,1,0.111059,2.53908,[16 41] ; [13 65],[12.24444444 44.75555556] ; [16.75555556 61.24444444],0
s2,1,0.169974,1.883169,[29 35] ; [28 54],[24.98630137 39.01369863] ; [32.01369863 49.98630137],0
p4,1,0.178179,1.812746,[35 27] ; [37 45],[31. 31.] ; [41. 41.],0
r4,1,0.205968,1.599542,[41 23] ; [44 38],[37.26027397 26.73972603] ; [47.73972603 34.26027397],0
a8,1,0.211506,1.561086,[ 5 55] ; [12 66],[ 7.39130435 52.60869565] ; [ 9.60869565 68.39130435],0
p10,1,0.234414,1.413878,[48 15] ; [53 26],[44.80985915 18.19014085] ; [56.19014085 22.80985915],0
p9,1,0.244816,1.352644,[53 10] ; [61 19],[50.22377622 12.77622378] ; [63.77622378 16.22377622],0
p11,1,0.269909,1.217209,[49 15] ; [56 26],[46.02739726 17.97260274] ; [58.97260274 23.02739726],0
p3,1,0.374495,0.788695,[30 33] ; [33 49],[27.37241379 35.62758621] ; [35.62758621 46.37241379],0
n1,1,0.388236,0.74446,[ 7 12] ; [12 12],[ 8.39534884 10.60465116] ; [10.60465116 13.39534884],0
p5,1,0.400676,0.706295,[ 9 54] ; [ 8 74],[ 7.3862069 55.6137931] ; [ 9.6137931 72.3862069],0
s3,1,0.402038,0.702221,[32 31] ; [35 45],[29.51748252 33.48251748] ; [37.48251748 42.51748252],0
v1,1,0.430223,0.622222,[28 32] ; [32 48],[25.71428571 34.28571429] ; [34.28571429 45.71428571],0
p1,1,0.433839,0.612524,[ 8 56] ; [ 7 75],[ 6.57534247 57.42465753] ; [ 8.42465753 73.57534247],0
