Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.047269,[91 26] ; [ 5 21],[78.54545455 38.45454545] ; [17.45454545  8.54545455],1
v4,1,3e-06,21.609841,[100  15] ; [12 14],[91.34751773 23.65248227] ; [20.65248227  5.34751773],1
r1,1,0.000393,12.562976,[87 30] ; [10 16],[79.36363636 37.63636364] ; [17.63636364  8.36363636],1
a6,1,0.003193,8.693752,[84 32] ; [11 15],[77.6056338 38.3943662] ; [17.3943662  8.6056338],0
r3,1,0.003419,8.569022,[97 19] ; [15 11],[91.49295775 24.50704225] ; [20.50704225  5.49295775],0
u3,1,0.004069,8.252986,[28 13] ; [ 3 10],[23.53703704 17.46296296] ; [7.46296296 5.53703704],0
d5,1,0.00722,7.217377,[85 31] ; [12 14],[79.23943662 36.76056338] ; [17.76056338  8.23943662],0
b1,1,0.009067,6.809524,[57 60] ; [20  6],[63. 54.] ; [14. 12.],0
p2,1,0.014868,5.932034,[78 37] ; [11 15],[72.58865248 42.41134752] ; [16.41134752  9.58865248],0
d1,1,0.044734,4.028623,[52 65] ; [ 6 20],[47.45454545 69.54545455] ; [10.54545455 15.45454545],0
s2,1,0.060236,3.530864,[40 77] ; [ 4 22],[36. 81.] ; [ 8. 18.],0
p9,1,0.08021,3.060636,[73 43] ; [11 14],[69.10638298 46.89361702] ; [14.89361702 10.10638298],0
d3,1,0.083842,2.988805,[70 45] ; [11 15],[66.06382979 48.93617021] ; [14.93617021 11.06382979],0
s7,1,0.096154,2.768196,[29 81] ; [ 2 19],[26.03053435 83.96946565] ; [ 4.96946565 16.03053435],0
p11,1,0.102951,2.659222,[70 47] ; [11 15],[66.27272727 50.72727273] ; [14.72727273 11.27272727],0
p3,1,0.112395,2.520224,[37 79] ; [ 4 21],[33.73049645 82.26950355] ; [ 7.26950355 17.73049645],0
v3,1,0.120333,2.412978,[33 75] ; [ 4 22],[29.82089552 78.17910448] ; [ 7.17910448 18.82089552],0
n4,1,0.180135,1.796514,[62 55] ; [10 16],[58.90909091 58.09090909] ; [13.09090909 12.90909091],0
a8,1,0.18198,1.781383,[ 8 99] ; [ 4 21],[ 9.72727273 97.27272727] ; [ 2.27272727 22.72727273],0
p4,1,0.213762,1.545763,[46 69] ; [ 7 19],[43.22695035 71.77304965] ; [ 9.77304965 16.22695035],0
a1,1,0.223435,1.482172,[  6 111] ; [ 3 23],[  7.36363636 109.63636364] ; [ 1.63636364 24.36363636],0
d2,1,0.225059,1.471816,[46 70] ; [ 7 19],[43.29577465 72.70422535] ; [ 9.70422535 16.29577465],0
