Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,235.534227,[34 77] ; [550  51],[91.04494382 19.95505618] ; [492.95505618 108.04494382],1
p11,1,0.0,51.336396,[60 51] ; [509  97],[88.08786611 22.91213389] ; [480.91213389 125.08786611],1
p2,1,0.0,30.458273,[75 36] ; [529  72],[94.16292135 16.83707865] ; [509.83707865  91.16292135],1
n5,1,0.0,27.731238,[60 51] ; [468 133],[82.31460674 28.68539326] ; [445.68539326 155.31460674],1
n6,1,1e-06,24.859611,[76 35] ; [525  77],[93.56381487 17.43618513] ; [507.43618513  94.56381487],1
b1,1,1e-06,24.148193,[64 47] ; [201 405],[41.0251046 69.9748954] ; [223.9748954 382.0251046],1
p7,1,2e-06,22.636241,[49 61] ; [403 188],[70.92724679 39.07275321] ; [381.07275321 209.92724679],1
p6,1,2.2e-05,18.023192,[20 87] ; [240 357],[39.51704545 67.48295455] ; [220.48295455 376.51704545],1
s8,1,9.1e-05,15.309315,[32 77] ; [300 304],[50.7545582 58.2454418] ; [281.2454418 322.7545582],1
s6,1,0.000112,14.921313,[58 51] ; [426 167],[75.15099715 33.84900285] ; [408.84900285 184.15099715],1
p8,1,0.000117,14.841607,[39 72] ; [328 268],[57.61951909 53.38048091] ; [309.38048091 286.61951909],1
v1,1,0.000149,14.385726,[43 68] ; [342 245],[61.22492837 49.77507163] ; [323.77507163 263.22492837],1
p3,1,0.000348,12.793764,[39 70] ; [329 276],[56.17927171 52.82072829] ; [311.82072829 293.17927171],1
n4,1,0.001633,9.921912,[74 37] ; [484 120],[86.62657343 24.37342657] ; [471.37342657 132.62657343],0
v2,1,0.001862,9.680474,[50 59] ; [358 221],[64.63953488 44.36046512] ; [343.36046512 235.63953488],0
r4,1,0.002799,8.934296,[95 16] ; [568  38],[102.64016736   8.35983264] ; [560.35983264  45.64016736],0
p4,1,0.003158,8.714018,[55 56] ; [388 215],[68.8697479 42.1302521] ; [374.1302521 228.8697479],0
s2,1,0.003485,8.534348,[42 66] ; [327 277],[55.97191011 52.02808989] ; [313.02808989 290.97191011],0
v4,1,0.003547,8.502362,[99 11] ; [581  22],[104.9088359   5.0911641] ; [575.0911641  27.9088359],0
s7,1,0.003904,8.328099,[38 65] ; [305 278],[51.5 51.5] ; [291.5 291.5],0
p12,1,0.00456,8.046195,[  1 109] ; [ 52 551],[  8.17671809 101.82328191] ; [ 44.82328191 558.17671809],0
b3,1,0.005982,7.555617,[16 54] ; [146 217],[26.18937644 43.81062356] ; [135.81062356 227.18937644],0
b2,1,0.005982,7.555617,[16 54] ; [146 217],[26.18937644 43.81062356] ; [135.81062356 227.18937644],0
a5,1,0.00614,7.508847,[75 36] ; [481 125],[86.07531381 24.92468619] ; [469.92468619 136.07531381],0
s5,1,0.006463,7.41641,[25 83] ; [213 367],[37.36046512 70.63953488] ; [200.63953488 379.36046512],0
n3,1,0.008338,6.959472,[19 15] ; [101  28],[25.03067485  8.96932515] ; [94.96932515 34.03067485],0
p5,1,0.008644,6.894847,[  4 107] ; [ 72 529],[11.84831461 99.15168539] ; [ 64.15168539 536.84831461],0
r2,1,0.009287,6.766723,[101  10] ; [577  21],[106.14668547   4.85331453] ; [571.85331453  26.14668547],0
a3,1,0.011816,6.338299,[73 38] ; [465 139],[83.52167832 27.47832168] ; [454.47832168 149.52167832],0
d1,1,0.025947,4.959526,[68 43] ; [435 171],[77.87029289 33.12970711] ; [425.12970711 180.87029289],0
s3,1,0.026842,4.900915,[51 59] ; [346 253],[61.59379408 48.40620592] ; [335.40620592 263.59379408],0
v3,1,0.027662,4.849014,[33 75] ; [242 336],[43.29446064 64.70553936] ; [231.70553936 346.29446064],0
d3,1,0.045218,4.01048,[74 37] ; [458 147],[82.47486034 28.52513966] ; [449.52513966 155.47486034],0
a4,1,0.057713,3.601919,[46 65] ; [310 295],[55.18994413 55.81005587] ; [300.81005587 304.18994413],0
a8,1,0.065752,3.386003,[ 8 92] ; [ 82 468],[13.84615385 86.15384615] ; [ 76.15384615 473.84615385],0
n2,1,0.091801,2.842509,[21 13] ; [99 31],[24.87804878  9.12195122] ; [95.12195122 34.87804878],0
s1,1,0.094146,2.802018,[  6 104] ; [ 15 583],[  3.26271186 106.73728814] ; [ 17.73728814 580.26271186],0
d4,1,0.102488,2.666389,[94 17] ; [545  61],[98.92468619 12.07531381] ; [540.07531381  65.92468619],0
u2,1,0.145492,2.118892,[17 20] ; [83 57],[20.9039548 16.0960452] ; [79.0960452 60.9039548],0
b4,1,0.221959,1.491663,[71 40] ; [350 256],[65.17573222 45.82426778] ; [355.82426778 250.17573222],0
u4,1,0.238374,1.390184,[  1 110] ; [ 17 589],[  2.78661088 108.21338912] ; [ 15.21338912 590.78661088],0
a7,1,0.273077,1.201222,[78 33] ; [455 150],[82.62988827 28.37011173] ; [450.37011173 154.62988827],0
a2,1,0.285937,1.138655,[25 86] ; [166 440],[29.56903766 81.43096234] ; [161.43096234 444.56903766],0
u1,1,0.336619,0.923265,[19 92] ; [128 478],[22.75732218 88.24267782] ; [124.24267782 481.75732218],0
a6,1,0.383492,0.759479,[73 38] ; [423 182],[76.89385475 34.10614525] ; [419.10614525 185.89385475],0
d2,1,0.40674,0.688309,[64 47] ; [323 282],[59.99581006 51.00418994] ; [327.00418994 277.99581006],0
