Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004265,8.167421,[14  3] ; [4 9],[10.2  6.8] ; [7.8 5.2],0
p11,1,0.006895,7.300125,[13  5] ; [ 3 10],[9.29032258 8.70967742] ; [6.70967742 6.29032258],0
p2,1,0.015534,5.854832,[12  5] ; [3 9],[8.79310345 8.20689655] ; [6.20689655 5.79310345],0
n6,1,0.037142,4.343891,[14  3] ; [6 7],[11.33333333  5.66666667] ; [8.66666667 4.33333333],0
s3,1,0.051129,3.804049,[8 8] ; [ 2 11],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
n4,1,0.074294,3.185509,[15  3] ; [7 6],[12.77419355  5.22580645] ; [9.22580645 3.77419355],0
s8,1,0.087648,2.917053,[ 8 10] ; [ 2 11],[ 5.80645161 12.19354839] ; [4.19354839 8.80645161],0
s2,1,0.098015,2.737557,[9 8] ; [ 3 10],[ 6.8 10.2] ; [5.2 7.8],0
n3,1,0.114758,2.487446,[8 3] ; [2 4],[6.47058824 4.52941176] ; [3.52941176 2.47058824],0
d1,1,0.119437,2.424693,[12  6] ; [5 8],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
p9,1,0.192703,1.696833,[13  4] ; [7 6],[11.33333333  5.66666667] ; [8.66666667 4.33333333],0
v4,1,0.192703,1.696833,[13  4] ; [7 6],[11.33333333  5.66666667] ; [8.66666667 4.33333333],0
b5,1,0.213054,1.550552,[11  7] ; [5 8],[9.29032258 8.70967742] ; [6.70967742 6.29032258],0
p10,1,0.21918,1.509733,[11  5] ; [6 7],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
b1,1,0.25341,1.304405,[ 6 12] ; [7 6],[ 7.5483871 10.4516129] ; [5.4516129 7.5483871],0
b4,1,0.25341,1.304405,[12  6] ; [6 7],[10.4516129  7.5483871] ; [7.5483871 5.4516129],0
n2,1,0.348723,0.878099,[8 3] ; [3 3],[7.11764706 3.88235294] ; [3.88235294 2.11764706],0
