Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,101.148851,[304   8] ; [4 8],[296.59259259  15.40740741] ; [11.40740741  0.59259259],1
r4,1,0.0,53.052862,[301  15] ; [5 7],[294.80487805  21.19512195] ; [11.19512195  0.80487805],1
s2,1,0.001804,9.739243,[223  90] ; [3 8],[218.32716049  94.67283951] ; [7.67283951 3.32716049],0
d3,1,0.005544,7.69291,[224  92] ; [4 8],[219.65853659  96.34146341] ; [8.34146341 3.65853659],0
d1,1,0.012242,6.275476,[215 101] ; [4 8],[210.98780488 105.01219512] ; [8.01219512 3.98780488],0
r1,1,0.016806,5.716548,[266  49] ; [7 5],[262.98165138  52.01834862] ; [10.01834862  1.98165138],0
s7,1,0.020323,5.383964,[234  73] ; [5 6],[230.7327044  76.2672956] ; [8.2672956 2.7327044],0
a8,1,0.086648,2.935568,[ 48 243] ; [4 7],[ 50.10596026 240.89403974] ; [1.89403974 9.10596026],0
v1,1,0.121383,2.399389,[193 110] ; [5 7],[190.45714286 112.54285714] ; [7.54285714 4.45714286],0
a7,1,0.151908,2.052986,[219  96] ; [6 6],[216.74311927  98.25688073] ; [8.25688073 3.74311927],0
p4,1,0.159785,1.976259,[218  97] ; [6 6],[215.77981651  99.22018349] ; [8.22018349 3.77981651],0
p3,1,0.177273,1.82034,[193 123] ; [5 7],[190.75609756 125.24390244] ; [7.24390244 4.75609756],0
a5,1,0.205669,1.601654,[257  59] ; [8 4],[255.30487805  60.69512195] ; [9.69512195 2.30487805],0
s5,1,0.224012,1.478483,[128 172] ; [3 9],[125.96153846 174.03846154] ; [5.03846154 6.96153846],0
d4,1,0.249557,1.32578,[273  42] ; [9 3],[271.65137615  43.34862385] ; [10.34862385  1.65137615],0
p2,1,0.267076,1.231704,[272  43] ; [9 3],[270.68807339  44.31192661] ; [10.31192661  1.68807339],0
u1,1,0.271326,1.210031,[ 68 248] ; [ 1 11],[ 66.47560976 249.52439024] ; [2.52439024 9.47560976],0
a3,1,0.290001,1.119617,[250  65] ; [8 4],[248.53211009  66.46788991] ; [9.46788991 2.53211009],0
s6,1,0.331116,0.944526,[264  51] ; [8 3],[262.82208589  52.17791411] ; [9.17791411 1.82208589],0
d5,1,0.360309,0.836815,[267  48] ; [9 3],[265.87155963  49.12844037] ; [10.12844037  1.87155963],0
s4,1,0.370664,0.801438,[ 58 256] ; [ 1 11],[ 56.82822086 257.17177914] ; [2.17177914 9.82822086],0
s3,1,0.379585,0.772047,[235  77] ; [7 4],[233.75851393  78.24148607] ; [8.24148607 2.75851393],0
s1,1,0.43898,0.598948,[ 12 299] ; [ 1 11],[ 12.51702786 298.48297214] ; [ 0.48297214 11.51702786],0
a2,1,0.443356,0.587581,[ 84 232] ; [ 2 10],[ 82.85365854 233.14634146] ; [3.14634146 8.85365854],0
u2,1,0.452199,0.565133,[45 21] ; [2 2],[44.31428571 21.68571429] ; [2.68571429 1.31428571],0
u3,1,0.452199,0.565133,[45 21] ; [2 2],[44.31428571 21.68571429] ; [2.68571429 1.31428571],0
b4,1,0.504692,0.445057,[180 136] ; [8 4],[181.12195122 134.87804878] ; [6.87804878 5.12195122],0
p7,1,0.528655,0.396976,[228  77] ; [8 4],[227.06624606  77.93375394] ; [8.93375394 3.06624606],0
p12,1,0.546296,0.363994,[ 38 276] ; [2 9],[ 38.64615385 275.35384615] ; [1.35384615 9.64615385],0
