Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.001469,10.11713,[17  1] ; [3 5],[13.84615385  4.15384615] ; [6.15384615 1.84615385],0
d5,1,0.010678,6.518056,[14  4] ; [2 6],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
a5,1,0.029839,4.718519,[16  2] ; [4 4],[13.84615385  4.15384615] ; [6.15384615 1.84615385],0
n3,1,0.030754,4.666667,[1 6] ; [5 2],[3. 4.] ; [3. 4.],0
p9,1,0.076967,3.12782,[15  3] ; [4 4],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
a6,1,0.093028,2.821181,[13  5] ; [3 5],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
n1,1,0.108809,2.571429,[2 5] ; [5 2],[3.5 3.5] ; [3.5 3.5],0
p7,1,0.114057,2.497095,[10  8] ; [7 1],[11.76923077  6.23076923] ; [5.23076923 2.76923077],0
a3,1,0.15666,2.006173,[14  4] ; [4 4],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
u3,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
s6,1,0.233703,1.418182,[9 9] ; [2 6],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
a4,1,0.233703,1.418182,[9 9] ; [2 6],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
a7,1,0.26501,1.242394,[11  7] ; [3 5],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
s3,1,0.275234,1.190476,[ 6 12] ; [4 3],[ 7.2 10.8] ; [2.8 4.2],0
v1,1,0.346912,0.884722,[ 8 10] ; [2 6],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
s4,1,0.393454,0.728241,[ 5 13] ; [1 7],[ 4.15384615 13.84615385] ; [1.84615385 6.15384615],0
n6,1,0.399765,0.709034,[15  2] ; [6 2],[14.28  2.72] ; [6.72 1.28],0
b5,1,0.420113,0.65,[12  6] ; [4 4],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
p6,1,0.420113,0.65,[ 6 12] ; [4 4],[ 6.92307692 11.07692308] ; [3.07692308 4.92307692],0
r2,1,0.431847,0.617851,[10  7] ; [6 2],[10.88  6.12] ; [5.12 2.88],0
u2,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
p2,1,0.561545,0.337037,[14  4] ; [7 1],[14.53846154  3.46153846] ; [6.46153846 1.53846154],0
b2,1,0.588792,0.292235,[4 9] ; [3 4],[4.55 8.45] ; [2.45 4.55],0
b3,1,0.588792,0.292235,[4 9] ; [3 4],[4.55 8.45] ; [2.45 4.55],0
p10,1,0.620079,0.245756,[13  5] ; [5 3],[12.46153846  5.53846154] ; [5.53846154 2.46153846],0
v2,1,0.629412,0.232859,[ 7 11] ; [2 5],[ 6.48 11.52] ; [2.52 4.48],0
s7,1,0.653329,0.201728,[8 9] ; [3 5],[7.48 9.52] ; [3.52 4.48],0
p5,1,0.656005,0.198413,[ 4 14] ; [1 6],[ 3.6 14.4] ; [1.4 5.6],0
r4,1,0.670896,0.180556,[ 6 12] ; [2 6],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
s2,1,0.740797,0.109428,[ 8 10] ; [3 5],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
r1,1,0.740797,0.109428,[ 8 10] ; [3 5],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
d2,1,0.740797,0.109428,[ 8 10] ; [3 5],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
b4,1,0.740797,0.109428,[10  8] ; [5 3],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
p3,1,0.793117,0.068783,[10  8] ; [4 4],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
p8,1,0.818733,0.052521,[12  6] ; [5 2],[12.24  5.76] ; [4.76 2.24],0
s8,1,0.836701,0.042484,[ 6 12] ; [3 5],[ 6.23076923 11.76923077] ; [2.76923077 5.23076923],0
n5,1,0.876697,0.024074,[14  4] ; [6 2],[13.84615385  4.15384615] ; [6.15384615 1.84615385],0
v4,1,0.882832,0.021721,[13  5] ; [6 2],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
p1,1,0.918512,0.010467,[ 2 16] ; [1 7],[ 2.07692308 15.92307692] ; [0.92307692 7.07692308],0
s1,1,0.918512,0.010467,[ 2 16] ; [1 7],[ 2.07692308 15.92307692] ; [0.92307692 7.07692308],0
p12,1,0.918512,0.010467,[ 2 16] ; [1 7],[ 2.07692308 15.92307692] ; [0.92307692 7.07692308],0
p11,1,0.946434,0.004514,[11  7] ; [5 3],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
b1,1,0.946434,0.004514,[11  7] ; [5 3],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
n4,1,0.946434,0.004514,[11  7] ; [5 3],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
v3,1,0.968346,0.001575,[ 5 13] ; [2 5],[ 5.04 12.96] ; [1.96 5.04],0
n2,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
