Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.394663,[39 50] ; [172  69],[56.90606061 32.09393939] ; [154.09393939  86.90606061],1
d2,1,0.315334,1.008203,[33 56] ; [105 138],[36.9939759 52.0060241] ; [101.0060241 141.9939759],0
u1,1,0.33529,0.928358,[ 8 82] ; [ 31 213],[10.50898204 79.49101796] ; [ 28.49101796 215.50898204],0
a7,1,0.336152,0.925052,[58 32] ; [170  73],[61.62162162 28.37837838] ; [166.37837838  76.62162162],0
p5,1,0.345842,0.888657,[ 2 87] ; [ 11 233],[ 3.47447447 85.52552553] ; [  9.52552553 234.47447447],0
v3,1,0.401976,0.702406,[18 67] ; [ 62 179],[20.85889571 64.14110429] ; [ 59.14110429 181.85889571],0
a8,1,0.42711,0.630669,[ 8 77] ; [ 29 200],[10.01592357 74.98407643] ; [ 26.98407643 202.01592357],0
b2,1,0.45662,0.554166,[13 39] ; [40 91],[15.06010929 36.93989071] ; [37.93989071 93.06010929],0
b3,1,0.45662,0.554166,[13 39] ; [40 91],[15.06010929 36.93989071] ; [37.93989071 93.06010929],0
u4,1,0.461095,0.543235,[ 1 89] ; [  1 243],[ 0.53892216 89.46107784] ; [  1.46107784 242.53892216],0
p7,1,0.647643,0.208885,[43 44] ; [126 115],[44.82621951 42.17378049] ; [124.17378049 116.82621951],0
s3,1,0.7171,0.131288,[39 50] ; [111 130],[40.45454545 48.54545455] ; [109.54545455 131.45454545],0
a2,1,0.771465,0.084367,[15 75] ; [ 44 200],[15.89820359 74.10179641] ; [ 43.10179641 200.89820359],0
s4,1,0.856167,0.032854,[12 78] ; [ 34 207],[12.50755287 77.49244713] ; [ 33.49244713 207.50755287],0
a4,1,0.856931,0.032502,[32 58] ; [ 89 154],[32.7027027 57.2972973] ; [ 88.2972973 154.7027027],0
n1,1,0.866144,0.028412,[10 20] ; [25 54],[ 9.63302752 20.36697248] ; [25.36697248 53.63302752],0
b4,1,0.869915,0.026819,[50 40] ; [138 106],[50.65868263 39.34131737] ; [137.34131737 106.65868263],0
b5,1,0.947595,0.00432,[52 38] ; [140 104],[51.73652695 38.26347305] ; [140.26347305 103.73652695],0
p1,1,0.966751,0.001738,[ 5 84] ; [ 14 230],[ 5.07807808 83.92192192] ; [ 13.92192192 230.07807808],0
