Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.394663,[39 50] ; [172  69],[56.90606061 32.09393939] ; [154.09393939  86.90606061],1
n4,1,6e-06,20.371472,[44 46] ; [182  61],[61.08108108 28.91891892] ; [164.91891892  78.08108108],1
p10,1,1.6e-05,18.65691,[42 47] ; [175  66],[58.52424242 30.47575758] ; [158.47575758  82.52424242],1
v4,1,1.6e-05,18.556558,[67 22] ; [226  18],[78.30930931 10.69069069] ; [214.69069069  29.30930931],1
p11,1,2.8e-05,17.569968,[45 45] ; [181  63],[60.89820359 29.10179641] ; [165.10179641  78.89820359],1
p9,1,3.6e-05,17.0928,[46 43] ; [181  59],[61.40729483 27.59270517] ; [165.59270517  74.40729483],1
p2,1,0.000125,14.715349,[49 40] ; [187  57],[63.07507508 25.92492492] ; [172.92492492  71.07507508],1
r3,1,0.000316,12.970658,[69 21] ; [223  21],[78.68263473 11.31736527] ; [213.31736527  30.68263473],1
r4,1,0.000493,12.1424,[58 32] ; [201  43],[69.79041916 20.20958084] ; [189.20958084  54.79041916],1
s7,1,0.002462,9.168289,[15 66] ; [ 87 150],[25.98113208 55.01886792] ; [ 76.01886792 160.98113208],0
s6,1,0.003448,8.553631,[29 61] ; [121 120],[40.78549849 49.21450151] ; [109.21450151 131.78549849],0
s8,1,0.005885,7.585216,[16 74] ; [ 81 163],[26.13772455 63.86227545] ; [ 70.86227545 173.13772455],0
d1,1,0.01193,6.321214,[34 56] ; [130 114],[44.19161677 45.80838323] ; [119.80838323 124.19161677],0
b1,1,0.012473,6.242386,[48 42] ; [ 93 151],[37.99401198 52.00598802] ; [103.00598802 140.99401198],0
d5,1,0.014487,5.977822,[57 32] ; [188  55],[65.67771084 23.32228916] ; [179.32228916  63.67771084],0
r2,1,0.018963,5.504916,[70 19] ; [213  27],[76.556231 12.443769] ; [206.443769  33.556231],0
p3,1,0.042565,4.112586,[22 68] ; [ 88 155],[29.72972973 60.27027027] ; [ 80.27027027 162.72972973],0
p6,1,0.055613,3.663609,[14 75] ; [ 62 179],[20.4969697 68.5030303] ; [ 55.5030303 185.4969697],0
a3,1,0.067492,3.342993,[49 40] ; [161  83],[56.12612613 32.87387387] ; [153.87387387  90.12612613],0
s1,1,0.070459,3.272298,[ 6 84] ; [  6 235],[ 3.26283988 86.73716012] ; [  8.73716012 232.26283988],0
s2,1,0.086982,2.929362,[25 65] ; [ 92 151],[31.62162162 58.37837838] ; [ 85.37837838 157.62162162],0
p4,1,0.100237,2.701762,[32 57] ; [111 130],[38.56666667 50.43333333] ; [104.43333333 136.56666667],0
p8,1,0.1418,2.158314,[31 58] ; [106 136],[36.83685801 52.16314199] ; [100.16314199 141.83685801],0
a5,1,0.149888,2.073389,[49 41] ; [154  90],[54.7005988 35.2994012] ; [148.2994012  95.7005988],0
d4,1,0.151052,2.0616,[61 27] ; [188  56],[66. 22.] ; [183.  61.],0
u2,1,0.20224,1.626124,[24 17] ; [38 44],[20.66666667 20.33333333] ; [41.33333333 40.66666667],0
v2,1,0.230595,1.437187,[25 58] ; [ 88 147],[29.49371069 53.50628931] ; [ 83.50628931 151.49371069],0
d3,1,0.239083,1.385996,[51 37] ; [158  85],[55.56495468 32.43504532] ; [153.43504532  89.56495468],0
r1,1,0.239727,1.382197,[57 33] ; [171  73],[61.43712575 28.56287425] ; [166.56287425  77.43712575],0
a1,1,0.24362,1.359527,[ 6 84] ; [  9 235],[ 4.04191617 85.95808383] ; [ 10.95808383 233.04191617],0
n3,1,0.253193,1.3056,[16 13] ; [53 26],[18.52777778 10.47222222] ; [50.47222222 28.52777778],0
u3,1,0.274061,1.196307,[21 19] ; [34 47],[18.18181818 21.81818182] ; [36.81818182 44.18181818],0
n2,1,0.283783,1.148882,[17 14] ; [52 27],[19.44545455 11.55454545] ; [49.55454545 29.44545455],0
a6,1,0.298151,1.082448,[62 27] ; [155  89],[57.996997 31.003003] ; [159.003003  84.996997],0
