Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,26.117629,[41 37] ; [ 7 55],[26.74285714 51.25714286] ; [21.25714286 40.74285714],1
s5,1,6e-06,20.489979,[29 49] ; [ 3 59],[17.82857143 60.17142857] ; [14.17142857 47.82857143],1
s3,1,6e-06,20.48964,[49 27] ; [16 46],[35.79710145 40.20289855] ; [29.20289855 32.79710145],1
s8,1,7e-06,20.269765,[39 41] ; [ 8 54],[26.47887324 53.52112676] ; [20.52112676 41.47887324],1
s7,1,1.4e-05,18.895792,[42 34] ; [10 46],[29.93939394 46.06060606] ; [22.06060606 33.93939394],1
r1,1,0.000231,13.558031,[60 18] ; [29 33],[49.58571429 28.41428571] ; [39.41428571 22.58571429],1
r3,1,0.001568,9.997469,[72  8] ; [42 19],[64.68085106 15.31914894] ; [49.31914894 11.68085106],0
r4,1,0.002443,9.182818,[68 12] ; [39 23],[60.28169014 19.71830986] ; [46.71830986 15.28169014],0
n6,1,0.004228,8.183132,[70 10] ; [42 20],[63.09859155 16.90140845] ; [48.90140845 13.09859155],0
v4,1,0.005029,7.868882,[74  5] ; [48 14],[68.35460993 10.64539007] ; [53.64539007  8.35460993],0
p10,1,0.005711,7.639197,[63 14] ; [37 24],[55.79710145 21.20289855] ; [44.20289855 16.79710145],0
u2,1,0.013516,6.100265,[22 18] ; [ 8 23],[16.90140845 23.09859155] ; [13.09859155 17.90140845],0
u3,1,0.013516,6.100265,[22 18] ; [ 8 23],[16.90140845 23.09859155] ; [13.09859155 17.90140845],0
p11,1,0.022784,5.184862,[63 17] ; [38 24],[56.90140845 23.09859155] ; [44.09859155 17.90140845],0
s4,1,0.026551,4.919802,[19 60] ; [ 6 56],[14.0070922 64.9929078] ; [10.9929078 51.0070922],0
p9,1,0.033932,4.498127,[65 14] ; [40 20],[59.67625899 19.32374101] ; [45.32374101 14.67625899],0
r2,1,0.04083,4.183062,[72  7] ; [49 13],[67.79432624 11.20567376] ; [53.20567376  8.79432624],0
a1,1,0.045279,4.008205,[ 1 79] ; [ 5 57],[ 3.38028169 76.61971831] ; [ 2.61971831 59.38028169],0
p5,1,0.051361,3.796472,[12 67] ; [ 3 58],[ 8.46428571 70.53571429] ; [ 6.53571429 54.46428571],0
a8,1,0.054982,3.682642,[12 62] ; [ 3 53],[ 8.53846154 65.46153846] ; [ 6.46153846 49.53846154],0
b2,1,0.067152,3.351297,[10 37] ; [15 23],[13.82352941 33.17647059] ; [11.17647059 26.82352941],0
b3,1,0.067152,3.351297,[10 37] ; [15 23],[13.82352941 33.17647059] ; [11.17647059 26.82352941],0
p4,1,0.082635,3.012295,[44 36] ; [25 37],[38.87323944 41.12676056] ; [30.12676056 31.87323944],0
d5,1,0.112157,2.523565,[43 37] ; [25 37],[38.30985915 41.69014085] ; [29.69014085 32.30985915],0
a4,1,0.114237,2.49461,[16 62] ; [20 42],[20.05714286 57.94285714] ; [15.94285714 46.05714286],0
p2,1,0.119714,2.42106,[60 20] ; [39 23],[55.77464789 24.22535211] ; [43.22535211 18.77464789],0
b4,1,0.133223,2.254536,[45 35] ; [27 35],[40.56338028 39.43661972] ; [31.43661972 30.56338028],0
p7,1,0.135065,2.2333,[47 31] ; [29 32],[42.64748201 35.35251799] ; [33.35251799 27.64748201],0
s1,1,0.169649,1.886043,[ 7 70] ; [ 2 59],[ 5.02173913 71.97826087] ; [ 3.97826087 57.02173913],0
d1,1,0.245661,1.34781,[ 2 78] ; [ 4 58],[ 3.38028169 76.61971831] ; [ 2.61971831 59.38028169],0
b1,1,0.266038,1.237064,[30 50] ; [29 33],[33.23943662 46.76056338] ; [25.76056338 36.23943662],0
u1,1,0.277438,1.1796,[ 4 76] ; [ 1 61],[ 2.81690141 77.18309859] ; [ 2.18309859 59.81690141],0
n4,1,0.372588,0.795015,[67 12] ; [49 13],[64.9929078 14.0070922] ; [51.0070922 10.9929078],0
p3,1,0.384303,0.756891,[36 44] ; [23 38],[33.4751773 46.5248227] ; [25.5248227 35.4751773],0
d3,1,0.399346,0.710296,[22 58] ; [13 48],[19.85815603 60.14184397] ; [15.14184397 45.85815603],0
p8,1,0.439081,0.598684,[36 43] ; [23 36],[33.77536232 45.22463768] ; [25.22463768 33.77536232],0
a2,1,0.448607,0.57417,[ 5 75] ; [ 6 56],[ 6.1971831 73.8028169] ; [ 4.8028169 57.1971831],0
v3,1,0.449893,0.570922,[27 50] ; [18 44],[24.92805755 52.07194245] ; [20.07194245 41.92805755],0
p12,1,0.50634,0.441623,[ 6 73] ; [ 3 59],[ 5.04255319 73.95744681] ; [ 3.95744681 58.04255319],0
p6,1,0.523756,0.406491,[25 54] ; [16 44],[23.30215827 55.69784173] ; [17.69784173 42.30215827],0
n1,1,0.536632,0.381818,[ 9 12] ; [11 10],[10. 11.] ; [10. 11.],0
v1,1,0.570031,0.322631,[36 41] ; [26 36],[34.34532374 42.65467626] ; [27.65467626 34.34532374],0
v2,1,0.644986,0.21228,[31 43] ; [22 36],[29.71212121 44.28787879] ; [23.28787879 34.71212121],0
b5,1,0.719432,0.129037,[45 35] ; [33 29],[43.94366197 36.05633803] ; [34.05633803 27.94366197],0
n3,1,0.725625,0.123167,[16  5] ; [15  6],[15.5  5.5] ; [15.5  5.5],0
d2,1,0.744611,0.106115,[20 60] ; [17 45],[20.84507042 59.15492958] ; [16.15492958 45.84507042],0
