Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6e-06,20.427075,[18  9] ; [14 59],[ 8.64 18.36] ; [23.36 49.64],1
s2,1,6.9e-05,15.825455,[18  9] ; [18 57],[ 9.52941176 17.47058824] ; [26.47058824 48.52941176],1
s6,1,0.000405,12.511278,[22  6] ; [30 46],[14. 14.] ; [38. 38.],1
r4,1,0.001531,10.040518,[26  2] ; [46 30],[19.38461538  8.61538462] ; [52.61538462 23.38461538],0
b4,1,0.002098,9.461654,[24  4] ; [40 36],[17.23076923 10.76923077] ; [46.76923077 29.23076923],0
s3,1,0.005756,7.625153,[19  8] ; [30 46],[12.84466019 14.15533981] ; [36.15533981 39.84466019],0
r3,1,0.009774,6.67567,[26  2] ; [51 24],[20.93203883  7.06796117] ; [56.06796117 18.93203883],0
p2,1,0.012024,6.307302,[21  7] ; [36 40],[15.34615385 12.65384615] ; [41.65384615 34.34615385],0
v3,1,0.01511,5.903542,[14 14] ; [19 57],[ 8.88461538 19.11538462] ; [24.11538462 51.88461538],0
d5,1,0.020335,5.382907,[24  4] ; [47 29],[19.11538462  8.88461538] ; [51.88461538 24.11538462],0
u2,1,0.026922,4.895777,[7 2] ; [12 21],[4.07142857 4.92857143] ; [14.92857143 18.07142857],0
v4,1,0.054325,3.702682,[26  2] ; [57 18],[22.5631068  5.4368932] ; [60.4368932 14.5631068],0
v2,1,0.055183,3.676549,[14 13] ; [23 51],[ 9.89108911 17.10891089] ; [27.10891089 46.89108911],0
r1,1,0.060499,3.523651,[24  4] ; [51 25],[20.19230769  7.80769231] ; [54.80769231 21.19230769],0
p8,1,0.084513,2.975907,[12 16] ; [19 56],[ 8.42718447 19.57281553] ; [22.57281553 52.42718447],0
p6,1,0.086816,2.932437,[ 8 19] ; [11 64],[ 5.02941176 21.97058824] ; [13.97058824 61.02941176],0
s5,1,0.096785,2.757737,[ 8 18] ; [12 64],[ 5.09803922 20.90196078] ; [14.90196078 61.09803922],0
b1,1,0.104582,2.634245,[19  9] ; [38 38],[15.34615385 12.65384615] ; [41.65384615 34.34615385],0
p11,1,0.125616,2.345865,[18 10] ; [36 40],[14.53846154 13.46153846] ; [39.46153846 36.53846154],0
p4,1,0.132587,2.261954,[14 14] ; [25 49],[10.70588235 17.29411765] ; [28.29411765 45.70588235],0
n2,1,0.142188,2.15412,[8 2] ; [15 13],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
u3,1,0.151873,2.053333,[6 3] ; [14 21],[4.09090909 4.90909091] ; [15.90909091 19.09090909],0
d1,1,0.172418,1.861797,[16 12] ; [32 44],[12.92307692 15.07692308] ; [35.07692308 40.92307692],0
p10,1,0.17822,1.812403,[11 17] ; [19 55],[ 8.23529412 19.76470588] ; [21.76470588 52.23529412],0
