Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,71.915637,[89  5] ; [19 43],[65.07692308 28.92307692] ; [42.92307692 19.07692308],1
p11,1,0.0,31.20108,[74 21] ; [22 43],[57. 38.] ; [39. 26.],1
p2,1,2e-06,22.698085,[75 19] ; [28 37],[60.89308176 33.10691824] ; [42.10691824 22.89308176],1
r3,1,3.4e-05,17.184931,[82 12] ; [38 27],[70.94339623 23.05660377] ; [49.05660377 15.94339623],1
r4,1,5.7e-05,16.194332,[60 35] ; [20 45],[47.5 47.5] ; [32.5 32.5],1
n6,1,0.000386,12.59741,[78 17] ; [36 28],[68.11320755 26.88679245] ; [45.88679245 18.11320755],1
r2,1,0.000401,12.525431,[79 15] ; [37 26],[69.4522293 24.5477707] ; [46.5477707 16.4522293],1
v4,1,0.000617,11.724113,[82 13] ; [41 24],[73.03125 21.96875] ; [49.96875 15.03125],1
a7,1,0.001436,10.15878,[63 31] ; [27 38],[53.20754717 40.79245283] ; [36.79245283 28.20754717],0
p8,1,0.004418,8.103477,[40 54] ; [13 50],[31.73248408 62.26751592] ; [21.26751592 41.73248408],0
b1,1,0.007007,7.271156,[35 60] ; [38 27],[43.34375 51.65625] ; [29.65625 35.34375],0
n5,1,0.014415,5.986564,[69 26] ; [35 30],[61.75 33.25] ; [42.25 22.75],0
v1,1,0.019546,5.452004,[39 54] ; [15 48],[32.19230769 60.80769231] ; [21.80769231 41.19230769],0
s2,1,0.02656,4.919208,[31 64] ; [11 54],[24.9375 70.0625] ; [17.0625 47.9375],0
p5,1,0.038027,4.303811,[12 83] ; [ 2 62],[ 8.36477987 86.63522013] ; [ 5.63522013 58.36477987],0
d5,1,0.039164,4.253722,[67 27] ; [36 29],[60.89308176 33.10691824] ; [42.10691824 22.89308176],0
s1,1,0.068549,3.317435,[ 1 94] ; [ 4 61],[ 2.96875 92.03125] ; [ 2.03125 62.96875],0
s6,1,0.080665,3.051443,[41 51] ; [20 45],[35.74522293 56.25477707] ; [25.25477707 39.74522293],0
d2,1,0.087433,2.921004,[30 64] ; [29 35],[35.10126582 58.89873418] ; [23.89873418 40.10126582],0
