Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,22.587368,[ 6 31] ; [44 24],[17.61904762 19.38095238] ; [32.38095238 35.61904762],1
p8,1,0.000376,12.650143,[11 25] ; [45 22],[19.57281553 16.42718447] ; [36.42718447 30.57281553],1
p3,1,0.000506,12.092535,[13 25] ; [47 21],[21.50943396 16.49056604] ; [38.49056604 29.50943396],1
p9,1,0.002186,9.386202,[28  9] ; [65  3],[32.77142857  4.22857143] ; [60.22857143  7.77142857],0
p7,1,0.008056,7.020996,[20 18] ; [52 15],[26.05714286 11.94285714] ; [45.94285714 21.05714286],0
v1,1,0.024717,5.043627,[17 21] ; [45 22],[22.43809524 15.56190476] ; [39.56190476 27.43809524],0
b1,1,0.027459,4.861707,[20 18] ; [21 47],[14.69811321 23.30188679] ; [26.30188679 41.69811321],0
a1,1,0.034944,4.447886,[ 4 34] ; [ 1 67],[ 1.79245283 36.20754717] ; [ 3.20754717 64.79245283],0
p2,1,0.039957,4.219727,[26 12] ; [58 10],[30.11320755  7.88679245] ; [53.88679245 14.11320755],0
n5,1,0.056206,3.645939,[23 14] ; [54 14],[27.13333333  9.86666667] ; [49.86666667 18.13333333],0
p5,1,0.070931,3.26135,[ 2 36] ; [12 56],[ 5.01886792 32.98113208] ; [ 8.98113208 59.01886792],0
v3,1,0.172596,1.860245,[22 15] ; [30 36],[18.67961165 18.32038835] ; [33.32038835 32.67961165],0
p10,1,0.179412,1.802487,[29  8] ; [60  8],[31.36190476  5.63809524] ; [57.63809524 10.36190476],0
p1,1,0.218321,1.515375,[ 1 37] ; [ 6 62],[ 2.50943396 35.49056604] ; [ 4.49056604 63.50943396],0
a6,1,0.239918,1.381078,[19 19] ; [42 26],[21.86792453 16.13207547] ; [39.13207547 28.86792453],0
s6,1,0.245047,1.351321,[22 16] ; [47 21],[24.73584906 13.26415094] ; [44.26415094 23.73584906],0
s1,1,0.24762,1.336681,[ 2 35] ; [ 1 67],[ 1.05714286 35.94285714] ; [ 1.94285714 66.05714286],0
v4,1,0.248647,1.330889,[35  3] ; [66  2],[36.20754717  1.79245283] ; [64.79245283  3.20754717],0
s5,1,0.264599,1.244533,[10 27] ; [25 41],[12.57281553 24.42718447] ; [22.42718447 43.57281553],0
n1,1,0.271644,1.208424,[4 5] ; [ 4 13],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
d1,1,0.286318,1.136856,[20 18] ; [43 25],[22.58490566 15.41509434] ; [40.41509434 27.58490566],0
n3,1,0.293622,1.102941,[6 2] ; [9 8],[4.8 3.2] ; [10.2  6.8],0
p11,1,0.33096,0.945139,[27 11] ; [54 14],[29.03773585  8.96226415] ; [51.96226415 16.03773585],0
u2,1,0.333998,0.933333,[7 1] ; [14  6],[6. 2.] ; [15.  5.],0
b5,1,0.338416,0.916423,[21 17] ; [44 24],[23.30188679 14.69811321] ; [41.69811321 26.30188679],0
r2,1,0.339391,0.912732,[33  5] ; [62  5],[34.38095238  3.61904762] ; [60.61904762  6.38095238],0
a3,1,0.349209,0.876331,[30  8] ; [48 20],[27.96226415 10.03773585] ; [50.03773585 17.96226415],0
r4,1,0.372857,0.794119,[36  2] ; [61  7],[34.77358491  3.22641509] ; [62.22641509  5.77358491],0
v2,1,0.400116,0.707978,[21 17] ; [42 24],[23.01923077 14.98076923] ; [39.98076923 26.01923077],0
