Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-06,22.587368,[ 6 31] ; [44 24],[17.61904762 19.38095238] ; [32.38095238 35.61904762],1
b2,1,0.416336,0.660633,[10 15] ; [24 24],[11.64383562 13.35616438] ; [22.35616438 25.64383562],0
b3,1,0.416336,0.660633,[10 15] ; [24 24],[11.64383562 13.35616438] ; [22.35616438 25.64383562],0
u3,1,0.45426,0.56,[6 2] ; [12  8],[5.14285714 2.85714286] ; [12.85714286  7.14285714],0
d3,1,0.46078,0.543999,[23 15] ; [46 22],[24.73584906 13.26415094] ; [44.26415094 23.73584906],0
n2,1,0.500352,0.454189,[6 3] ; [9 8],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
a8,1,0.553941,0.350304,[ 7 28] ; [ 9 50],[ 5.95744681 29.04255319] ; [10.04255319 48.95744681],0
b4,1,0.588216,0.293139,[22 16] ; [43 25],[23.30188679 14.69811321] ; [41.69811321 26.30188679],0
d2,1,0.638901,0.220183,[20 18] ; [39 29],[21.1509434 16.8490566] ; [37.8490566 30.1509434],0
r3,1,0.644621,0.21275,[37  1] ; [65  3],[36.56603774  1.43396226] ; [65.43396226  2.56603774],0
u1,1,0.646172,0.21076,[ 8 30] ; [17 51],[ 8.96226415 29.03773585] ; [16.03773585 51.96226415],0
p12,1,0.662269,0.190779,[ 3 34] ; [ 4 64],[ 2.46666667 34.53333333] ; [ 4.53333333 63.46666667],0
s4,1,0.663895,0.188827,[ 4 34] ; [ 9 58],[ 4.7047619 33.2952381] ; [ 8.2952381 58.7047619],0
s7,1,0.681772,0.168138,[21 15] ; [40 24],[21.96 14.04] ; [39.04 24.96],0
a2,1,0.770137,0.085378,[ 8 30] ; [16 52],[ 8.60377358 29.39622642] ; [15.39622642 52.60377358],0
d5,1,0.807022,0.059668,[32  6] ; [56 12],[31.54716981  6.45283019] ; [56.45283019 11.54716981],0
a5,1,0.810567,0.057453,[30  8] ; [55 13],[30.47169811  7.52830189] ; [54.52830189 13.47169811],0
a7,1,0.835146,0.043308,[27 11] ; [47 21],[26.52830189 11.47169811] ; [47.47169811 20.52830189],0
n6,1,0.881202,0.022334,[32  6] ; [58 10],[32.26415094  5.73584906] ; [57.73584906 10.26415094],0
d4,1,0.920636,0.009927,[31  7] ; [56 12],[31.18867925  6.81132075] ; [55.81132075 12.18867925],0
n4,1,0.929952,0.007727,[31  7] ; [55 13],[30.83018868  7.16981132] ; [55.16981132 12.83018868],0
r1,1,0.958473,0.002711,[32  6] ; [57 11],[31.90566038  6.09433962] ; [57.09433962 10.90566038],0
a4,1,0.975572,0.000938,[18 20] ; [32 36],[17.9245283 20.0754717] ; [32.0754717 35.9245283],0
s2,1,0.986169,0.000301,[10 28] ; [18 50],[10.03773585 27.96226415] ; [17.96226415 50.03773585],0
