Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,5e-06,20.791036,[543 163] ; [66 50],[523.05839416 182.94160584] ; [85.94160584 30.05839416],1
u1,1,5.5e-05,16.274359,[148 559] ; [  6 110],[132.29404617 574.70595383] ; [21.70595383 94.29404617],1
d1,1,6.3e-05,16.025279,[438 269] ; [49 67],[418.35844471 288.64155529] ; [68.64155529 47.35844471],1
a2,1,0.000317,12.970029,[189 518] ; [ 13 103],[173.52855407 533.47144593] ; [28.47144593 87.52855407],1
v2,1,0.000473,12.220957,[403 273] ; [47 65],[386.04060914 289.95939086] ; [63.95939086 48.04060914],1
d3,1,0.000587,11.815172,[504 200] ; [64 51],[488.24420024 215.75579976] ; [79.75579976 35.24420024],1
a3,1,0.001874,9.668635,[517 186] ; [69 47],[503.001221 199.998779] ; [82.998779 33.001221],0
a6,1,0.002659,9.027598,[498 205] ; [66 50],[484.11721612 218.88278388] ; [79.88278388 36.11721612],0
d2,1,0.00274,8.972777,[357 347] ; [41 74],[342.11477411 361.88522589] ; [55.88522589 59.11477411],0
n4,1,0.00457,8.042318,[557 147] ; [78 38],[545.17073171 158.82926829] ; [89.82926829 26.17073171],0
d4,1,0.004667,8.004193,[590 112] ; [85 31],[579.27872861 122.72127139] ; [95.72127139 20.27872861],0
v1,1,0.012312,6.265344,[389 300] ; [50 64],[376.6762142 312.3237858] ; [62.3237858 51.6762142],0
a4,1,0.017283,5.667412,[332 371] ; [41 75],[320.16971917 382.83028083] ; [52.83028083 63.16971917],0
u3,1,0.022812,5.182769,[122  66] ; [22 25],[115.2  72.8] ; [28.8 18.2],0
s6,1,0.026445,4.926715,[483 207] ; [66 45],[472.92134831 217.07865169] ; [76.07865169 34.92134831],0
a7,1,0.029179,4.757028,[528 177] ; [75 40],[518.43292683 186.56707317] ; [84.56707317 30.43292683],0
n5,1,0.048239,3.90163,[531 169] ; [78 38],[522.42647059 177.57352941] ; [86.57352941 29.42647059],0
p4,1,0.050201,3.834721,[425 272] ; [59 56],[415.45320197 281.54679803] ; [68.54679803 46.45320197],0
s8,1,0.058854,3.569397,[325 374] ; [43 73],[315.62208589 383.37791411] ; [52.37791411 63.62208589],0
s7,1,0.062936,3.458283,[342 329] ; [46 65],[332.9258312 338.0741688] ; [55.0741688 55.9258312],0
p8,1,0.100133,2.703416,[372 318] ; [52 62],[363.88059701 326.11940299] ; [60.11940299 53.88059701],0
d5,1,0.100747,2.693672,[578 126] ; [87 28],[571.62393162 132.37606838] ; [93.37606838 21.62393162],0
b5,1,0.103501,2.650755,[419 288] ; [78 38],[426.94896719 280.05103281] ; [70.05103281 45.94896719],0
p2,1,0.104916,2.629179,[586 114] ; [90 26],[579.90196078 120.09803922] ; [96.09803922 19.90196078],0
p7,1,0.151778,2.054291,[443 240] ; [66 48],[436.1944793 246.8055207] ; [72.8055207 41.1944793],0
u2,1,0.156383,2.008862,[109  78] ; [22 25],[104.68803419  82.31196581] ; [26.31196581 20.68803419],0
s3,1,0.160307,1.971325,[404 289] ; [59 56],[397.10272277 295.89727723] ; [65.89727723 49.10272277],0
