Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000142,14.474566,[23 44] ; [10 88],[13.4 53.6] ; [19.6 78.4],1
s2,1,0.001601,9.958051,[55 12] ; [57 40],[45.75609756 21.24390244] ; [66.24390244 30.75609756],0
s6,1,0.002421,9.199051,[64  3] ; [77 21],[57.25454545  9.74545455] ; [83.74545455 14.25454545],0
p12,1,0.009614,6.704996,[ 8 60] ; [ 2 96],[ 4.09638554 63.90361446] ; [ 5.90361446 92.09638554],0
s3,1,0.02376,5.112063,[54 12] ; [63 33],[47.66666667 18.33333333] ; [69.33333333 26.66666667],0
p11,1,0.024922,5.029268,[46 22] ; [81 17],[52.02409639 15.97590361] ; [74.97590361 23.02409639],0
s7,1,0.036804,4.359465,[57 10] ; [66 27],[51.50625 15.49375] ; [71.49375 21.50625],0
b5,1,0.043994,4.056781,[36 32] ; [67 31],[42.19277108 25.80722892] ; [60.80722892 37.19277108],0
b1,1,0.049051,3.873602,[31 37] ; [30 68],[24.98795181 43.01204819] ; [36.01204819 61.98795181],0
a5,1,0.065729,3.386579,[54 14] ; [65 33],[48.74698795 19.25301205] ; [70.25301205 27.74698795],0
n3,1,0.079304,3.079108,[18  6] ; [11 11],[15.13043478  8.86956522] ; [13.86956522  8.13043478],0
p9,1,0.080897,3.046793,[62  6] ; [79 18],[58.10909091  9.89090909] ; [82.89090909 14.10909091],0
v1,1,0.083257,3.000138,[42 25] ; [47 49],[36.58282209 30.41717791] ; [52.41717791 43.58282209],0
v4,1,0.094374,2.798135,[66  1] ; [90  7],[63.73170732  3.26829268] ; [92.26829268  4.73170732],0
p1,1,0.106896,2.599521,[ 6 62] ; [ 3 95],[ 3.68674699 64.31325301] ; [ 5.31325301 92.68674699],0
b3,1,0.121164,2.402206,[17 23] ; [19 49],[13.33333333 26.66666667] ; [22.66666667 45.33333333],0
b2,1,0.121164,2.402206,[17 23] ; [19 49],[13.33333333 26.66666667] ; [22.66666667 45.33333333],0
r4,1,0.122858,2.3805,[64  4] ; [85 13],[61.03614458  6.96385542] ; [87.96385542 10.03614458],0
p10,1,0.207443,1.589182,[60  7] ; [80 17],[57.19512195  9.80487805] ; [82.80487805 14.19512195],0
p5,1,0.217899,1.518151,[ 7 61] ; [ 5 91],[ 4.97560976 63.02439024] ; [ 7.02439024 88.97560976],0
u2,1,0.239121,1.385771,[9 7] ; [22  8],[10.7826087  5.2173913] ; [20.2173913  9.7826087],0
u3,1,0.239121,1.385771,[9 7] ; [22  8],[10.7826087  5.2173913] ; [20.2173913  9.7826087],0
p7,1,0.268448,1.224661,[43 22] ; [54 40],[39.65408805 25.34591195] ; [57.34591195 36.65408805],0
n5,1,0.273801,1.197603,[54 13] ; [71 26],[51.06707317 15.93292683] ; [73.93292683 23.06707317],0
a3,1,0.316019,1.005352,[52 16] ; [68 30],[49.15662651 18.84337349] ; [70.84337349 27.15662651],0
