Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,112.990816,[270  50] ; [118 158],[208.32214765 111.67785235] ; [179.67785235  96.32214765],1
p4,1,0.0,57.430017,[250  75] ; [133 149],[205.06589786 119.93410214] ; [177.93410214 104.06589786],1
p2,1,0.0,50.614319,[307  18] ; [207  74],[275.66006601  49.33993399] ; [238.33993399  42.66006601],1
p3,1,0.0,47.178346,[210 115] ; [103 178],[167.8630363 157.1369637] ; [145.1369637 135.8630363],1
p6,1,0.0,46.394701,[158 165] ; [ 62 218],[117.84411277 205.15588723] ; [102.15588723 177.84411277],1
p11,1,0.0,26.5211,[279  47] ; [192  90],[252.54276316  73.45723684] ; [218.45723684  63.54276316],1
p5,1,3e-06,21.589193,[ 56 270] ; [ 14 264],[ 37.78145695 288.21854305] ; [ 32.21854305 245.78145695],1
p9,1,2.1e-05,18.064632,[291  33] ; [215  64],[271.88059701  52.11940299] ; [234.11940299  44.88059701],1
p10,1,8.3e-05,15.494534,[285  40] ; [211  69],[266.44628099  58.55371901] ; [229.55371901  50.44628099],1
r4,1,0.001435,10.159993,[318   8] ; [259  23],[309.37828947  16.62171053] ; [267.62171053  14.37828947],0
v1,1,0.002158,9.409767,[196 122] ; [135 140],[177.50084317 140.49915683] ; [153.49915683 121.50084317],0
n5,1,0.004736,7.977634,[261  65] ; [195  83],[246.1192053  79.8807947] ; [209.8807947  68.1192053],0
b5,1,0.009113,6.800557,[180 146] ; [185  97],[195.70723684 130.29276316] ; [169.29276316 112.70723684],0
s8,1,0.013366,6.120041,[170 152] ; [120 161],[154.85903814 167.14096186] ; [135.14096186 145.85903814],0
p1,1,0.013692,6.077411,[ 32 291] ; [ 13 268],[ 24.06456954 298.93543046] ; [ 20.93543046 260.06456954],0
d1,1,0.022569,5.201358,[250  76] ; [193  89],[237.52960526  88.47039474] ; [205.47039474  76.52960526],0
d4,1,0.032533,4.570198,[304  22] ; [248  33],[296.46128501  29.53871499] ; [255.53871499  25.46128501],0
s5,1,0.036431,4.376808,[125 189] ; [ 86 187],[112.86882453 201.13117547] ; [ 98.13117547 174.86882453],0
a8,1,0.038973,4.262041,[ 50 240] ; [ 28 226],[ 41.58088235 248.41911765] ; [ 36.41911765 217.58088235],0
n6,1,0.044623,4.032813,[282  42] ; [227  53],[273.0397351  50.9602649] ; [235.9602649  44.0397351],0
n4,1,0.052683,3.753944,[269  57] ; [214  67],[259.40362438  66.59637562] ; [223.59637562  57.40362438],0
n2,1,0.054415,3.699935,[40 10] ; [56 31],[35.03649635 14.96350365] ; [60.96350365 26.03649635],0
d3,1,0.06289,3.459483,[258  68] ; [205  77],[248.25328947  77.74671053] ; [214.74671053  67.25328947],0
v4,1,0.09454,2.795314,[317   8] ; [265  14],[313.16225166  11.83774834] ; [268.83774834  10.16225166],0
s1,1,0.133533,2.250938,[  7 317] ; [ 12 267],[ 10.20895522 313.79104478] ; [  8.79104478 270.20895522],0
a2,1,0.186405,1.745808,[ 87 239] ; [ 89 193],[ 94.36842105 231.63157895] ; [ 81.63157895 200.36842105],0
v3,1,0.201576,1.630919,[138 177] ; [103 164],[130.43814433 184.56185567] ; [110.56185567 156.43814433],0
n1,1,0.211525,1.560959,[22 27] ; [30 58],[18.59854015 30.40145985] ; [33.40145985 54.59854015],0
r3,1,0.213413,1.548123,[316   8] ; [268  12],[313.27152318  10.72847682] ; [270.72847682   9.27152318],0
a5,1,0.222689,1.486959,[264  62] ; [217  65],[257.90460526  68.09539474] ; [223.09539474  58.90460526],0
u1,1,0.241311,1.372919,[ 69 257] ; [ 71 211],[ 75.06578947 250.93421053] ; [ 64.93421053 217.06578947],0
b4,1,0.250423,1.320942,[185 141] ; [173 109],[191.95394737 134.04605263] ; [166.04605263 115.95394737],0
p12,1,0.271709,1.208101,[ 30 295] ; [ 19 261],[ 26.32231405 298.67768595] ; [ 22.67768595 257.32231405],0
a7,1,0.308328,1.037826,[251  74] ; [207  74],[245.62706271  79.37293729] ; [212.37293729  68.62706271],0
s7,1,0.318344,0.995739,[164 143] ; [133 137],[158.02253033 148.97746967] ; [138.97746967 131.02253033],0
a6,1,0.323933,0.973001,[222 103] ; [203  79],[227.55354201  97.44645799] ; [197.44645799  84.55354201],0
a4,1,0.356805,0.849109,[163 162] ; [152 130],[168.65733114 156.34266886] ; [146.34266886 135.65733114],0
a3,1,0.439481,0.597638,[250  74] ; [210  72],[245.94059406  78.05940594] ; [214.05940594  67.94059406],0
v2,1,0.498301,0.458554,[193 122] ; [158 112],[189. 126.] ; [162. 108.],0
u3,1,0.500812,0.453216,[46 29] ; [48 24],[47.95918367 27.04081633] ; [46.04081633 25.95918367],0
n3,1,0.502912,0.448785,[34 15] ; [65 22],[35.66911765 13.33088235] ; [63.33088235 23.66911765],0
a1,1,0.547669,0.361509,[ 16 310] ; [ 11 271],[ 14.47697368 311.52302632] ; [ 12.52302632 269.47697368],0
s6,1,0.613826,0.254641,[226  92] ; [193  86],[223.18592965  94.81407035] ; [195.81407035  83.18592965],0
u4,1,0.615777,0.251847,[  9 317] ; [  6 276],[  8.04276316 317.95723684] ; [  6.95723684 275.04276316],0
b1,1,0.644117,0.213398,[125 201] ; [103 179],[122.25 203.75] ; [105.75 176.25],0
s3,1,0.65605,0.198357,[186 136] ; [155 122],[183.30884808 138.69115192] ; [157.69115192 119.30884808],0
u2,1,0.729248,0.119803,[43 33] ; [41 28],[44.02758621 31.97241379] ; [39.97241379 29.02758621],0
r2,1,0.763217,0.090757,[313   9] ; [271   9],[312.37209302   9.62790698] ; [271.62790698   8.37209302],0
d2,1,0.822566,0.050286,[181 145] ; [158 122],[182.36633663 143.63366337] ; [156.63366337 123.36633663],0
b2,1,0.930367,0.007636,[ 72 129] ; [ 62 109],[ 72.40322581 128.59677419] ; [ 61.59677419 109.40322581],0
b3,1,0.930367,0.007636,[ 72 129] ; [ 62 109],[ 72.40322581 128.59677419] ; [ 61.59677419 109.40322581],0
s2,1,0.960221,0.002488,[169 153] ; [147 132],[169.30449251 152.69550749] ; [146.69550749 132.30449251],0
s4,1,0.983383,0.000434,[ 52 268] ; [ 45 233],[ 51.90635452 268.09364548] ; [ 45.09364548 232.90635452],0
