Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.002706,8.995837,[34 39] ; [25  7],[41.01904762 31.98095238] ; [17.98095238 14.01904762],0
p8,1,0.005116,7.837965,[13 60] ; [14 18],[18.77142857 54.22857143] ; [ 8.22857143 23.77142857],0
p3,1,0.005116,7.837965,[13 60] ; [14 18],[18.77142857 54.22857143] ; [ 8.22857143 23.77142857],0
p2,1,0.020619,5.358729,[30 43] ; [21 11],[35.45714286 37.54285714] ; [15.54285714 16.45714286],0
u1,1,0.025909,4.962111,[ 5 68] ; [ 7 25],[ 8.34285714 64.65714286] ; [ 3.65714286 28.34285714],0
v2,1,0.031926,4.602461,[24 47] ; [18 14],[28.95145631 42.04854369] ; [13.04854369 18.95145631],0
d5,1,0.038717,4.273235,[47 26] ; [27  5],[51.44761905 21.55238095] ; [22.55238095  9.44761905],0
r3,1,0.045649,3.994509,[49 22] ; [28  4],[53.0776699 17.9223301] ; [23.9223301  8.0776699],0
p6,1,0.0633,3.44875,[ 8 63] ; [ 8 23],[11.1372549 59.8627451] ; [ 4.8627451 26.1372549],0
a5,1,0.065251,3.398618,[36 37] ; [22 10],[40.32380952 32.67619048] ; [17.67619048 14.32380952],0
s5,1,0.080706,3.050625,[ 7 65] ; [ 7 24],[ 9.78640777 62.21359223] ; [ 4.21359223 26.78640777],0
n2,1,0.081244,3.039833,[15 16] ; [10  3],[17.61363636 13.38636364] ; [7.38636364 5.61363636],0
s6,1,0.084513,2.975907,[16 56] ; [12 19],[19.57281553 52.42718447] ; [ 8.42718447 22.57281553],0
d1,1,0.117019,2.456774,[29 44] ; [18 14],[32.67619048 40.32380952] ; [14.32380952 17.67619048],0
r4,1,0.128776,2.307197,[41 32] ; [23  9],[44.4952381 28.5047619] ; [19.5047619 12.4952381],0
p7,1,0.144459,2.129807,[23 49] ; [15 17],[26.30769231 45.69230769] ; [11.69230769 20.30769231],0
a7,1,0.171301,1.87152,[41 30] ; [23  9],[44.11650485 26.88349515] ; [19.88349515 12.11650485],0
n6,1,0.201525,1.631291,[44 28] ; [23  8],[46.83495146 25.16504854] ; [20.16504854 10.83495146],0
p11,1,0.202738,1.62254,[29 44] ; [17 15],[31.98095238 41.01904762] ; [14.01904762 17.98095238],0
s7,1,0.212575,1.553805,[ 9 59] ; [ 7 23],[11.10204082 56.89795918] ; [ 4.89795918 25.10204082],0
v4,1,0.229179,1.445949,[53 19] ; [27  5],[55.38461538 16.61538462] ; [24.61538462  7.38461538],0
s2,1,0.26281,1.253893,[ 8 64] ; [ 6 25],[ 9.78640777 62.21359223] ; [ 4.21359223 26.78640777],0
b1,1,0.263273,1.251464,[37 36] ; [20 12],[39.62857143 33.37142857] ; [17.37142857 14.62857143],0
p1,1,0.293075,1.105442,[ 3 69] ; [ 3 29],[ 4.15384615 67.84615385] ; [ 1.84615385 30.15384615],0
s1,1,0.293075,1.105442,[ 3 69] ; [ 3 29],[ 4.15384615 67.84615385] ; [ 1.84615385 30.15384615],0
d4,1,0.2955,1.094394,[49 23] ; [25  7],[51.23076923 20.76923077] ; [22.76923077  9.23076923],0
r2,1,0.296203,1.09121,[56 15] ; [28  4],[57.90291262 13.09708738] ; [26.09708738  5.90291262],0
