Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003793,8.380143,[ 61 160] ; [6 2],[ 64.65938865 156.34061135] ; [2.34061135 5.65938865],0
p7,1,0.023291,5.146686,[ 98 112] ; [7 1],[101.14678899 108.85321101] ; [3.85321101 4.14678899],0
p8,1,0.127049,2.328193,[ 77 137] ; [5 3],[ 79.04504505 134.95495495] ; [2.95495495 5.04504505],0
p11,1,0.345138,0.891255,[170  51] ; [5 3],[168.88646288  52.11353712] ; [6.11353712 1.88646288],0
